Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
16,Paulistano,Vitória,1,Yago,26.06,20,44,4,12,2,2,4,4,0,1,1,2.0,1.0,0.0,4,3.0,1,0.0
16,Paulistano,Vitória,1,Mogi,08.15,0,0,0,0,0,0,0,0,1,1,2,0.0,0.0,0.0,1,0.0,0,0.0
16,Paulistano,Vitória,1,Luis Fernando,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0
16,Paulistano,Vitória,1,Jhonatan,21.43,3,11,1,3,0,1,0,0,1,6,7,0.0,2.0,0.0,4,1.0,5,0.0
16,Paulistano,Vitória,1,Lucas Dias (T),33.20,9,31,1,7,3,5,0,0,2,4,6,0.0,0.0,1.0,3,3.0,2,0.0
16,Paulistano,Vitória,1,Victor André,00.02,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0
16,Paulistano,Vitória,1,Hure (T),19.31,0,10,0,2,0,2,0,0,2,2,4,1.0,2.0,0.0,4,0.0,3,0.0
16,Paulistano,Vitória,1,Arthur Pecos (T),28.07,19,31,2,5,5,6,3,4,0,4,4,4.0,2.0,0.0,1,4.0,1,0.0
16,Paulistano,Vitória,1,Renato,27.16,13,23,1,1,3,7,4,6,2,7,9,0.0,0.0,1.0,2,5.0,0,0.0
16,Paulistano,Vitória,1,Pedrão,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0
16,Paulistano,Vitória,1,Eddy (T),15.35,3,18,1,6,0,0,0,0,0,3,3,1.0,0.0,0.0,0,2.0,3,0.0
16,Paulistano,Vitória,1,Guilherme (T),20.05,3,8,0,1,1,2,1,1,2,3,5,0.0,1.0,0.0,3,2.0,1,0.0
16,Paulistano,Vitória,1,Ações coletivas,,,,,,,,,,0,3,3,,,,1,,0,
16,Paulistano,Vitória,1,Total,,70,176,10,37,14,25,12,15,10,34,44,8.0,8.0,2.0,23,20.0,17,0.0
16,Vitória,Paulistano,2,Keyron (T),30.24,10,33,0,5,4,7,2,4,1,2,3,2.0,2.0,0.0,4,3.0,3,0.0
16,Vitória,Paulistano,2,Arthur (T),28.18,13,31,2,6,2,4,3,5,0,2,2,2.0,0.0,0.0,5,7.0,1,0.0
16,Vitória,Paulistano,2,Murilo,00.18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0
16,Vitória,Paulistano,2,Renato (T),06.29,0,6,0,2,0,0,0,0,1,1,2,1.0,1.0,0.0,0,0.0,0,0.0
16,Vitória,Paulistano,2,Dawkins (T),37.34,11,32,2,5,2,8,1,1,2,3,5,1.0,2.0,0.0,2,2.0,1,0.0
16,Vitória,Paulistano,2,Edu Mariano,16.51,4,11,0,2,2,2,0,1,0,1,1,0.0,2.0,0.0,2,2.0,0,1.0
16,Vitória,Paulistano,2,Kurtz (T),05.22,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0.0,2,0.0
16,Vitória,Paulistano,2,André,21.10,0,13,0,3,0,2,0,0,0,4,4,4.0,2.0,0.0,3,0.0,1,0.0
16,Vitória,Paulistano,2,Coimbra,17.48,4,10,0,0,1,3,2,4,1,4,5,2.0,0.0,0.0,3,4.0,0,0.0
16,Vitória,Paulistano,2,Hayes,35.46,25,48,2,6,9,14,1,2,5,8,13,1.0,1.0,0.0,2,4.0,5,0.0
16,Vitória,Paulistano,2,Ações coletivas,,,,,,,,,,2,2,4,,,,0,,0,
16,Vitória,Paulistano,2,Total,,67,184,6,29,20,40,9,17,12,27,39,14.0,10.0,0.0,21,22.0,13,1.0
