Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,70,63,fim_partida,
4,00:00,NaN,70,63,fim_quarto, 
4,00:04,BAU,70,63,RD,Jaú
4,00:04,PIN,70,63,2_Pts_T,Toledo
4,00:16,BAU,70,63,2_Pts_C,Faggiano
4,00:16,BAU,68,63,BR,Faggiano
4,00:16,PIN,68,63,ER,Ware
4,00:16,BAU,68,63,substituicao_entra,Renato
4,00:16,BAU,68,63,substituicao_sai,Draper
4,00:16,PIN,68,63,tempo_tecnico,Pinheiros
4,00:16,BAU,68,63,LL_Pts_C,Faggiano
4,00:16,BAU,67,63,LL_Pts_C,Faggiano
4,00:16,BAU,66,63,substituicao_entra,Crescenzi
4,00:16,BAU,66,63,substituicao_sai,Wiggins
4,00:16,PIN,66,63,substituicao_entra,Toledo
4,00:16,PIN,66,63,substituicao_sai,Scaglia
4,00:16,BAU,66,63,FR,Faggiano
4,00:16,PIN,66,63,FC,Buffat
4,00:18,PIN,66,63,substituicao_entra,Scaglia
4,00:18,PIN,66,63,substituicao_sai,Toledo
4,00:18,PIN,66,63,LL_Pts_C,Betinho
4,00:18,PIN,66,62,LL_Pts_C,Betinho
4,00:18,BAU,66,61,substituicao_entra,Draper
4,00:18,BAU,66,61,substituicao_entra,Wiggins
4,00:18,BAU,66,61,substituicao_sai,Renato
4,00:18,BAU,66,61,substituicao_sai,Crescenzi
4,00:18,PIN,66,61,FR,Betinho
4,00:18,BAU,66,61,FC,Larry
4,00:21,BAU,66,61,substituicao_entra,Crescenzi
4,00:21,BAU,66,61,substituicao_sai,Wiggins
4,00:21,PIN,66,61,FR,Buffat
4,00:21,BAU,66,61,FC,Jaú
4,00:23,PIN,66,61,substituicao_entra,Ware
4,00:23,PIN,66,61,substituicao_sai,Scaglia
4,00:23,BAU,66,61,substituicao_entra,Renato
4,00:23,BAU,66,61,substituicao_sai,Draper
4,00:23,PIN,66,61,tempo_tecnico,Pinheiros
4,00:23,BAU,66,61,2_Pts_C,Draper
4,00:35,PIN,64,61,ER,Betinho
4,00:38,PIN,64,61,RD,Toledo
4,00:41,BAU,64,61,2_Pts_T,Larry
4,01:12,BAU,64,61,tempo_tecnico,Bauru
4,01:13,PIN,64,61,2_Pts_C,Bennett
4,01:29,PIN,64,59,substituicao_entra,Toledo
4,01:29,PIN,64,59,substituicao_sai,Ware
4,01:29,PIN,64,59,FR,Betinho
4,01:29,BAU,64,59,FC,Larry
4,01:29,PIN,64,59,RD,Betinho
4,01:33,BAU,64,59,2_Pts_T,Larry
4,01:53,BAU,64,59,RD,Larry
4,01:55,PIN,64,59,2_Pts_T,Betinho
4,02:06,BAU,64,59,2_Pts_C,Larry
4,02:30,BAU,62,59,RD,Jaú
4,02:33,PIN,62,59,2_Pts_T,Bennett
4,02:47,BAU,62,59,ER,Draper
4,03:02,PIN,62,59,LL_Pts_C,Bennett
4,03:02,PIN,62,58,FR,Bennett
4,03:02,BAU,62,58,FC,Draper
4,03:02,PIN,62,58,2_Pts_C,Bennett
4,03:12,PIN,62,56,RD,Buffat
4,03:16,BAU,62,56,3_Pts_T,Jaú
4,03:24,BAU,62,56,BR,Larry
4,03:24,PIN,62,56,ER,Ware
4,03:41,BAU,62,56,LL_Pts_C,Draper
4,03:41,BAU,61,56,substituicao_entra,Jaú
4,03:41,BAU,61,56,substituicao_sai,Renato
4,03:41,BAU,61,56,FR,Draper
4,03:41,PIN,61,56,FC,Buffat
4,03:41,BAU,61,56,2_Pts_C,Draper
4,03:57,PIN,59,56,2_Pts_C,Betinho
4,04:04,PIN,59,54,BR,Betinho
4,04:04,BAU,59,54,ER,Renato
4,04:15,BAU,59,54,FR,Renato
4,04:15,PIN,59,54,FC,Scaglia
4,04:30,BAU,59,54,RD,Wiggins
4,04:32,PIN,59,54,3_Pts_T,Betinho
4,04:44,PIN,59,54,substituicao_entra,Ware
4,04:44,PIN,59,54,substituicao_sai,Toledo
4,04:44,BAU,59,54,substituicao_entra,Larry
4,04:44,BAU,59,54,substituicao_sai,Crescenzi
4,04:44,PIN,59,54,RO,Pinheiros
4,04:44,PIN,59,54,3_Pts_T,Buffat
4,05:02,PIN,59,54,RD,Betinho
4,05:05,BAU,59,54,2_Pts_T,Faggiano
4,05:19,BAU,59,54,RD,Draper
4,05:22,PIN,59,54,2_Pts_T,Scaglia
4,05:42,BAU,59,54,ER,Crescenzi
4,06:07,PIN,59,54,AS,Betinho
4,06:07,PIN,59,54,2_Pts_C,Toledo
4,06:26,PIN,59,52,RD,Buffat
4,06:26,BAU,59,52,LL_Pts_T,Draper
4,06:26,BAU,59,52,LL_Pts_C,Draper
4,06:26,BAU,58,52,FR,Draper
4,06:26,PIN,58,52,FC,Toledo
4,06:44,PIN,58,52,AS,Betinho
4,06:44,PIN,58,52,3_Pts_C,Buffat
4,07:10,BAU,58,49,LL_Pts_C,Wiggins
4,07:10,BAU,57,49,LL_Pts_C,Wiggins
4,07:10,BAU,56,49,FR,Wiggins
4,07:10,PIN,56,49,FC,Toledo
4,07:26,BAU,56,49,RD,Renato
4,07:29,PIN,56,49,3_Pts_T,Betinho
4,07:40,PIN,56,49,BR,Bennett
4,07:40,BAU,56,49,ER,Wiggins
4,07:47,BAU,56,49,RO,Draper
4,07:50,BAU,56,49,2_Pts_T,Draper
