Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,94,77,fim_partida,
4,00:00,NaN,94,77,fim_quarto, 
4,01:00,BSB,94,77,2_Pts_C,B  Fiorotto
4,01:05,BSB,94,75,RO,B  Fiorotto
4,01:08,BSB,94,75,2_Pts_T,B  Fiorotto
4,01:13,BSB,94,75,RO,B  Fiorotto
4,01:17,BSB,94,75,3_Pts_T,Gabriel
4,01:23,FLA,94,75,EN,Léo Demétrio
4,01:39,FLA,92,75,BR,Léo Demétrio
4,01:39,BSB,92,75,ER,B  Fiorotto
4,01:50,FLA,92,75,3_Pts_C,Léo Demétrio
4,01:52,BSB,89,75,AS,B  Fiorotto
4,01:52,BSB,89,75,2_Pts_C,P  Rava
4,01:52,FLA,89,73,2_Pts_C,Léo Demétrio
4,01:52,BSB,87,73,LL_Pts_C,Gabriel
4,01:52,BSB,87,72,LL_Pts_C,Gabriel
4,01:52,BSB,87,71,FR,Gabriel
4,01:52,FLA,87,71,FC,Pedro Nunes
4,01:52,BSB,87,71,substituicao_entra,Gabriel
4,01:52,BSB,87,71,substituicao_sai,Nezinho
4,01:59,FLA,87,71,LL_Pts_C,Jhonatan
4,01:59,FLA,86,71,LL_Pts_C,Jhonatan
4,01:59,FLA,85,71,FR,Jhonatan
4,01:59,BSB,85,71,FC,B  Fiorotto
4,01:59,BSB,85,71,substituicao_entra,B  Fiorotto
4,01:59,BSB,85,71,substituicao_sai,Ronald
4,01:59,FLA,85,71,RO,Jhonatan
4,01:59,FLA,85,71,3_Pts_T,Léo Demétrio
4,01:59,FLA,85,71,substituicao_entra,Pedro Nunes
4,01:59,FLA,85,71,substituicao_sai,Balbi
4,02:00,FLA,85,71,RD,Barrera
4,02:00,BSB,85,71,LL_Pts_T,Nezinho
4,02:00,BSB,85,71,LL_Pts_C,Nezinho
4,02:00,BSB,85,70,FR,Nezinho
4,02:00,FLA,85,70,FC,Deryk
4,02:06,BSB,85,70,RD,Rafa Moreira
4,02:09,FLA,85,70,3_Pts_T,Balbi
4,02:24,FLA,85,70,LL_Pts_C,Léo Demétrio
4,02:24,FLA,84,70,LL_Pts_C,Léo Demétrio
4,02:24,BSB,83,70,substituicao_entra,Gui Bento
4,02:24,BSB,83,70,substituicao_sai,Arthur
4,02:24,FLA,83,70,FR,Léo Demétrio
4,02:24,BSB,83,70,FC_A,Arthur
4,02:35,FLA,83,70,RO,Léo Demétrio
4,02:39,FLA,83,70,3_Pts_T,Deryk
4,02:48,BSB,83,70,LL_Pts_C,Arthur
4,02:48,BSB,83,69,AS,Ronald
4,02:48,BSB,83,69,LL_Pts_C,Arthur
4,02:48,FLA,83,68,substituicao_entra,Barrera
4,02:48,FLA,83,68,substituicao_entra,Jhonatan
4,02:48,FLA,83,68,substituicao_sai,Zach Graham
4,02:48,FLA,83,68,substituicao_sai,Olivinha
4,02:54,BSB,83,68,FR,Arthur
4,02:54,FLA,83,68,FC,Balbi
4,03:01,FLA,83,68,RO,Balbi
