Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,99,64,fim_partida,
4,00:00,NaN,99,64,fim_quarto, 
4,00:07,SPF,99,64,ER,Igor
4,00:19,SPF,99,64,RO,Danilo
4,00:19,SPF,99,64,LL_Pts_T,Igor
4,00:19,SPF,99,64,LL_Pts_T,Igor
4,00:19,SPF,99,64,FR,Igor
4,00:19,BAU,99,64,FC,Crescenzi
4,00:30,BAU,99,64,LL_Pts_C,L  Brito
4,00:30,BAU,99,63,LL_Pts_C,L  Brito
4,00:30,BAU,99,62,FR,L  Brito
4,00:30,SPF,99,62,FC,Cassiano
4,00:31,SPF,99,62,2_Pts_C,Holloway
4,00:34,SPF,97,62,RO,Holloway
4,00:38,SPF,97,62,2_Pts_T,Holloway
4,00:45,SPF,97,62,BR,Igor
4,00:45,BAU,97,62,ER,Wiggins
4,01:14,SPF,97,62,AS,Igor
4,01:14,SPF,97,62,3_Pts_C,Cassiano
4,01:16,SPF,94,62,RO,Igor
4,01:18,SPF,94,62,3_Pts_T,Igor
4,01:32,BAU,94,62,2_Pts_C,Malachias
4,01:33,BAU,94,60,RO,Malachias
4,01:36,BAU,94,60,2_Pts_T,Crescenzi
4,01:37,BAU,94,60,RO,Crescenzi
4,01:40,BAU,94,60,2_Pts_T,Malachias
4,01:55,BAU,94,60,substituicao_entra,Andrew
4,01:55,BAU,94,60,substituicao_sai,Samuel
4,01:56,SPF,94,60,AS,Igor
4,01:56,SPF,94,60,2_Pts_C,Danilo
4,01:59,SPF,92,60,RD,Igor
4,02:01,BAU,92,60,3_Pts_T,Wiggins
4,02:21,SPF,92,60,AS,Holloway
4,02:21,SPF,92,60,3_Pts_C,Igor
4,02:27,SPF,89,60,RD,Cassiano
4,02:29,BAU,89,60,3_Pts_T,Samuel
4,02:46,SPF,89,60,,
4,02:56,BAU,89,60,LL_Pts_C,L  Brito
4,02:56,BAU,89,59,LL_Pts_T,L  Brito
4,02:56,BAU,89,59,FR,L  Brito
4,02:56,SPF,89,59,FC,Murilo
4,03:10,SPF,89,59,LL_Pts_C,Murilo
4,03:10,SPF,88,59,LL_Pts_C,Murilo
4,03:10,BAU,87,59,substituicao_entra,Malachias
4,03:10,BAU,87,59,substituicao_sai,Draper
4,03:10,BAU,87,59,substituicao_entra,Crescenzi
4,03:10,BAU,87,59,substituicao_sai,Faggiano
4,03:10,SPF,87,59,FR,Murilo
4,03:10,BAU,87,59,FC,Draper
4,03:12,SPF,87,59,RO,Murilo
4,03:14,SPF,87,59,LL_Pts_T,Holloway
4,03:14,SPF,87,59,AS,Jefferson
4,03:14,SPF,87,59,LL_Pts_C,Holloway
4,03:14,SPF,86,59,substituicao_entra,Murilo
4,03:14,SPF,86,59,substituicao_sai,Jones
4,03:14,SPF,86,59,substituicao_entra,Igor
4,03:14,SPF,86,59,substituicao_sai,Jefferson
4,03:14,SPF,86,59,FR,Holloway
4,03:14,BAU,86,59,FC,Draper
4,03:17,SPF,86,59,RD,Jefferson
4,03:19,BAU,86,59,2_Pts_T,Samuel
4,03:24,BAU,86,59,RO,Samuel
4,03:28,BAU,86,59,3_Pts_T,Draper
4,03:43,SPF,86,59,EN,Holloway
4,03:44,SPF,84,59,RO,Jefferson
4,03:47,SPF,84,59,3_Pts_T,Danilo
4,03:53,SPF,84,59,RD,Jefferson
4,03:56,BAU,84,59,2_Pts_T,Wiggins
4,04:09,BAU,84,59,substituicao_entra,Wiggins
4,04:09,BAU,84,59,substituicao_sai,Malachias
4,04:11,SPF,84,59,2_Pts_C,Holloway
4,04:22,BAU,82,59,AS,Samuel
4,04:22,BAU,82,59,2_Pts_C,Faggiano
4,04:27,BAU,82,57,BR,Samuel
4,04:27,SPF,82,57,ER,Cassiano
4,04:30,SPF,82,57,RD,Jefferson
4,04:32,BAU,82,57,2_Pts_T,Draper
4,04:54,BAU,82,57,substituicao_entra,L  Brito
4,04:54,BAU,82,57,substituicao_sai,Crescenzi
4,04:54,SPF,82,57,substituicao_entra,Danilo
4,04:54,SPF,82,57,substituicao_sai,Renan
4,04:54,SPF,82,57,substituicao_entra,Cassiano
4,04:54,SPF,82,57,substituicao_sai,Georginho
