Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,87,90,fim_partida,
4,00:00,NaN,87,90,fim_quarto, 
4,00:03,CEA,87,90,3_Pts_T,Rashaun
4,00:09,CEA,87,90,RD,Felipe
4,00:10,RCB,87,90,LL_Pts_T,Lucious
4,00:10,RCB,87,90,LL_Pts_C,Lucious
4,00:10,CEA,87,89,substituicao_entra,Cauê
4,00:10,CEA,87,89,substituicao_sai,Brite
4,00:10,RCB,87,89,FR,Lucious
4,00:10,CEA,87,89,FC,Brite
4,00:11,RCB,87,89,substituicao_entra,Ansaloni
4,00:11,RCB,87,89,substituicao_sai,Gerson
4,00:11,CEA,87,89,substituicao_entra,Armani
4,00:11,CEA,87,89,substituicao_sai,Cauê
4,00:11,RCB,87,89,tempo_tecnico,Rio Claro
4,00:11,CEA,87,89,AS,Rashaun
4,00:11,CEA,87,89,EN,Marcão
4,00:18,RCB,85,89,LL_Pts_C,Pedro
4,00:18,RCB,85,88,LL_Pts_T,Pedro
4,00:18,CEA,85,88,substituicao_entra,Marcão
4,00:18,CEA,85,88,substituicao_sai,Armani
4,00:18,RCB,85,88,FR,Pedro
4,00:18,CEA,85,88,FC,Armani
4,00:19,CEA,85,88,LL_Pts_C,Felipe
4,00:19,RCB,84,88,substituicao_entra,Baxley
4,00:19,RCB,84,88,substituicao_sai,Pastor
4,00:19,CEA,84,88,substituicao_entra,Armani
4,00:19,CEA,84,88,substituicao_sai,Marcão
4,00:19,CEA,84,88,FR,Felipe
4,00:19,RCB,84,88,FC,Pastor
4,00:19,CEA,84,88,2_Pts_C,Felipe
4,00:19,CEA,82,88,RO,Felipe
4,00:22,CEA,82,88,3_Pts_T,Brite
4,00:32,RCB,82,88,LL_Pts_C,Sahdi
4,00:32,RCB,82,87,LL_Pts_C,Sahdi
4,00:32,RCB,82,86,FR,Sahdi
4,00:32,CEA,82,86,FC,Felipe
4,00:32,RCB,82,86,RD,Sahdi
4,00:35,CEA,82,86,3_Pts_T,Rashaun
4,00:41,RCB,82,86,substituicao_entra,Gerson
4,00:41,RCB,82,86,substituicao_sai,Ansaloni
4,00:41,CEA,82,86,tempo_tecnico,Basq  Cearense
4,00:41,RCB,82,86,LL_Pts_C,Sahdi
4,00:41,RCB,82,85,LL_Pts_C,Sahdi
4,00:41,RCB,82,84,FR,Sahdi
4,00:41,CEA,82,84,FC,Marcão
4,00:46,CEA,82,84,LL_Pts_C,Brite
4,00:46,CEA,81,84,LL_Pts_C,Brite
4,00:46,CEA,80,84,FR,Brite
4,00:46,RCB,80,84,FC,Sahdi
4,01:07,CEA,80,84,AS,Rashaun
4,01:07,CEA,80,84,3_Pts_C,Cauê
4,01:16,RCB,77,84,LL_Pts_C,Sahdi
4,01:16,RCB,77,83,LL_Pts_C,Sahdi
4,01:16,RCB,77,82,substituicao_entra,Pedro
4,01:16,RCB,77,82,substituicao_sai,Baxley
4,01:16,RCB,77,82,FR,Sahdi
4,01:16,CEA,77,82,FC,Felipe
4,01:20,RCB,77,82,substituicao_entra,Pastor
4,01:20,RCB,77,82,substituicao_sai,Gerson
4,01:20,RCB,77,82,tempo_tecnico,Rio Claro
4,01:20,CEA,77,82,AS,Cauê
4,01:20,CEA,77,82,3_Pts_C,Rashaun
4,01:29,CEA,74,82,RD,Cauê
4,01:35,RCB,74,82,3_Pts_T,Baxley
4,01:58,CEA,74,82,3_Pts_C,Rashaun
4,02:07,CEA,71,82,FR,Cauê
4,02:07,RCB,71,82,ER,Gerson
4,02:07,RCB,71,82,FC_O,Gerson
4,02:19,CEA,71,82,2_Pts_C,Marcão
4,02:41,RCB,69,82,AS,Sahdi
4,02:41,RCB,69,82,EN,Gerson
4,02:58,RCB,69,80,RD,Gerson
4,03:03,CEA,69,80,3_Pts_T,Brite
4,03:04,CEA,69,80,RD,Rashaun
4,03:10,CEA,69,80,TO,Marcão
4,03:10,RCB,69,80,2_Pts_T,Ansaloni
4,03:33,CEA,69,80,LL_Pts_C,Marcão
4,03:33,CEA,68,80,LL_Pts_C,Marcão
4,03:33,RCB,67,80,tempo_tecnico,Rio Claro
4,03:33,CEA,67,80,FR,Marcão
4,03:33,RCB,67,80,FC,Ansaloni
4,03:38,CEA,67,80,RD,Brite
4,03:47,RCB,67,80,2_Pts_T,Gerson
4,03:58,RCB,67,80,RO,Rio Claro
4,04:03,RCB,67,80,3_Pts_T,Ansaloni
4,04:28,CEA,67,80,2_Pts_C,Rashaun
4,04:34,CEA,65,80,FR,Marcão
4,04:34,RCB,65,80,FC,Ansaloni
4,04:34,CEA,65,80,RO,Basq  Cearense
4,04:35,CEA,65,80,2_Pts_T,Felipe
4,04:45,RCB,65,80,2_Pts_C,Lucious
4,04:52,RCB,65,78,LL_Pts_C,Sahdi
4,04:52,CEA,65,77,FC_T,Técnico do Basq  Cearense
4,04:52,CEA,65,77,substituicao_entra,Cauê
4,04:52,CEA,65,77,substituicao_sai,Alex
4,04:52,RCB,65,77,FR,Sahdi
4,04:52,CEA,65,77,FC,Alex
4,05:00,CEA,65,77,tempo_tecnico,Basq  Cearense
4,05:00,CEA,65,77,ER,Felipe
4,05:00,CEA,65,77,substituicao_entra,Felipe
4,05:00,CEA,65,77,substituicao_sai,Cauê
4,05:08,RCB,65,77,LL_Pts_C,Lucious
4,05:08,RCB,65,76,LL_Pts_C,Lucious
4,05:08,RCB,65,75,LL_Pts_C,Lucious
4,05:08,RCB,65,74,FR,Lucious
4,05:08,CEA,65,74,FC,Brite
4,05:22,RCB,65,74,RO,Rio Claro
4,05:23,RCB,65,74,3_Pts_T,Lucious
4,05:51,CEA,65,74,AS,Cauê
4,05:51,CEA,65,74,2_Pts_C,Marcão
4,05:55,RCB,63,74,substituicao_entra,Gerson
4,05:55,RCB,63,74,substituicao_sai,Pastor
4,05:55,CEA,63,74,FR,Alex
4,05:55,RCB,63,74,FC,Pastor
4,06:14,RCB,63,74,AS,Lucious
4,06:14,RCB,63,74,3_Pts_C,Ansaloni
4,06:29,RCB,63,71,RD,Ansaloni
4,06:29,CEA,63,71,LL_Pts_T,Marcão
4,06:29,CEA,63,71,AS,Brite
4,06:29,CEA,63,71,LL_Pts_C,Marcão
4,06:29,CEA,62,71,FR,Marcão
4,06:29,RCB,62,71,FC,Ansaloni
4,06:43,CEA,62,71,substituicao_entra,Rashaun
4,06:43,CEA,62,71,substituicao_sai,Felipe
4,06:43,RCB,62,71,ER,
4,07:03,RCB,62,71,RD,Pastor
4,07:10,RCB,62,71,TO,Pastor
4,07:10,CEA,62,71,2_Pts_T,Cauê
4,07:37,RCB,62,71,AS,Sahdi
4,07:37,RCB,62,71,3_Pts_C,Lucious
4,07:44,RCB,62,68,BR,Baxley
4,07:44,CEA,62,68,ER,Alex
4,08:02,CEA,62,68,tempo_tecnico,Basq  Cearense
4,08:02,RCB,62,68,AS,Sahdi
4,08:02,RCB,62,68,2_Pts_C,Pastor
4,08:06,RCB,62,66,RD,Pastor
4,08:06,CEA,62,66,2_Pts_T,Alex
4,08:18,CEA,62,66,RO,Brite
4,08:20,CEA,62,66,2_Pts_T,Alex
4,08:20,CEA,62,66,RO,Alex
4,08:27,CEA,62,66,2_Pts_T,Marcão
4,08:39,RCB,62,66,LL_Pts_C,Baxley
4,08:39,CEA,62,65,substituicao_entra,Marcão
4,08:39,CEA,62,65,substituicao_sai,Mathias
4,08:39,RCB,62,65,FR,Baxley
4,08:39,CEA,62,65,FC,Alex
4,08:39,RCB,62,65,2_Pts_C,Baxley
4,08:50,CEA,62,63,substituicao_entra,Alex
4,08:50,CEA,62,63,substituicao_sai,Rashaun
4,08:50,RCB,62,63,FR,Baxley
4,08:50,CEA,62,63,FC,Rashaun
4,09:03,CEA,62,63,ER,Mathias
4,09:13,CEA,62,63,FR,Brite
4,09:13,RCB,62,63,FC,Lucious
4,09:16,CEA,62,63,RD,Brite
4,09:19,RCB,62,63,3_Pts_T,Ansaloni
4,09:24,RCB,62,63,RD,Pastor
4,09:29,CEA,62,63,2_Pts_T,Mathias
4,09:49,RCB,62,63,3_Pts_C,Lucious
4,10:00,NaN,62,60,inicio_quarto,
3,00:00,NaN,62,60,fim_quarto,
3,00:03,RCB,62,60,2_Pts_T,Lucão
3,00:20,CEA,62,60,2_Pts_C,Felipe
3,00:38,RCB,60,60,substituicao_entra,Lelê
3,00:38,RCB,60,60,substituicao_sai,Pedro
3,00:38,RCB,60,60,substituicao_entra,Thiaguinho
3,00:38,RCB,60,60,substituicao_sai,Baxley
3,00:38,CEA,60,60,FR,Cauê
3,00:38,RCB,60,60,ER,Pedro
3,00:38,RCB,60,60,FC_O,Pedro
3,00:56,CEA,60,60,AS,Cauê
3,00:56,CEA,60,60,3_Pts_C,Rashaun
3,01:03,CEA,57,60,RD,Felipe
3,01:07,RCB,57,60,3_Pts_T,Baxley
3,01:22,RCB,57,60,RD,Baxley
3,01:28,CEA,57,60,3_Pts_T,Brite
3,01:51,RCB,57,60,2_Pts_C,Ansaloni
3,02:05,CEA,57,58,LL_Pts_C,Rashaun
3,02:05,CEA,56,58,LL_Pts_C,Rashaun
3,02:05,RCB,55,58,substituicao_entra,Baxley
