Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,75,74,fim_partida,
4,00:00,NaN,75,74,fim_quarto, 
4,00:04,COR,75,74,RO,Fischer
4,00:04,COR,75,74,2_Pts_T,Arthur Pecos
4,00:07,BAU,75,74,substituicao_entra,Jaú
4,00:07,BAU,75,74,substituicao_sai,Wiggins
4,00:07,COR,75,74,tempo_tecnico,Corinthians
4,00:07,COR,75,74,FR,Fischer
4,00:07,BAU,75,74,FC,Renato
4,00:07,COR,75,74,RD,Nesbitt
4,00:09,BAU,75,74,2_Pts_T,Renato
4,00:10,BAU,75,74,RO,Renato
4,00:14,BAU,75,74,2_Pts_T,Wiggins
4,00:36,BAU,75,74,substituicao_entra,Wiggins
4,00:36,BAU,75,74,substituicao_sai,Jaú
4,00:36,COR,75,74,2_Pts_C,Nesbitt
4,00:36,COR,75,72,RO,Arthur Pecos
4,00:38,BAU,75,72,TO,Renato
4,00:38,COR,75,72,2_Pts_T,Fischer
4,00:47,BAU,75,72,substituicao_entra,Crescenzi
4,00:47,BAU,75,72,substituicao_sai,Wiggins
4,00:47,COR,75,72,tempo_tecnico,Corinthians
4,00:47,COR,75,72,RD,Corinthians
4,00:47,BAU,75,72,2_Pts_T,Faggiano
4,01:03,BAU,75,72,RD,Wiggins
4,01:06,COR,75,72,2_Pts_T,Arthur Pecos
4,01:07,COR,75,72,RO,Arthur Pecos
4,01:11,COR,75,72,3_Pts_T,Fischer
4,01:27,BAU,75,72,ER,Larry
4,01:27,BAU,75,72,LL_Pts_T,Larry
4,01:27,COR,75,72,FC_T,F  Vezaro
4,01:33,COR,75,72,ER,Humberto
4,01:33,COR,75,72,RD,Humberto
4,01:33,BAU,75,72,2_Pts_T,Larry
4,01:56,COR,75,72,AS,Humberto
4,01:56,COR,75,72,3_Pts_C,Fischer
4,02:05,BAU,75,69,ER,Wiggins
4,02:16,BAU,75,69,RO,Bauru
4,02:22,BAU,75,69,LL_Pts_T,Wiggins
4,02:22,BAU,75,69,LL_Pts_C,Wiggins
