Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,70,73,fim_partida,
4,00:00,NaN,70,73,fim_quarto, 
4,00:02,SPF,70,73,RD,Jones
4,00:05,BAU,70,73,3_Pts_T,Crescenzi
4,00:13,SPF,70,73,substituicao_entra,Jones
4,00:13,SPF,70,73,substituicao_sai,Léo Meindl
4,00:13,BAU,70,73,substituicao_entra,Samuel
4,00:13,BAU,70,73,substituicao_sai,Jaú
4,00:13,BAU,70,73,FR,Jaú
4,00:13,SPF,70,73,FC,Léo Meindl
4,00:20,SPF,70,73,LL_Pts_C,Shamell
4,00:20,SPF,70,72,LL_Pts_C,Shamell
4,00:20,SPF,70,71,FR,Shamell
4,00:20,BAU,70,71,FC,Faggiano
4,00:25,SPF,70,71,RD,Kurtz
4,00:30,BAU,70,71,2_Pts_T,Jaú
4,00:36,BAU,70,71,FR,Faggiano
4,00:36,SPF,70,71,FC,Léo Meindl
4,00:40,BAU,70,71,FR,L  Brito
4,00:40,SPF,70,71,FC,De Paula
4,00:45,BAU,70,71,tempo_tecnico,Bauru
4,00:45,SPF,70,71,LL_Pts_C,Shamell
4,00:45,SPF,70,70,LL_Pts_C,Shamell
4,00:45,SPF,70,69,FR,Shamell
4,00:45,BAU,70,69,FC,Renato
4,00:45,SPF,70,69,BR,Shamell
4,00:45,BAU,70,69,ER,Renato
4,00:48,SPF,70,69,2_Pts_C,Shamell
4,01:00,SPF,70,67,tempo_tecnico,São Paulo
4,01:01,BAU,70,67,AS,L  Brito
4,01:01,BAU,70,67,3_Pts_C,Crescenzi
4,01:22,SPF,67,67,2_Pts_C,De Paula
4,01:43,BAU,67,65,AS,Faggiano
4,01:43,BAU,67,65,3_Pts_C,Renato
4,01:57,SPF,64,65,2_Pts_C,Shamell
4,02:09,SPF,64,63,RD,De Paula
4,02:14,BAU,64,63,2_Pts_T,Renato
4,02:33,BAU,64,63,RD,Jaú
4,02:37,SPF,64,63,3_Pts_T,Léo Meindl
4,02:46,SPF,64,63,RO,São Paulo
4,02:51,SPF,64,63,3_Pts_T,Renan
4,03:10,BAU,64,63,AS,Renato
4,03:10,BAU,64,63,2_Pts_C,Jaú
4,03:32,BAU,62,63,substituicao_entra,Crescenzi
4,03:32,BAU,62,63,substituicao_sai,Samuel
4,03:32,BAU,62,63,tempo_tecnico,Bauru
4,03:33,SPF,62,63,AS,De Paula
4,03:33,SPF,62,63,2_Pts_C,Kurtz
4,03:40,SPF,62,61,RD,De Paula
4,03:44,BAU,62,61,3_Pts_T,Faggiano
4,04:11,SPF,62,61,AS,Kurtz
4,04:11,SPF,62,61,3_Pts_C,De Paula
4,04:39,BAU,62,58,AS,Renato
4,04:39,BAU,62,58,3_Pts_C,Faggiano
4,04:45,BAU,59,58,RD,L  Brito
4,04:49,SPF,59,58,2_Pts_T,Léo Meindl
4,05:09,SPF,59,58,BR,Léo Meindl
4,05:09,BAU,59,58,ER,Jaú
4,05:11,BAU,59,58,RD,Jaú
4,05:11,SPF,59,58,LL_Pts_T,Kurtz
4,05:11,SPF,59,58,AS,Renan
4,05:11,SPF,59,58,LL_Pts_C,Kurtz
4,05:11,SPF,59,57,FR,Kurtz
4,05:11,BAU,59,57,FC,Jaú
4,05:20,SPF,59,57,RO,De Paula
4,05:24,SPF,59,57,3_Pts_T,De Paula
4,05:33,SPF,59,57,RD,Léo Meindl
4,05:33,BAU,59,57,LL_Pts_T,Samuel
4,05:33,BAU,59,57,AS,Renato
4,05:33,BAU,59,57,LL_Pts_C,Samuel
4,05:33,BAU,58,57,FR,Samuel
4,05:33,SPF,58,57,FC,Kurtz
4,05:51,SPF,58,57,AS,Shamell
4,05:51,SPF,58,57,LL_Pts_C,Kurtz
4,05:51,SPF,58,56,LL_Pts_T,Kurtz
4,05:51,SPF,58,56,FR,Kurtz
4,05:51,BAU,58,56,FC,Faggiano
4,06:01,BAU,58,56,ER,
4,06:31,SPF,58,56,AS,De Paula
4,06:31,SPF,58,56,2_Pts_C,Léo Meindl
4,06:35,SPF,58,54,RD,De Paula
4,06:41,BAU,58,54,3_Pts_T,Renato
4,06:50,BAU,58,54,RD,Renato
4,06:55,SPF,58,54,3_Pts_T,Shamell
4,07:16,SPF,58,54,BR,Renan
4,07:16,BAU,58,54,ER,Renato
4,07:36,SPF,58,54,LL_Pts_C,Léo Meindl
4,07:36,SPF,58,53,LL_Pts_C,Léo Meindl
4,07:36,BAU,58,52,substituicao_entra,Samuel
4,07:36,BAU,58,52,substituicao_sai,Crescenzi
4,07:36,SPF,58,52,FR,Léo Meindl
4,07:36,BAU,58,52,FC,Crescenzi
4,07:38,SPF,58,52,FR,Shamell
4,07:38,BAU,58,52,FC,Jaú
4,07:38,BAU,58,52,RD,Jaú
4,07:43,SPF,58,52,3_Pts_T,Shamell
4,08:02,SPF,58,52,RD,São Paulo
4,08:09,BAU,58,52,2_Pts_T,L  Brito
4,08:22,BAU,58,52,RD,Faggiano
4,08:26,SPF,58,52,2_Pts_T,Léo Meindl
4,08:46,SPF,58,52,RD,Léo Meindl
4,08:51,BAU,58,52,2_Pts_T,Faggiano
4,09:02,SPF,58,52,ER,Renan
4,09:02,SPF,58,52,RO,Renan
4,09:06,SPF,58,52,3_Pts_T,Léo Meindl
4,09:27,BAU,58,52,AS,Renato
4,09:27,BAU,58,52,3_Pts_C,Faggiano
4,09:47,SPF,55,52,AS,De Paula
4,09:47,SPF,55,52,2_Pts_C,Léo Meindl
4,10:00,NaN,55,50,inicio_quarto,
3,00:00,NaN,55,50,fim_quarto,
3,00:03,BAU,55,50,RD,Emanuel
3,00:03,SPF,55,50,3_Pts_T,Jefferson
3,00:16,SPF,55,50,RD,Jefferson
3,00:24,BAU,55,50,2_Pts_T,Crescenzi
3,00:45,BAU,55,50,RD,Crescenzi
3,00:50,SPF,55,50,3_Pts_T,Jefferson
3,01:05,BAU,55,50,AS,L  Brito
3,01:05,BAU,55,50,2_Pts_C,Faggiano
3,01:28,SPF,53,50,AS,Jefferson
3,01:28,SPF,53,50,2_Pts_C,Shamell
3,01:45,SPF,53,48,RD,São Paulo
3,01:49,BAU,53,48,3_Pts_T,Faggiano
3,01:57,BAU,53,48,RO,L  Brito
3,02:01,BAU,53,48,2_Pts_T,Malachias
3,02:02,BAU,53,48,RO,Emanuel
3,02:09,BAU,53,48,2_Pts_T,Emanuel
3,02:10,BAU,53,48,RO,Emanuel
3,02:14,BAU,53,48,3_Pts_T,Crescenzi
3,02:34,SPF,53,48,3_Pts_C,Shamell
3,02:50,BAU,53,45,2_Pts_C,Malachias
3,02:51,BAU,51,45,RO,Malachias
3,02:57,BAU,51,45,2_Pts_T,Faggiano
3,02:59,BAU,51,45,FR,Crescenzi
3,02:59,SPF,51,45,FC,Léo Meindl
3,03:13,BAU,51,45,substituicao_entra,Crescenzi
3,03:13,BAU,51,45,substituicao_sai,Gabriel
3,03:13,BAU,51,45,substituicao_entra,Malachias
3,03:13,BAU,51,45,substituicao_sai,Samuel
3,03:13,BAU,51,45,tempo_tecnico,Bauru
3,03:13,SPF,51,45,AS,Shamell
3,03:13,SPF,51,45,EN,Kurtz
3,03:20,BAU,51,43,,
3,03:36,SPF,51,43,2_Pts_C,Shamell
3,03:46,BAU,51,41,substituicao_entra,Gabriel
3,03:46,BAU,51,41,substituicao_sai,Jaú
3,03:46,BAU,51,41,substituicao_entra,Samuel
3,03:46,BAU,51,41,substituicao_sai,Crescenzi
3,03:46,SPF,51,41,FR,Kurtz
3,03:46,BAU,51,41,FC,Crescenzi
3,04:00,BAU,51,41,substituicao_entra,Emanuel
3,04:00,BAU,51,41,substituicao_sai,Renato
3,04:02,SPF,51,41,FR,De Paula
3,04:02,BAU,51,41,FC,Renato
3,04:02,SPF,51,41,BR,De Paula
3,04:02,BAU,51,41,ER,Jaú
3,04:25,SPF,51,41,LL_Pts_C,Shamell
3,04:25,SPF,51,40,LL_Pts_T,Shamell
3,04:26,SPF,51,40,FR,Shamell
3,04:26,BAU,51,40,FC,Renato
3,04:41,SPF,51,40,RD,Léo Meindl
3,04:46,BAU,51,40,2_Pts_T,L  Brito
3,05:06,SPF,51,40,AS,Shamell
3,05:06,SPF,51,40,3_Pts_C,De Paula
3,05:17,SPF,51,37,RD,Shamell
3,05:23,BAU,51,37,3_Pts_T,Jaú
3,05:27,BAU,51,37,RD,L  Brito
3,05:33,SPF,51,37,3_Pts_T,Jefferson
3,05:49,BAU,51,37,2_Pts_C,L  Brito
3,05:56,BAU,49,37,RD,L  Brito
3,06:00,SPF,49,37,3_Pts_T,Shamell
3,06:16,SPF,49,37,RD,Jefferson
