Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,70,84,fim_partida,
4,00:00,NaN,70,84,fim_quarto, 
4,00:02,BOT,70,84,RD,Diego
4,00:02,CAP,70,84,2_Pts_T,Barbosa
4,00:02,CAP,70,84,RO,Barbosa
4,00:04,CAP,70,84,3_Pts_T,Ruivo
4,00:28,BOT,70,84,ER,Lucas
4,00:29,CAP,70,84,substituicao_entra,Maique
4,00:29,CAP,70,84,substituicao_sai,Dikembe
4,00:29,CAP,70,84,substituicao_entra,Jonatan
4,00:29,CAP,70,84,substituicao_sai,Yago
4,00:29,BOT,70,84,substituicao_entra,Lucas
4,00:29,BOT,70,84,substituicao_sai,Du Sommer
4,00:29,BOT,70,84,tempo_tecnico,Botafogo
4,00:29,CAP,70,84,LL_Pts_C,Yago
4,00:29,CAP,70,83,LL_Pts_C,Yago
4,00:29,CAP,70,82,FR,Yago
4,00:29,BOT,70,82,FC,Diego
4,00:33,CAP,70,82,BR,Eddy
4,00:33,BOT,70,82,ER,Cauê
4,00:38,BOT,70,82,BR,Cauê
4,00:38,CAP,70,82,ER,Yago
4,00:54,CAP,70,82,substituicao_entra,Barbosa
4,00:54,CAP,70,82,substituicao_sai,Solano
4,00:54,CAP,70,82,RD,Paulistano
4,00:55,BOT,70,82,2_Pts_T,Cauê
4,00:56,BOT,70,82,RO,Diego
4,00:59,BOT,70,82,3_Pts_T,Coelho
4,01:07,BOT,70,82,RD,Freddie
4,01:09,CAP,70,82,LL_Pts_T,Solano
4,01:09,CAP,70,82,LL_Pts_C,Solano
4,01:09,CAP,70,81,FR,Solano
4,01:09,BOT,70,81,FC,Freddie
4,01:15,CAP,70,81,substituicao_entra,Ruivo
4,01:15,CAP,70,81,substituicao_sai,Victão
4,01:15,BOT,70,81,substituicao_entra,Diego
4,01:15,BOT,70,81,substituicao_sai,Lucas
4,01:15,BOT,70,81,AS,Lucas
4,01:15,BOT,70,81,3_Pts_C,Cauê
4,01:20,CAP,67,81,substituicao_entra,Eddy
4,01:20,CAP,67,81,substituicao_sai,D  Coleman
4,01:20,BOT,67,81,tempo_tecnico,Botafogo
4,01:20,BOT,67,81,FR,Du Sommer
4,01:20,CAP,67,81,ER,D  Coleman
4,01:20,CAP,67,81,FC_O,D  Coleman
4,01:31,CAP,67,81,FR,Solano
4,01:31,BOT,67,81,FC,Lucas
4,01:51,CAP,67,81,RD,Solano
4,01:54,BOT,67,81,3_Pts_T,Cauê
4,01:58,BOT,67,81,RD,Cauê
4,02:01,CAP,67,81,3_Pts_T,D  Coleman
4,02:28,BOT,67,81,LL_Pts_C,Freddie
4,02:28,BOT,66,81,LL_Pts_C,Freddie
4,02:28,CAP,65,81,substituicao_entra,D  Coleman
4,02:28,CAP,65,81,substituicao_sai,Eddy
4,02:28,BOT,65,81,FR,Freddie
4,02:28,CAP,65,81,FC,Solano
4,02:37,CAP,65,81,3_Pts_C,Solano
4,02:59,CAP,65,78,RD,Solano
4,03:02,BOT,65,78,3_Pts_T,Lucas
4,03:13,CAP,65,78,substituicao_entra,Eddy
4,03:13,CAP,65,78,substituicao_sai,D  Coleman
4,03:13,BOT,65,78,substituicao_entra,Du Sommer
4,03:13,BOT,65,78,substituicao_sai,Arthur
4,03:13,BOT,65,78,tempo_tecnico,Botafogo
4,03:13,CAP,65,78,3_Pts_C,Solano
4,03:31,CAP,65,75,RD,Solano
4,03:33,BOT,65,75,3_Pts_T,Arthur
4,03:39,CAP,65,75,LL_Pts_C,D  Coleman
4,03:39,CAP,65,74,LL_Pts_T,D  Coleman
4,03:39,CAP,65,74,LL_Pts_T,D  Coleman
4,03:39,CAP,65,74,FR,D  Coleman
4,03:39,BOT,65,74,FC,Freddie
4,03:47,CAP,65,74,RO,Paulistano
4,03:48,CAP,65,74,2_Pts_T,Victão
4,04:09,BOT,65,74,LL_Pts_C,Cauê
4,04:09,BOT,64,74,LL_Pts_C,Cauê
4,04:09,CAP,63,74,substituicao_entra,D  Coleman
4,04:09,CAP,63,74,substituicao_sai,Eddy
4,04:09,BOT,63,74,FR,Cauê
4,04:09,CAP,63,74,FC,Solano
4,04:16,CAP,63,74,ER,
4,04:16,CAP,63,74,RO,Victão
4,04:19,CAP,63,74,2_Pts_T,Dikembe
4,04:25,CAP,63,74,FR,Yago
4,04:25,BOT,63,74,FC,Coelho
4,04:30,CAP,63,74,FR,Victão
4,04:30,BOT,63,74,FC,Arthur
4,04:33,CAP,63,74,RD,Dikembe
4,04:33,BOT,63,74,LL_Pts_T,Coelho
4,04:35,BOT,63,74,LL_Pts_C,Coelho
4,04:37,CAP,62,74,substituicao_entra,Victão
4,04:37,CAP,62,74,substituicao_sai,Maique
4,04:54,BOT,62,74,FR,Coelho
4,04:54,CAP,62,74,FC,Solano
4,04:59,BOT,62,74,BR,Coelho
4,04:59,CAP,62,74,ER,Maique
4,05:16,CAP,62,74,RD,Dikembe
4,05:19,BOT,62,74,3_Pts_T,Coelho
4,05:26,BOT,62,74,RD,Lucas
4,05:28,CAP,62,74,3_Pts_T,Yago
4,05:50,CAP,62,74,RD,Eddy
4,05:53,BOT,62,74,3_Pts_T,Lucas
4,06:12,BOT,62,74,BR,Freddie
4,06:12,CAP,62,74,ER,Maique
4,06:30,BOT,62,74,AS,Arthur
4,06:30,BOT,62,74,2_Pts_C,Cauê
4,06:40,CAP,60,74,substituicao_entra,Solano
4,06:40,CAP,60,74,substituicao_sai,Ruivo
4,06:40,BOT,60,74,substituicao_entra,Arthur
4,06:40,BOT,60,74,substituicao_sai,Diego
4,06:44,CAP,60,74,AS,Yago
4,06:44,CAP,60,74,EN,Maique
4,07:06,BOT,60,72,3_Pts_C,Diego
4,07:15,CAP,57,72,EN,Dikembe
4,07:17,CAP,57,70,RO,Dikembe
4,07:20,CAP,57,70,2_Pts_T,Eddy
4,07:33,CAP,57,70,RD,Dikembe
4,07:35,BOT,57,70,3_Pts_T,Diego
4,07:45,BOT,57,70,RD,Coelho
4,07:48,CAP,57,70,3_Pts_T,Eddy
4,08:05,CAP,57,70,BR,Maique
4,08:05,BOT,57,70,ER,Diego
4,08:27,BOT,57,70,substituicao_entra,Coelho
4,08:27,BOT,57,70,substituicao_sai,Paulinho
4,08:27,BOT,57,70,RD,Botafogo
4,08:27,CAP,57,70,2_Pts_T,Yago
4,08:51,BOT,57,70,AS,Cauê
4,08:51,BOT,57,70,3_Pts_C,Lucas
4,09:04,CAP,54,70,substituicao_entra,Dikembe
4,09:04,CAP,54,70,substituicao_sai,D  Coleman
4,09:04,CAP,54,70,substituicao_entra,Eddy
4,09:04,CAP,54,70,substituicao_sai,Victão
4,09:04,BOT,54,70,FR,Freddie
4,09:04,CAP,54,70,FC,D  Coleman
4,09:17,CAP,54,70,AS,Ruivo
4,09:17,CAP,54,70,3_Pts_C,D  Coleman
4,09:34,CAP,54,67,RD,Yago
4,09:37,BOT,54,67,2_Pts_T,Lucas
4,09:50,BOT,54,67,FR,Diego
4,09:50,CAP,54,67,ER,Victão
4,09:50,CAP,54,67,FC_O,Victão
4,10:00,NaN,54,67,inicio_quarto,
3,00:00,NaN,54,67,fim_quarto,
3,00:01,CAP,54,67,3_Pts_C,Ruivo
3,00:06,CAP,54,64,RD,Ruivo
3,00:08,BOT,54,64,3_Pts_T,Paulinho
3,00:28,BOT,54,64,RD,Diego
3,00:29,CAP,54,64,LL_Pts_T,Solano
3,00:29,CAP,54,64,LL_Pts_C,Solano
3,00:29,CAP,54,63,substituicao_entra,Corrêa
3,00:29,CAP,54,63,substituicao_sai,Maique
3,00:32,CAP,54,63,FR,Solano
3,00:32,BOT,54,63,FC,Diego
3,00:35,BOT,54,63,RD,Lucas
3,00:38,CAP,54,63,2_Pts_T,Solano
3,00:49,BOT,54,63,2_Pts_C,Cauê
3,00:51,BOT,52,63,substituicao_entra,Cauê
3,00:52,BOT,52,63,substituicao_sai,Du Sommer
3,00:52,BOT,52,63,substituicao_entra,Lucas
3,00:52,BOT,52,63,substituicao_sai,Coelho
3,00:52,BOT,52,63,substituicao_entra,Paulinho
3,00:52,BOT,52,63,substituicao_sai,Cauê
3,01:07,BOT,52,63,RD,Du Sommer
3,01:09,CAP,52,63,LL_Pts_T,Solano
3,01:14,CAP,52,63,LL_Pts_T,Solano
3,01:28,CAP,52,63,FR,Solano
3,01:28,BOT,52,63,FC,Coelho
3,01:32,BOT,52,63,LL_Pts_C,Cauê
3,01:32,BOT,51,63,FR,Cauê
3,01:32,CAP,51,63,FC,Solano
3,01:40,BOT,51,63,3_Pts_C,Cauê
