,0
0,https://lnb.com.br/?post_type=noticias&p=95235
1,https://lnb.com.br/partidas/nbb-20162017-paulistano-x-caxias-do-sul-20122016-1930/
2,https://lnb.com.br/partidas/nbb-20162017-campo-mourao-x-mogi-06012017-2015/
3,https://lnb.com.br/noticias/foco-total_/
4,https://lnb.com.br/noticias/foco-total_/
5,https://lnb.com.br/noticias/foco-total_/
6,https://lnb.com.br/partidas/nbb-20162017-paulistano-x-bauru-10062017-1400/
0,https://lnb.com.br/noticias/batalha-epica/
1,https://lnb.com.br/noticias/soberano_/
2,https://lnb.com.br/noticias/triunfo-suado-2/
3,https://lnb.com.br/noticias/a-primeira-7/
4,https://lnb.com.br/noticias/poe-na-conta-3/
5,https://lnb.com.br/noticias/com-a-mao-direita-4/
6,https://lnb.com.br/noticias/no-controle-5/
7,https://lnb.com.br/noticias/cabeca-nolugar/
8,https://lnb.com.br/noticias/sodeubrasilia/
9,https://lnb.com.br/noticias/que-estreia-2/
10,https://lnb.com.br/noticias/do-inicio-ao-fim-3/
11,https://lnb.com.br/noticias/grandevitoria-2/
12,https://lnb.com.br/noticias/altatensao/
13,https://lnb.com.br/noticias/sobrou-3/
14,https://lnb.com.br/noticias/na-mesma-moeda/
15,https://lnb.com.br/noticias/embalado_/
16,https://lnb.com.br/noticias/melhorimpossivel-2/
17,https://lnb.com.br/noticias/100_/
18,https://lnb.com.br/noticias/de-volta-aos-trilhos-10/
19,https://lnb.com.br/noticias/alegria-rubro-negra/
20,https://lnb.com.br/noticias/time_de_guerreiros/
21,https://lnb.com.br/noticias/naultimabola/
22,https://lnb.com.br/noticias/moral-de-volta/
23,https://lnb.com.br/noticias/semessa/
24,https://lnb.com.br/noticias/bote-certeiro/
25,https://lnb.com.br/noticias/chuva-na-colina/
26,https://lnb.com.br/noticias/virada-de-leao/
27,https://lnb.com.br/noticias/potencia-pinheirense/
28,https://lnb.com.br/noticias/mais-uma-para-conta/
29,https://lnb.com.br/noticias/voando-baixo-5/
30,https://lnb.com.br/noticias/deu-minas/
31,https://lnb.com.br/noticias/encaixou-2/
32,https://lnb.com.br/noticias/dupla-fantastica/
33,https://lnb.com.br/noticias/double-trouble/
34,https://lnb.com.br/noticias/que-virada-2/
35,https://lnb.com.br/noticias/go-campo/
36,https://lnb.com.br/noticias/magistral-georginho/
37,https://lnb.com.br/noticias/atuacao-de-gala-3/
38,https://lnb.com.br/noticias/dominante-mesmo/
39,https://lnb.com.br/noticias/sem-vacilo/
40,https://lnb.com.br/noticias/aqui-nao_/
41,https://lnb.com.br/noticias/em-ascensao/
42,https://lnb.com.br/noticias/imparavel-3/
43,https://lnb.com.br/noticias/forca-do-dragao/
44,https://lnb.com.br/noticias/voltou-a-sorrir-2/
45,https://lnb.com.br/noticias/de-volta-aos-trilhos-11/
46,https://lnb.com.br/noticias/voltando-a-voar/
47,https://lnb.com.br/noticias/6em6/
48,https://lnb.com.br/noticias/bola-da-vitoria/
49,https://lnb.com.br/noticias/sinal-verde-2/
50,https://lnb.com.br/noticias/ultrapassagem-3/
51,https://lnb.com.br/partidas/nbb-20162017-flamengo-x-macae-basquete-10122016-1800/
52,https://lnb.com.br/partidas/nbb-20162017-mogi-x-basq-cearense-10122016-1900/
53,https://lnb.com.br/partidas/nbb-20162017-pinheiros-x-l-sorocabana-12122016-1930/
54,https://lnb.com.br/partidas/nbb-20162017-minas-x-campo-mourao-13122016-1000/
55,https://lnb.com.br/partidas/nbb-20162017-brasilia-x-mogi-13122016-1930/
56,https://lnb.com.br/partidas/nbb-20162017-pinheiros-x-paulistano-14122016-1930/
57,https://lnb.com.br/partidas/nbb-20162017-caxias-do-sul-x-flamengo-14122016-2005/
58,https://lnb.com.br/partidas/nbb-20162017-minas-x-mogi-15122016-1900/
59,https://lnb.com.br/partidas/nbb-20162017-brasilia-x-campo-mourao-15122016-2000/
60,https://lnb.com.br/partidas/nbb-20162017-basq-cearense-x-sesi-franca-15122016-2030/
61,https://lnb.com.br/partidas/nbb-20162017-vitoria-x-bauru-15122016-2100/
62,https://lnb.com.br/partidas/nbb-20162017-caxias-do-sul-x-macae-basquete-16122016-2005/
63,https://lnb.com.br/partidas/nbb-20162017-basq-cearense-x-bauru-17122016-1900/
64,https://lnb.com.br/partidas/nbb-20162017-vitoria-x-sesi-franca-17122016-2100/
65,https://lnb.com.br/partidas/nbb-20162017-pinheiros-x-campo-mourao-19122016-1930/
66,https://lnb.com.br/partidas/nbb-20162017-macae-basquete-x-vitoria-20122016-1930/
67,https://lnb.com.br/partidas/nbb-20162017-flamengo-x-basq-cearense-20122016-1930/
68,https://lnb.com.br/partidas/nbb-20162017-bauru-x-minas-20122016-2000/
69,https://lnb.com.br/partidas/nbb-20162017-sesi-franca-x-brasilia-20122016-2010/
70,https://lnb.com.br/partidas/nbb-20162017-l-sorocabana-x-vasco-da-gama-20122016-2130/
