Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,92,94,fim_partida,
4,00:00,NaN,92,94,fim_quarto, 
4,00:02,SJO,92,94,3_Pts_T,L  Eltink
4,00:11,SJO,92,94,FR,Figueredo
4,00:11,BSB,92,94,FC,Nezinho
4,00:22,SJO,92,94,tempo_tecnico,São José
4,00:22,BSB,92,94,LL_Pts_C,Gui Santos
4,00:22,BSB,92,93,LL_Pts_T,Gui Santos
4,00:22,SJO,92,93,substituicao_entra,L  Eltink
4,00:22,SJO,92,93,substituicao_sai,Duda
4,00:22,BSB,92,93,FR,Nezinho
4,00:22,SJO,92,93,FC,Duda
4,00:26,BSB,92,93,FR,Gui Santos
4,00:26,SJO,92,93,ER,Duda
4,00:26,SJO,92,93,FC_O,Duda
4,00:36,BSB,92,93,2_Pts_C,Arthur
4,00:36,BSB,92,91,RO,Arthur
4,00:39,BSB,92,91,2_Pts_T,Nezinho
4,00:49,BSB,92,91,RD,Gui Santos
4,00:52,SJO,92,91,3_Pts_T,Mariani
4,01:01,SJO,92,91,BR,Duda
4,01:01,BSB,92,91,ER,Arthur
4,01:22,SJO,92,91,3_Pts_C,Figueredo
4,01:40,SJO,89,91,tempo_tecnico,São José
4,01:40,BSB,89,91,AS,Ronald
4,01:40,BSB,89,91,2_Pts_C,Nezinho
4,01:41,BSB,89,89,RD,Ronald
4,01:44,SJO,89,89,2_Pts_T,Figueredo
4,02:02,BSB,89,89,2_Pts_C,Arthur
4,02:18,BSB,89,87,Brasília,Universo
4,02:18,SJO,89,87,LL_Pts_C,Duda
4,02:18,SJO,88,87,FR,Duda
4,02:18,BSB,88,87,FC,Ronald
4,02:18,SJO,88,87,2_Pts_C,Duda
4,02:33,SJO,86,87,RD,Duda
4,02:33,BSB,86,87,LL_Pts_T,Arthur
4,02:33,SJO,86,87,substituicao_entra,Duda
4,02:33,SJO,86,87,substituicao_sai,L  Eltink
4,02:33,BSB,86,87,FR,Arthur
4,02:33,SJO,86,87,FC,L  Eltink
4,02:33,BSB,86,87,AS,Gui Santos
4,02:33,BSB,86,87,2_Pts_C,Arthur
4,02:36,BSB,86,85,RD,Ronald
4,02:41,SJO,86,85,2_Pts_T,Rafael
4,02:54,SJO,86,85,RD,Rafael
4,02:58,BSB,86,85,2_Pts_T,Ronald
4,02:59,BSB,86,85,RO,Rafa Moreira
4,03:02,BSB,86,85,2_Pts_T,Arthur
4,03:18,BSB,86,85,RD,Nezinho
4,03:21,SJO,86,85,2_Pts_T,L  Eltink
4,03:39,SJO,86,85,RD,Lupa
4,03:42,BSB,86,85,3_Pts_T,Nezinho
4,03:53,BSB,86,85,RD,Nezinho
4,03:57,SJO,86,85,2_Pts_T,Rafael
4,04:18,BSB,86,85,AS,Ronald
4,04:18,BSB,86,85,2_Pts_C,Gui Santos
4,04:32,SJO,86,83,AS,Mariani
4,04:32,SJO,86,83,2_Pts_C,Rafael
4,04:45,BSB,84,83,LL_Pts_C,Gui Santos
4,04:45,BSB,84,82,LL_Pts_T,Gui Santos
4,04:45,BSB,84,82,FR,Gui Santos
4,04:45,SJO,84,82,FC,Lupa
4,04:54,BSB,84,82,substituicao_entra,Rafa Moreira
4,04:54,BSB,84,82,substituicao_sai,B  Fiorotto
4,04:54,SJO,84,82,substituicao_entra,Figueredo
4,04:54,SJO,84,82,substituicao_sai,Duda
4,04:59,SJO,84,82,AS,Mariani
4,04:59,SJO,84,82,2_Pts_C,Rafael
4,05:04,SJO,82,82,RD,Mariani
4,05:08,BSB,82,82,3_Pts_T,Gui Santos
4,05:18,SJO,82,82,AS,Lupa
4,05:18,SJO,82,82,2_Pts_C,Rafael
4,05:19,SJO,80,82,RO,Lupa
4,05:22,SJO,80,82,3_Pts_T,Mariani
4,05:41,SJO,80,82,RO,São José
4,05:41,SJO,80,82,3_Pts_T,Duda
4,05:59,BSB,80,82,AS,Gui Santos
4,05:59,BSB,80,82,3_Pts_C,Arthur
4,06:01,BSB,80,79,RO,Gui Santos
4,06:04,BSB,80,79,2_Pts_T,B  Fiorotto
4,06:30,SJO,80,79,AS,Lupa
4,06:30,SJO,80,79,3_Pts_C,Rafael
4,06:52,BSB,77,79,2_Pts_C,Gui Santos
4,07:03,SJO,77,77,LL_Pts_C,Mariani
4,07:03,SJO,76,77,LL_Pts_C,Mariani
4,07:03,SJO,75,77,FR,Mariani
4,07:03,BSB,75,77,FC,B  Fiorotto
4,07:06,SJO,75,77,RO,Mariani
4,07:08,SJO,75,77,2_Pts_T,Mariani
4,07:12,SJO,75,77,substituicao_entra,Mariani
4,07:12,SJO,75,77,substituicao_sai,Eugeniusz
4,07:12,SJO,75,77,substituicao_entra,Rafael
4,07:12,SJO,75,77,substituicao_sai,Ambrosino
4,07:12,BSB,75,77,ER,Gui Santos
4,07:18,BSB,75,77,BR,Gui Santos
4,07:18,SJO,75,77,ER,Eugeniusz
4,07:29,BSB,75,77,2_Pts_C,Ronald
4,07:29,BSB,75,75,RO,Ronald
4,07:33,BSB,75,75,2_Pts_T,Nezinho
4,07:53,SJO,75,75,2_Pts_C,L  Eltink
4,07:53,SJO,73,75,RO,L  Eltink
4,07:58,SJO,73,75,3_Pts_T,Eugeniusz
4,08:03,SJO,73,75,RD,Duda
4,08:07,BSB,73,75,2_Pts_T,Ronald
4,08:18,BSB,73,75,RD,Arthur
4,08:21,SJO,73,75,3_Pts_T,Duda
4,08:34,BSB,73,75,LL_Pts_C,Ronald
4,08:34,BSB,73,74,AS,B  Fiorotto
4,08:34,BSB,73,74,LL_Pts_C,Ronald
4,08:34,BSB,73,73,FR,Ronald
4,08:34,SJO,73,73,FC,Eugeniusz
4,08:50,BSB,73,73,FR,Nezinho
4,08:50,SJO,73,73,FC,Duda
4,08:52,BSB,73,73,RD,B  Fiorotto
4,08:54,SJO,73,73,2_Pts_T,Eugeniusz
4,09:11,SJO,73,73,FR,Duda
4,09:11,BSB,73,73,FC,Gui Santos
4,09:24,BSB,73,73,2_Pts_C,Ronald
4,09:48,BSB,73,71,FR,Nezinho
4,09:48,SJO,73,71,ER,Eugeniusz
4,09:48,SJO,73,71,FC_O,Eugeniusz
4,10:00,NaN,73,71,inicio_quarto,
3,00:00,NaN,73,71,fim_quarto,
3,00:01,BSB,73,71,2_Pts_T,B  Fiorotto
3,00:16,SJO,73,71,3_Pts_C,Duda
3,00:30,SJO,70,71,RD,L  Eltink
3,00:32,BSB,70,71,3_Pts_T,Rafa Moreira
3,00:51,SJO,70,71,AS,Lupa
3,00:51,SJO,70,71,2_Pts_C,Ambrosino
3,01:18,BSB,68,71,AS,P  Rava
3,01:18,BSB,68,71,3_Pts_C,Gui Santos
3,01:25,BSB,68,68,RD,B  Fiorotto
3,01:29,SJO,68,68,3_Pts_T,L  Eltink
3,01:47,SJO,68,68,RD,Duda
3,01:50,BSB,68,68,2_Pts_T,B  Fiorotto
3,02:06,BSB,68,68,RD,B  Fiorotto
3,02:06,SJO,68,68,LL_Pts_T,Eugeniusz
3,02:06,SJO,68,68,substituicao_entra,Ambrosino
