Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
15,Basq. Cearense,Mogi,1,Davi,36.9,15,24,2,3,3,6,3,3,0,2,2,2,1,0,4.0,5.0,2,0
15,Basq. Cearense,Mogi,1,Leonardo,16.5,10,12,0,0,5,6,0,0,4,7,11,0,0,1,5.0,1.0,2,1
15,Basq. Cearense,Mogi,1,Duda,34.7,10,34,2,8,1,4,2,2,0,3,3,3,2,0,1.0,3.0,1,0
15,Basq. Cearense,Mogi,1,Audrei,33.1,8,25,1,5,2,4,1,2,0,1,1,2,0,0,3.0,1.0,1,0
15,Basq. Cearense,Mogi,1,Tiagão,30.0,7,28,0,4,3,7,1,2,4,3,7,1,0,0,4.0,2.0,1,0
15,Basq. Cearense,Mogi,1,Toledo,25.3,6,18,1,3,1,3,1,3,1,5,6,0,0,0,3.0,4.0,3,0
15,Basq. Cearense,Mogi,1,Rashaun,14.3,4,15,0,1,1,5,2,2,1,1,2,0,2,0,2.0,2.0,1,1
15,Basq. Cearense,Mogi,1,Felipe,6.8,3,6,1,2,0,0,0,0,0,2,2,0,0,0,1.0,0.0,2,0
15,Basq. Cearense,Mogi,1,Victor,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
15,Basq. Cearense,Mogi,1,Leal,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
15,Basq. Cearense,Mogi,1,Rômulo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
15,Basq. Cearense,Mogi,1,Sualisson,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
15,Basq. Cearense,Mogi,1,Equipe,0.0,63,162,7,26,16,35,10,14,13,29,42,8,7,1,24.0,18.0,13,2
15,Mogi,Basq. Cearense,2,Larry,35.3,14,38,1,6,3,6,5,8,0,5,5,3,1,0,1.0,6.0,2,0
15,Mogi,Basq. Cearense,2,Jimmy,22.5,13,20,1,1,3,5,4,7,3,1,4,0,1,0,4.0,3.0,3,1
15,Mogi,Basq. Cearense,2,Tyrone,32.5,10,23,0,3,5,7,0,0,1,4,5,1,1,0,4.0,3.0,0,2
15,Mogi,Basq. Cearense,2,Shamell,35.9,10,42,1,7,2,9,3,3,0,2,2,2,2,0,2.0,4.0,3,0
15,Mogi,Basq. Cearense,2,Filipin,22.7,9,15,1,3,1,1,4,4,0,2,2,0,0,0,2.0,3.0,0,0
15,Mogi,Basq. Cearense,2,Gerson,25.1,4,8,0,0,2,4,0,0,4,5,9,0,1,0,1.0,1.0,0,0
15,Mogi,Basq. Cearense,2,Lucas,16.2,2,17,0,3,1,4,0,0,1,0,1,1,1,0,2.0,2.0,1,0
15,Mogi,Basq. Cearense,2,Wagner,2.0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,1.0,1.0,0,0
15,Mogi,Basq. Cearense,2,Vithinho,4.7,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1.0,0.0,0,0
15,Mogi,Basq. Cearense,2,Prestes,3.2,0,2,0,0,0,1,0,0,1,1,2,0,0,0,0.0,0.0,0,0
15,Mogi,Basq. Cearense,2,Lessa,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
15,Mogi,Basq. Cearense,2,Equipe,0.0,64,167,4,23,17,37,18,24,12,27,39,8,10,0,19.0,23.0,9,3
