Quarto,Tempo,Time,Indicador_01,placar_casa,placar_visitante
1,06:40,APB,Gegê erra tentativa para dois pontos ,6,4
1,06:46,APB,Paulo pega rebote defensivo ,6,4
1,06:50,UFC,Antonio erra tentativa para dois pontos ,6,4
1,06:55,UFC,Gabriel pega rebote defensivo ,6,4
1,07:00,APB,Funches III erra tentativa para dois pontos ,6,4
1,07:20,UFC,Assistência do Antonio,6,4
1,07:20,UFC,É de três  Barnes acerta arremesso de três pontos ,6,4
1,07:31,APB,Estouro dos 24s ,3,4
1,07:45,UFC,D  Nunes comete violação de volta de quadra ,3,4
1,08:07,APB,Rodrigues acerta o lance livre ,3,4
1,08:07,APB,Rodrigues acerta o lance livre ,3,3
1,08:07,APB,Rodrigues sofre falta ,3,2
1,08:07,UFC,Antonio comete falta ,3,2
1,08:27,UFC,Barnes acerta arremesso de dois pontos ,3,2
1,08:50,APB,Paulo acerta arremesso de dois pontos ,1,2
1,09:00,APB,Funches III pega rebote defensivo ,1,0
1,09:05,UFC,D  Nunes erra tentativa para três pontos ,1,0
1,09:06,UFC,Gabriel pega rebote defensivo ,1,0
1,09:16,UFC,Gabriel dá um toco ,1,0
1,09:16,APB,Gustavo erra tentativa para dois pontos ,1,0
1,09:38,APB,Rodrigues pega rebote defensivo ,1,0
1,09:38,UFC,Antonio erra o lance livre ,1,0
1,09:38,UFC,Antonio acerta o lance livre ,1,0
1,09:38,UFC,Antonio sofre falta ,0,0
1,09:38,APB,Paulo comete falta ,0,0
1,09:42,UFC,Antonio pega rebote defensivo ,0,0
1,09:49,APB,Gegê erra tentativa para três pontos ,0,0
1,10:00,APB,Entra Paulo,0,0
1,10:00,APB,Entra Gegê,0,0
1,10:00,APB,Entra Rodrigues,0,0
1,10:00,APB,Entra Gustavo,0,0
1,10:00,APB,Entra Funches III,0,0
1,10:00,UFC,Entra Barnes,0,0
1,10:00,UFC,Entra D  Nunes,0,0
1,10:00,UFC,Entra Antonio,0,0
1,10:00,UFC,Entra Gabriel,0,0
1,10:00,UFC,Entra Spencer,0,0
1,10:00,NaN,Início de partida ,0,0
