temporada;time;adversario;fase;cf;posicao;Jogador;frequencia ;Min;Pts C;Pts T;Arc;Art;3P C;3P T;2P C;2P T;LL C;LL T;O;D;RT;AS;BR;TO;FC;FR;ER;EN
15;12;4;1;2;1;Xande;1;24,13;6;13;1;4;0;1;1;3;4;4;3;3;6;1;0;0;1;2;4;0
15;12;4;1;2;2;Socas;1;22,29;4;6;1;2;0;0;1;2;2;2;1;3;4;3;0;0;2;1;1;0
15;12;4;1;2;3;Avelino;1;17,34;6;16;2;5;1;4;1;1;1;2;0;3;3;1;1;0;1;1;0;0
15;12;4;1;2;5;Lupa;1;15,48;12;14;5;6;0;0;5;6;2;2;2;1;3;1;0;0;4;2;1;1
15;12;4;1;2;4;Verson;1;11,15;0;9;0;3;0;3;0;0;0;0;0;0;0;0;0;0;2;1;1;0
15;12;4;1;2;2;Victor 1;1;5,43;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;12;4;1;2;5;Lacerda;1;3,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;12;4;1;2;3;Chupeta;1;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;12;4;1;2;0;1;1;;65;154;21;55;6;22;15;33;17;22;11;18;29;12;7;2;19;21;12;2
15;4;21;1;1;4;Toledo;1;39,57;16;35;6;13;2;5;4;8;2;4;5;7;12;1;2;0;1;2;1;0
15;4;21;1;1;1;Davi;1;37;14;27;4;10;2;3;2;7;4;4;0;2;2;3;2;0;1;3;3;0
15;4;21;1;1;3;Audrei;1;31,2;0;14;0;6;0;2;0;4;0;0;0;6;6;3;1;0;4;1;0;0
15;4;21;1;1;2;Duda Machado;1;29,52;11;34;4;12;1;8;3;4;2;2;1;4;5;5;1;0;4;5;3;0
15;4;21;1;1;5;Tiagao;1;22,59;11;28;3;10;3;6;0;4;2;2;1;4;5;1;2;0;3;2;2;0
15;4;21;1;1;4;Felipe 3;1;13,21;3;9;1;3;1;3;0;0;0;0;1;1;2;1;0;0;1;2;0;0
15;4;21;1;1;5;Lao Waszkiewicz;1;13,11;4;10;2;4;0;0;2;4;0;2;0;2;2;1;0;3;4;1;0;2
15;4;21;1;1;2;Rashaun;1;11,37;5;13;2;5;1;3;1;2;0;0;0;1;1;1;0;0;0;1;0;0
15;4;21;1;1;3;Sualisson;1;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;21;1;1;5;Leal;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;21;1;1;4;Romulo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;21;1;1;1;Victor 3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;21;1;1;0;1;1;;64;170;22;63;10;30;12;33;10;14;9;30;39;16;11;3;18;17;9;2
15;21;4;1;2;4;Teichmann;1;32,3;13;18;5;6;0;0;5;6;3;6;3;8;11;3;0;1;1;4;0;0
15;21;4;1;2;3;Gui Deodato;1;31,42;11;31;5;13;1;5;4;8;0;0;0;3;3;2;0;0;1;1;1;0
15;21;4;1;2;1;Eric Tatu;1;30,3;15;27;4;9;3;5;1;4;4;4;0;1;1;3;0;0;4;5;5;0
15;21;4;1;2;4;Vinicius 1;1;25,51;6;9;2;3;2;3;0;0;0;0;0;5;5;2;0;0;3;0;4;0
15;21;4;1;2;3;Deda 1;1;22,31;14;29;4;10;4;7;0;3;2;2;0;4;4;1;1;0;3;3;2;0
15;21;4;1;2;1;F, Penna;1;20,34;1;13;0;4;0;3;0;1;1;2;0;2;2;1;1;0;2;1;0;0
15;21;4;1;2;3;Caio Ranches;1;16,07;7;19;2;6;2;5;0;1;1;2;0;3;3;0;1;0;1;2;1;0
15;21;4;1;2;5;Tom;1;8,45;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0
15;21;4;1;2;5;Atílio;1;6,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0
15;21;4;1;2;3;Pastor;1;5,05;0;4;0;2;0;0;0;2;0;0;1;1;2;0;0;0;1;1;0;0
15;21;4;1;2;6;Nicolas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;21;4;1;2;0;1;1;;67;150;22;53;12;28;10;25;11;16;4;32;36;12;8;1;17;18;15;0
15;4;8;1;1;2;Duda Machado;1;28,57;17;31;5;10;5;9;0;1;2;2;0;1;1;8;1;0;2;2;2;0
15;4;8;1;1;4;Toledo;1;28;16;36;8;16;0;2;8;14;0;2;5;8;13;1;4;0;4;3;1;3
15;4;8;1;1;3;Audrei;1;27,04;21;36;8;14;5;8;3;6;0;0;4;1;5;1;1;0;2;1;0;0
15;4;8;1;1;1;Davi;1;26,58;5;14;2;5;1;4;1;1;0;0;1;2;3;5;1;0;2;4;3;0
15;4;8;1;1;4;Felipe 3;1;16,02;15;24;4;7;3;6;1;1;4;4;1;8;9;1;2;0;3;3;0;0
15;4;8;1;1;2;Rashaun;1;15,21;9;18;3;6;1;4;2;2;2;2;0;0;0;2;0;2;0;2;2;0
15;4;8;1;1;5;Tiagao;1;13,52;6;10;2;4;0;0;2;4;2;2;0;4;4;2;2;0;0;1;0;0
15;4;8;1;1;3;Sualisson;1;13,26;4;9;2;4;0;1;2;3;0;0;1;0;1;1;0;0;1;0;0;0
15;4;8;1;1;1;Victor 3;1;10,33;2;11;1;5;0;1;1;4;0;0;0;0;0;0;0;1;1;0;1;0
15;4;8;1;1;5;Lao Waszkiewicz;1;10,11;4;6;2;3;0;0;2;3;0;0;2;0;2;0;1;1;3;0;0;0
15;4;8;1;1;5;Leal;1;6,46;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
15;4;8;1;1;4;Romulo;1;2,45;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;1;0
15;4;8;1;1;0;1;1;;99;197;37;75;15;35;22;40;10;12;16;26;42;21;13;4;20;16;10;3
15;8;4;1;2;3;Bruno Irigoyen;1;33,45;7;20;2;8;0;0;2;8;3;4;2;5;7;0;0;0;2;2;3;0
15;8;4;1;2;2;Caue Borges;1;28,39;8;25;3;10;0;2;3;8;2;3;1;2;3;6;0;0;0;3;1;0
15;8;4;1;2;5;Kurtz;1;25,37;15;18;7;8;0;0;7;8;1;2;2;7;9;0;0;2;2;2;0;0
15;8;4;1;2;3;Thiaguinho;1;23,01;2;7;1;3;0;1;1;2;0;0;0;1;1;1;2;0;0;1;2;0
15;8;4;1;2;4;Antonio;1;21,24;3;13;1;4;0;3;1;1;1;2;2;0;2;1;0;0;2;3;3;0
15;8;4;1;2;3;Schneider;1;21,1;4;21;2;8;0;5;2;3;0;0;1;1;2;0;1;0;2;2;2;0
15;8;4;1;2;5;Mathias;1;19,55;12;22;5;10;0;0;5;10;2;2;1;2;3;1;2;2;3;3;0;0
15;8;4;1;2;6;Matheus;1;16,22;6;16;2;6;1;3;1;3;1;1;0;1;1;2;0;0;1;1;1;0
15;8;4;1;2;1;Nezinho;1;10;14;15;3;3;3;3;0;0;5;6;0;0;0;2;0;0;4;3;4;0
15;8;4;1;2;3;Isaac;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;8;4;1;2;0;1;1;;71;157;26;60;4;17;22;43;15;20;11;21;32;13;8;4;16;20;16;0
15;4;3;1;1;2;Duda Machado;1;39,24;17;47;7;18;3;11;4;7;0;0;0;4;4;5;2;0;1;2;4;0
15;4;3;1;1;1;Davi;1;35,2;25;43;8;15;3;7;5;8;6;6;1;1;2;8;0;0;2;4;3;0
15;4;3;1;1;3;Audrei;1;34,3;8;22;3;8;2;6;1;2;0;0;0;5;5;1;1;0;1;1;0;0
15;4;3;1;1;4;Toledo;1;33,11;18;32;5;10;3;6;2;4;5;6;3;3;6;1;3;1;2;5;2;0
15;4;3;1;1;5;Lao Waszkiewicz;1;17,3;7;8;3;3;0;0;3;3;1;2;1;5;6;0;0;0;4;1;0;1
15;4;3;1;1;4;Felipe 3;1;16,44;13;20;3;5;2;4;1;1;5;6;0;5;5;1;2;2;5;4;0;0
15;4;3;1;1;5;Tiagao;1;9,38;2;4;1;2;0;0;1;2;0;0;1;1;2;0;0;0;2;0;1;0
15;4;3;1;1;3;Sualisson;1;7,09;0;4;0;2;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0
15;4;3;1;1;2;Rashaun;1;5,11;0;5;0;2;0;1;0;1;0;0;0;1;1;0;1;0;3;4;1;0
15;4;3;1;1;4;Romulo;1;0,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;3;1;1;1;Victor 3;1;0,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;3;1;1;5;Leal;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;3;1;1;0;1;1;;90;185;30;65;13;35;17;30;17;20;9;25;34;16;12;3;20;21;11;1
15;3;4;1;2;2;Robert Day;1;39,15;21;38;6;12;6;11;0;1;3;3;1;9;10;1;3;0;2;1;1;0
15;3;4;1;2;1;Gui Santos;1;38,33;16;26;6;9;1;3;5;6;3;5;1;2;3;11;2;0;3;5;5;1
15;3;4;1;2;3;Lao Meindl;1;32,28;17;34;7;13;3;7;4;6;0;1;2;6;8;6;1;0;5;5;3;0
15;3;4;1;2;5;Murilo 1;1;30,17;17;36;7;15;1;2;6;13;2;4;2;1;3;0;0;0;4;3;2;0
15;3;4;1;2;5;Sena;1;27,25;4;20;2;9;0;2;2;7;0;0;2;2;4;1;1;0;3;2;2;1
15;3;4;1;2;3;Lao;1;18,34;6;10;2;4;2;2;0;2;0;0;1;2;3;1;0;0;3;3;0;0
15;3;4;1;2;5;Labbate;1;12,45;5;8;2;3;0;0;2;3;1;2;0;1;1;0;1;0;1;1;1;0
15;3;4;1;2;1;Stefano;1;0,32;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;4;1;2;6;Felipe;1;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;4;1;2;3;Gabriel Jaú;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;4;1;2;0;1;1;;86;175;32;66;13;28;19;38;9;15;11;25;36;20;11;0;21;20;14;2
15;4;27;1;1;4;Toledo;1;33,45;12;28;2;7;2;4;0;3;6;10;3;4;7;0;3;0;2;6;2;0
15;4;27;1;1;1;Davi;1;33,44;21;30;7;10;3;5;4;5;4;5;0;3;3;8;4;0;3;3;4;0
15;4;27;1;1;3;Audrei;1;28,3;16;34;5;12;3;6;2;6;3;4;0;4;4;2;1;0;2;3;0;0
15;4;27;1;1;2;Rashaun;1;26,44;13;30;4;10;2;6;2;4;3;4;0;1;1;2;4;0;2;6;0;0
15;4;27;1;1;5;Lao Waszkiewicz;1;23,1;2;8;1;4;0;0;1;4;0;0;1;3;4;1;1;1;2;0;0;0
15;4;27;1;1;4;Felipe 3;1;19,07;6;12;2;5;2;2;0;3;0;0;2;4;6;2;0;1;4;1;2;0
15;4;27;1;1;2;Duda Machado;1;17,54;14;23;4;7;2;5;2;2;4;4;0;2;2;2;0;0;3;2;2;0
15;4;27;1;1;3;Sualisson;1;10,06;2;6;1;3;0;0;1;3;0;0;1;1;2;2;0;0;2;0;0;0
15;4;27;1;1;5;Leal;1;3,09;3;8;1;3;0;0;1;3;1;2;0;0;0;0;0;0;0;1;0;0
15;4;27;1;1;1;Victor 3;1;2,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;4;27;1;1;4;Romulo;1;1,25;1;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0
15;4;27;1;1;5;Tiagao;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;27;1;1;0;1;1;;90;181;27;61;14;28;13;33;22;31;9;23;32;19;15;2;21;23;10;0
15;27;4;1;2;1;Kojo;1;35,13;17;33;6;12;2;4;4;8;3;5;3;4;7;5;3;0;4;3;1;0
15;27;4;1;2;3;Calvo;1;31,06;12;22;5;9;0;2;5;7;2;2;1;5;6;2;0;0;3;5;2;0
15;27;4;1;2;1;Jason Smith;1;24,1;3;13;1;5;1;3;0;2;0;0;0;1;1;0;0;0;3;3;3;0
15;27;4;1;2;5;Feliz;1;22,5;7;16;2;6;0;0;2;6;3;4;1;5;6;0;1;0;2;3;1;0
15;27;4;1;2;3;Edu Mariano;1;21,09;4;10;1;3;0;1;1;2;2;3;3;5;8;2;1;0;4;4;3;0
15;27;4;1;2;1;Rafinha;1;20,32;5;18;2;7;1;4;1;3;0;0;0;2;2;1;1;0;3;0;4;0
15;27;4;1;2;5;Renan 2;1;17,09;2;10;1;5;0;0;1;5;0;0;1;2;3;0;1;1;1;0;1;0
15;27;4;1;2;5;Nilson;1;16,49;6;14;3;6;0;2;3;4;0;0;1;2;3;2;1;2;3;1;0;0
15;27;4;1;2;4;Pezao;1;7,16;7;11;3;5;0;0;3;5;1;1;1;1;2;0;0;0;0;1;0;1
15;27;4;1;2;3;Jairo;1;3,41;2;4;0;1;0;0;0;1;2;2;0;0;0;0;0;0;0;1;1;0
15;27;4;1;2;0;1;1;;65;151;24;59;4;16;20;43;13;17;13;31;44;12;9;3;23;21;16;1
15;4;17;2;1;1;Davi;1;31,31;11;36;3;12;0;6;3;6;5;6;1;4;5;5;0;0;1;4;3;0
15;4;17;2;1;3;Audrei;1;30,22;6;26;2;11;2;4;0;7;0;0;0;8;8;3;1;0;2;1;1;0
15;4;17;2;1;4;Toledo;1;29,53;14;28;6;10;2;5;4;5;0;3;2;1;3;1;0;1;4;5;0;0
15;4;17;2;1;2;Rashaun;1;22,58;14;33;4;11;1;5;3;6;5;6;4;2;6;2;0;0;1;3;0;0
15;4;17;2;1;5;Tiagao;1;22,32;9;19;3;7;3;5;0;2;0;0;1;2;3;1;0;1;3;1;1;0
15;4;17;2;1;2;Duda Machado;1;21,16;5;17;2;6;1;5;1;1;0;0;0;1;1;1;0;0;2;0;0;0
15;4;17;2;1;5;Lao Waszkiewicz;1;14,56;7;9;3;3;0;0;3;3;1;3;2;3;5;0;0;1;2;3;1;0
15;4;17;2;1;4;Felipe 3;1;11,21;5;7;2;3;1;1;1;2;0;0;0;2;2;0;0;0;1;1;0;0
15;4;17;2;1;1;Victor 3;1;6,09;1;8;0;3;0;0;0;3;1;2;0;1;1;0;1;0;1;1;0;0
15;4;17;2;1;3;Sualisson;1;4,28;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;0;1;0
15;4;17;2;1;5;Leal;1;2,3;4;4;2;2;0;0;2;2;0;0;1;0;1;0;0;0;0;0;0;1
15;4;17;2;1;4;Romulo;1;1,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;4;17;2;1;0;1;1;;76;187;27;68;10;31;17;37;12;20;15;28;43;13;6;3;22;19;7;1
15;17;4;2;2;3;Shamell;1;33,13;10;29;3;10;0;5;3;5;4;4;0;4;4;1;2;0;3;6;3;0
15;17;4;2;2;1;Larry;1;29,37;3;21;1;9;0;2;1;7;1;1;1;4;5;2;2;1;2;2;2;0
15;17;4;2;2;1;Lersch;1;20,21;4;11;1;4;0;1;1;3;2;2;0;0;0;0;2;0;2;2;0;0
15;17;4;2;2;3;Filipin;1;19,43;8;21;2;7;1;3;1;4;3;4;1;1;2;0;0;0;3;2;0;0
15;17;4;2;2;5;Lucas Mariano;1;18,4;3;13;1;4;0;3;1;1;1;2;0;2;2;0;0;0;1;3;1;0
15;17;4;2;2;4;Tyrone;1;16,58;4;15;1;5;0;3;1;2;2;2;2;3;5;3;0;0;2;2;1;0
15;17;4;2;2;3;Jimmy;1;15,18;2;10;1;4;0;2;1;2;0;0;0;0;0;2;0;0;0;1;1;0
15;17;4;2;2;5;Gerson;1;14,56;8;18;4;9;0;0;4;9;0;0;2;2;4;0;0;1;3;1;2;1
15;17;4;2;2;5;Paulao Prestes;1;13,33;9;12;4;5;0;0;4;5;1;2;1;4;5;0;0;0;2;3;0;1
15;17;4;2;2;5;Wagner;1;13,32;4;4;2;2;0;0;2;2;0;0;0;3;3;2;0;0;1;0;1;0
15;17;4;2;2;6;Lessa;1;4,05;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
15;17;4;2;2;0;1;1;;55;156;20;60;1;19;19;41;14;17;11;26;37;10;7;2;20;22;11;2
15;4;17;2;1;1;Davi;1;36,53;15;24;5;9;2;3;3;6;3;3;0;2;2;2;1;0;4;5;2;0
15;4;17;2;1;2;Duda Machado;1;34,44;10;34;3;12;2;8;1;4;2;2;0;3;3;3;2;0;1;3;1;0
15;4;17;2;1;3;Audrei;1;33,04;8;25;3;9;1;5;2;4;1;2;0;1;1;2;0;0;3;1;1;0
15;4;17;2;1;5;Tiagao;1;30,01;7;28;3;11;0;4;3;7;1;2;4;3;7;1;0;0;4;2;1;0
15;4;17;2;1;4;Toledo;1;25,15;6;18;2;6;1;3;1;3;1;3;1;5;6;0;0;0;3;4;3;0
15;4;17;2;1;5;Lao Waszkiewicz;1;16,29;10;12;5;6;0;0;5;6;0;0;4;7;11;0;0;1;5;1;0;1
15;4;17;2;1;2;Rashaun;1;14,18;4;15;1;6;0;1;1;5;2;2;1;1;2;0;2;0;2;2;1;1
15;4;17;2;1;4;Felipe 3;1;6,48;3;6;1;2;1;2;0;0;0;0;0;2;2;0;0;0;1;0;2;0
15;4;17;2;1;1;Victor 3;1;2,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;17;2;1;5;Leal;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;17;2;1;4;Romulo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;17;2;1;3;Sualisson;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;4;17;2;1;0;1;1;;63;162;23;61;7;26;16;35;10;14;13;29;42;8;7;1;23;18;11;2
15;17;4;2;2;3;Shamell;1;35,5;10;42;3;16;1;7;2;9;3;3;0;2;2;2;2;0;2;4;3;0
15;17;4;2;2;1;Larry;1;35,19;14;38;4;12;1;6;3;6;5;8;0;5;5;3;1;0;1;6;2;0
15;17;4;2;2;4;Tyrone;1;32,3;10;23;5;10;0;3;5;7;0;0;1;4;5;1;1;0;4;3;0;2
15;17;4;2;2;5;Gerson;1;25,05;4;8;2;4;0;0;2;4;0;0;4;5;9;0;1;0;1;1;0;0
15;17;4;2;2;3;Filipin;1;22,38;9;15;2;4;1;3;1;1;4;4;0;2;2;0;0;0;2;3;0;0
15;17;4;2;2;3;Jimmy;1;22,3;13;20;4;6;1;1;3;5;4;7;3;1;4;0;1;0;4;3;3;1
15;17;4;2;2;5;Lucas Mariano;1;16,12;2;17;1;7;0;3;1;4;0;0;1;0;1;1;1;0;2;2;1;0
15;17;4;2;2;1;Lersch;1;4,39;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;1;0;0;0
15;17;4;2;2;5;Paulao Prestes;1;3,13;0;2;0;1;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0
15;17;4;2;2;5;Wagner;1;1,59;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;1;0;0
15;17;4;2;2;6;Lessa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;17;4;2;2;0;1;1;;64;167;21;60;4;23;17;37;18;24;12;27;39;8;10;0;18;23;9;3
15;3;7;1;1;3;Alex Garcia;1;36,09;11;31;3;10;1;6;2;4;4;5;0;6;6;7;3;0;3;4;3;0
15;3;7;1;1;1;R, Fischer;1;33,45;18;29;6;11;4;5;2;6;2;2;0;2;2;6;1;0;3;2;2;0
15;3;7;1;1;5;Hettsheimeir;1;31,53;15;27;6;11;1;3;5;8;2;2;3;1;4;0;0;1;1;1;1;0
15;3;7;1;1;4;Jefferson W,;1;30,07;8;33;3;12;1;8;2;4;1;1;2;6;8;0;0;0;2;0;1;0
15;3;7;1;1;3;Lao Meindl;1;26,47;11;23;3;6;0;3;3;3;5;8;1;5;6;1;3;0;4;5;1;0
15;3;7;1;1;2;Robert Day;1;16,5;9;15;3;5;3;5;0;0;0;0;0;1;1;1;0;0;3;1;0;0
15;3;7;1;1;5;Sena;1;16,01;5;6;2;2;0;0;2;2;1;2;1;2;3;0;0;0;2;2;1;1
15;3;7;1;1;2;Paulinho Boracini;1;6,15;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
15;3;7;1;1;5;Labbate;1;1,53;0;2;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0
15;3;7;1;1;3;Lao;1;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;7;1;1;6;Gabriel;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;7;1;1;1;Stefano;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;7;1;1;0;1;1;;77;169;26;59;10;31;16;28;15;20;9;23;32;15;11;1;19;17;9;1
15;7;3;1;2;3;Marquinhos;1;35,34;17;43;6;16;2;7;4;9;3;4;0;7;7;8;3;0;2;5;2;0
15;7;3;1;2;2;Robinson;1;33,57;13;22;4;7;2;4;2;3;3;4;0;5;5;1;3;1;3;3;1;0
15;7;3;1;2;4;Rafael Mineiro;1;29,13;12;18;4;6;1;2;3;4;3;4;2;4;6;3;0;1;1;3;3;1
15;7;3;1;2;1;Rafa Luz;1;25,54;2;9;0;3;0;1;0;2;2;2;0;2;2;4;1;0;4;1;3;0
15;7;3;1;2;1;Gege;1;24,16;0;9;0;3;0;3;0;0;0;0;0;2;2;0;0;0;1;0;1;0
15;7;3;1;2;5;Meyinsse;1;23,55;16;20;6;8;0;0;6;8;4;4;0;1;1;0;0;0;3;4;1;0
15;7;3;1;2;5;JP Batista;1;23,5;13;24;5;10;0;0;5;10;3;4;1;2;3;3;0;0;3;3;1;0
15;7;3;1;2;4;Olivinha;1;2,59;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;7;3;1;2;6;Pedro;1;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;7;3;1;2;1;Danielzinho;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;7;3;1;2;6;Joao Felipe;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;7;3;1;2;4;Mingau;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;7;3;1;2;0;1;1;;73;148;25;54;5;18;20;36;18;22;6;25;31;19;9;2;18;19;12;1
15;3;15;1;1;3;Lao Meindl;1;28,45;13;17;5;6;2;3;3;3;1;2;0;5;5;2;0;0;0;3;4;0
15;3;15;1;1;3;Alex Garcia;1;28,15;15;23;7;10;1;2;6;8;0;1;0;3;3;3;1;0;3;5;1;0
15;3;15;1;1;1;R, Fischer;1;25,27;3;6;1;2;1;2;0;0;0;0;2;2;4;5;0;0;2;5;2;0
15;3;15;1;1;4;Jefferson W,;1;23,27;10;25;4;9;1;6;3;3;1;1;1;6;7;1;0;0;3;2;1;0
15;3;15;1;1;5;Hettsheimeir;1;23;18;28;7;11;2;3;5;8;2;3;1;4;5;1;1;0;0;3;0;0
15;3;15;1;1;2;Robert Day;1;22,22;12;21;4;7;2;5;2;2;2;2;0;2;2;3;0;0;3;1;0;0
15;3;15;1;1;5;Sena;1;22,19;6;11;2;4;0;0;2;4;2;3;0;2;2;1;0;0;2;2;0;0
15;3;15;1;1;2;Paulinho Boracini;1;20,02;10;19;4;7;2;5;2;2;0;0;1;1;2;3;0;0;1;1;0;0
15;3;15;1;1;5;Labbate;1;4,39;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;2;0;0;0
15;3;15;1;1;3;Lao;1;1,42;1;2;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;1;0;0
15;3;15;1;1;0;1;1;;88;152;34;56;11;26;23;30;9;14;5;30;35;19;4;1;16;23;8;0
15;15;3;1;2;3;Marcio 5;1;36,54;10;25;3;9;2;5;1;4;2;2;0;1;1;0;0;0;3;1;0;0
15;15;3;1;2;4;Mosso;1;36,23;5;31;2;12;0;6;2;6;1;1;2;6;8;2;0;0;3;2;1;0
15;15;3;1;2;2;Eddy;1;35,35;18;42;5;13;2;6;3;7;6;10;2;3;5;0;1;0;4;5;1;1
15;15;3;1;2;1;Caleb Brown;1;33,28;22;33;8;12;3;6;5;6;3;3;2;1;3;4;1;0;2;4;1;0
15;15;3;1;2;4;Pablo;1;27,14;6;15;2;5;1;3;1;2;1;2;1;4;5;1;1;0;3;2;2;0
15;15;3;1;2;1;Pedrinho;1;19,08;2;13;1;5;0;3;1;2;0;0;0;0;0;0;1;0;3;0;1;0
15;15;3;1;2;3;Murilo 2;1;5,07;0;5;0;2;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0
15;15;3;1;2;6;Cintra;1;4,24;1;7;0;2;0;1;0;1;1;2;0;0;0;0;0;0;1;1;0;0
15;15;3;1;2;1;Dieginho;1;1,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;15;3;1;2;5;Maique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;15;3;1;2;5;Matheus Fontes;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;15;3;1;2;0;1;1;;64;171;21;60;8;31;13;29;14;20;9;16;25;7;8;0;22;15;6;1
15;3;20;1;1;3;Alex Garcia;1;38,58;9;25;2;8;1;5;1;3;4;4;0;5;5;6;2;0;5;3;5;0
15;3;20;1;1;5;Hettsheimeir;1;37,18;17;32;6;12;5;8;1;4;0;0;0;3;3;0;1;0;2;1;1;0
15;3;20;1;1;4;Jefferson W,;1;30,12;7;14;3;6;1;2;2;4;0;0;2;4;6;3;1;0;2;0;2;0
15;3;20;1;1;1;R, Fischer;1;30,06;8;31;2;10;0;7;2;3;4;4;1;3;4;4;1;0;2;4;2;0
15;3;20;1;1;2;Robert Day;1;27,27;14;35;5;12;4;11;1;1;0;0;2;3;5;4;1;0;3;1;0;0
15;3;20;1;1;3;Lao Meindl;1;22,52;10;24;5;9;0;3;5;6;0;3;1;4;5;0;1;0;3;6;0;0
15;3;20;1;1;5;Sena;1;8,04;4;4;2;2;0;0;2;2;0;0;1;0;1;0;0;0;1;0;1;1
15;3;20;1;1;2;Paulinho Boracini;1;5;2;10;1;4;0;2;1;2;0;0;0;0;0;1;0;0;0;0;1;0
15;3;20;1;1;6;Felipe;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;20;1;1;5;Labbate;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;20;1;1;3;Lao;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;20;1;1;1;Stefano;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;3;20;1;1;0;1;1;;71;175;26;63;11;38;15;25;8;11;7;23;30;18;12;0;18;15;12;1
15;20;3;1;2;5;Renan 1;1;40;13;30;5;12;2;4;3;8;1;2;0;8;8;3;0;0;3;2;1;0
