,Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
0,1,01:58,LSB,16,22,FC_T,Técnico do Liga Sorocabana
1,1,01:59,LSB,16,22,substituicao_entra,Gaúcho 
2,1,01:59,LSB,16,22,substituicao_sai,Verson 
3,1,01:59,LSB,16,22,substituicao_entra,Socas 
4,1,01:59,LSB,16,22,substituicao_sai,Neto 
5,1,02:04,FRA,16,22,RD, Franca
6,1,02:04,LSB,16,22,3_Pts_T,Victor
7,1,02:24,FRA,16,22,2_Pts_C,Thiaguinho
8,1,02:33,FRA,16,20,,
9,1,02:33,LSB,16,20,ER,Neto
10,1,02:57,FRA,16,20,2_Pts_C,Antonio
11,1,03:07,LSB,16,18,LL_Pts_C,Gradnigo
12,1,03:07,LSB,15,18,LL_Pts_C,Gradnigo
13,1,03:07,FRA,14,18,substituicao_entra,Schneider 
14,1,03:07,FRA,14,18,substituicao_sai,Bruno 
15,1,03:07,LSB,14,18,FR,Gradnigo
16,1,03:07,FRA,14,18,FC,Isaac
17,1,03:22,FRA,14,18,2_Pts_C,Isaac
18,1,03:39,LSB,14,16,2_Pts_C,Fab Melo
19,1,03:39,LSB,12,16,,
20,1,03:52,LSB,12,16,RD, Victor
21,1,03:52,LSB,12,16,TO,Gradnigo
22,1,03:52,FRA,12,16,2_Pts_T,Bruno
23,1,03:58,FRA,12,16,RO, Bruno
24,1,03:58,FRA,12,16,3_Pts_T,Bruno
25,1,04:06,FRA,12,16,RD, Isaac
26,1,04:06,LSB,12,16,2_Pts_T,Neto
27,1,04:17,FRA,12,16,LL_Pts_C,Antonio
28,1,04:17,FRA,12,15,LL_Pts_T,Antonio
29,1,04:17,LSB,12,15,substituicao_entra,Verson 
30,1,04:17,LSB,12,15,substituicao_sai,Renato Scholz 
31,1,04:17,FRA,12,15,FR,Antonio
32,1,04:17,LSB,12,15,FC,Renato Scholz
33,1,04:26,LSB,12,15,LL_Pts_C,Fab Melo
34,1,04:26,LSB,11,15,LL_Pts_T,Fab Melo
35,1,04:26,LSB,11,15,FR,Fab Melo
36,1,04:26,FRA,11,15,FC,João Pedro
37,1,04:36,LSB,11,15,RD, Renato Scholz
38,1,04:36,FRA,11,15,3_Pts_T,Bruno
39,1,04:38,LSB,11,15,LL_Pts_C,Fab Melo
40,1,04:46,LSB,10,15,EN,Fab Melo
41,1,04:46,LSB,8,15,FR,Fab Melo
42,1,04:46,FRA,8,15,FC,Antonio
43,1,04:59,LSB,8,15,RO, Liga Sorocabana
44,1,04:59,LSB,8,15,2_Pts_T,Fab Melo
45,1,05:13,FRA,8,15,2_Pts_C,Isaac
46,1,05:24,FRA,8,13,FR,João Pedro
47,1,05:24,LSB,8,13,FC,Victor
48,1,05:39,LSB,8,13,2_Pts_C,Neto
49,1,05:41,FRA,6,13,substituicao_entra,João Pedro 
50,1,05:41,FRA,6,13,substituicao_sai,Kurtz 
51,1,05:41,LSB,6,13,substituicao_entra,Victor 
52,1,05:41,LSB,6,13,substituicao_sai,Chupeta 
53,1,05:41,LSB,6,13,substituicao_entra,Fab Melo 
54,1,05:41,LSB,6,13,substituicao_sai,Lupa 
55,1,05:41,LSB,6,13,FR,Chupeta
56,1,05:41,FRA,6,13,FC_O,Kurtz
57,1,05:41,LSB,6,13,BR,Chupeta
58,1,05:41,FRA,6,13,ER,Thiaguinho
59,1,05:41,FRA,6,13,BR,Thiaguinho
60,1,05:41,LSB,6,13,ER,Chupeta
61,1,06:00,LSB,6,13,RD, Chupeta
62,1,06:00,LSB,6,13,TO,Chupeta
63,1,06:00,FRA,6,13,3_Pts_T,Thiaguinho
64,1,06:06,LSB,6,13,ER,Gradnigo
