Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#18,Lupa,18.4,3,1,0,4.0,5.0,0,0,14,31,0,0,6,13,2,5,3,3,6
#7,Ambrosino,16.8,0,1,0,2.0,2.0,2,0,13,13,2,2,2,2,3,3,2,2,4
#24,L. Eltink,33.9,3,2,1,1.0,1.0,0,1,11,22,1,4,4,5,0,0,4,2,6
#16,Rafael,20.6,1,0,0,3.0,2.0,1,0,11,13,1,1,2,3,4,4,2,1,3
#4,Mariani,28.4,6,1,0,1.0,1.0,1,0,10,25,2,5,2,5,0,0,3,2,5
#10,Duda,20.4,3,1,0,1.0,2.0,4,0,8,17,2,4,1,2,0,1,1,0,1
#21,Conceição,18.4,1,0,0,5.0,1.0,4,3,8,18,0,0,3,8,2,2,4,3,7
#9,Figueredo,29.4,4,1,0,2.0,3.0,3,0,6,19,0,3,2,4,2,2,1,1,2
#8,Buemo,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Abner,2.5,0,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#0,Guga,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Eugeniusz,10.6,4,3,0,3.0,3.0,1,0,0,5,0,1,0,0,0,2,0,0,0
Equipe,Equipe,0.0,25,10,1,24.0,20.0,17,4,81,163,8,20,22,42,13,19,23,14,37
#55,Augusto,17.8,0,1,0,2.0,2.0,2,0,15,25,4,7,1,1,1,2,2,1,3
#10,Gustavo,31.2,2,1,0,3.0,2.0,3,0,15,30,2,5,4,7,1,1,1,0,1
#22,Paulo,23.8,0,0,1,2.0,2.0,1,0,11,22,2,4,2,4,1,2,2,0,2
#19,Gegê,30.3,10,3,0,2.0,9.0,2,0,9,18,1,3,1,2,4,5,3,0,3
#16,Rodrigues,22.5,0,0,1,2.0,3.0,2,1,9,23,0,0,3,9,3,5,2,4,6
#25,Scheuer,10.6,0,1,0,1.0,0.0,1,0,4,12,0,0,2,6,0,0,0,1,1
#2,Smith,16.5,0,0,0,3.0,3.0,2,0,3,11,0,1,1,2,1,4,3,1,4
#20,Aquiles,13.1,1,1,0,0.0,1.0,0,0,2,10,0,2,0,1,2,2,1,1,2
#44,Coimbra,10.8,1,0,0,3.0,0.0,2,0,2,4,0,0,1,2,0,0,2,0,2
#1,Funches III,11.4,0,0,0,0.0,2.0,2,0,1,2,0,0,0,0,1,2,2,1,3
#5,Murilo,6.3,3,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#6,Leandro,6.0,0,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,1,0,1
Equipe,Equipe,0.0,17,7,2,20.0,24.0,19,1,71,160,9,23,15,34,14,23,22,13,35
