Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#14,Georginho,34.6,5,3,1,3.0,8.0,2,2,23,43,0,2,6,13,11,11,8,1,9
#23,Léo Meindl,34.7,4,0,0,4.0,7.0,2,1,21,42,1,5,6,9,6,9,5,5,10
#8,Shamell,38.3,0,0,0,2.0,4.0,5,0,18,41,2,6,5,9,2,5,3,2,5
#11,Jefferson,31.4,3,2,1,4.0,4.0,3,0,9,27,1,7,1,1,4,4,3,3,6
#2,Jones,23.7,2,1,0,1.0,1.0,0,0,8,20,2,4,0,3,2,2,2,0,2
#44,Renan,26.9,0,0,1,4.0,2.0,0,0,6,18,1,4,1,2,1,2,5,2,7
#21,Murilo,5.7,0,0,0,1.0,2.0,0,0,3,6,0,0,0,1,3,4,1,2,3
#34,Kurtz,4.4,0,0,0,3.0,1.0,0,0,1,2,0,0,0,0,1,2,3,0,3
#3,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Cassiano,0.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Igor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,6,3,23.0,29.0,12,3,89,199,7,28,19,38,30,39,33,16,49
#25,Nesbitt,39.6,1,3,0,4.0,7.0,3,1,24,44,0,2,6,13,12,12,5,6,11
#1,Fischer,30.2,6,1,0,3.0,4.0,1,0,21,38,3,6,5,9,2,2,3,1,4
#2,Fuller,37.9,2,0,0,1.0,5.0,1,0,17,47,3,9,3,9,2,2,5,0,5
#21,Wesley,15.8,1,2,0,5.0,2.0,0,0,8,15,0,1,3,4,2,4,1,0,1
#0,Douglas Santos,7.3,0,0,0,4.0,1.0,0,0,4,6,0,0,1,2,2,2,1,2,3
#12,Humberto,20.8,1,0,0,5.0,1.0,2,0,4,7,1,1,0,1,1,2,3,1,4
#31,Robinson,13.8,2,1,0,5.0,1.0,0,0,2,9,0,2,1,1,0,1,4,0,4
#23,Pecos,11.9,0,0,0,0.0,1.0,2,0,0,12,0,2,0,3,0,0,2,0,2
#8,Dalaqua,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Mencarini,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#10,Vezaro,19.3,3,1,0,2.0,0.0,0,0,0,10,0,2,0,2,0,0,2,2,4
#32,Johnson,3.5,0,0,0,1.0,0.0,0,0,0,4,0,0,0,2,0,0,0,1,1
Equipe,Equipe,0.0,16,8,0,30.0,22.0,9,1,80,192,7,25,19,46,21,25,29,14,43
