Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Lucas Dias,33.9,3,1,1,3.0,8.0,1,0,25,41,1,4,5,7,12,15,8,2,10
#5,Elinho,37.3,4,1,0,2.0,2.0,4,0,18,26,6,8,0,1,0,0,1,0,1
#32,David Jackson,38.5,5,1,4,1.0,6.0,2,0,11,24,1,4,1,3,6,6,5,0,5
#15,Cipolini,21.1,1,0,0,2.0,1.0,0,2,9,15,1,3,3,3,0,0,3,0,3
#18,Jimmy,23.0,1,1,0,4.0,0.0,1,0,8,20,2,4,1,4,0,0,5,2,7
#30,Hettsheimeir,18.9,2,0,0,4.0,4.0,2,1,7,21,0,3,3,4,1,4,5,0,5
#20,Schattmann,17.4,2,2,0,3.0,2.0,1,0,3,10,1,2,0,2,0,0,3,0,3
#33,Guilherme,5.9,0,0,0,0.0,0.0,0,0,3,6,1,2,0,0,0,0,0,0,0
#4,Adyel,4.1,0,1,0,0.0,0.0,1,0,2,2,0,0,1,1,0,0,2,0,2
#23,Augusto,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Jean,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Márcio,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,7,5,20.0,23.0,12,3,86,165,13,30,14,25,19,25,33,5,38
#2,Fúlvio,34.3,9,2,0,3.0,2.0,1,0,15,36,2,5,2,8,5,5,3,0,3
#10,Fabricio,29.8,1,0,0,3.0,3.0,1,0,15,21,2,4,3,3,3,3,3,0,3
#20,Gruber,31.4,2,1,0,5.0,2.0,1,0,14,29,2,3,3,9,2,2,3,2,5
#40,André Goes,24.9,1,2,0,5.0,3.0,1,0,11,29,2,4,2,8,1,1,6,1,7
#24,Paranhos,19.0,0,0,0,2.0,6.0,2,0,10,22,0,0,3,7,4,8,4,2,6
#9,Fuzaro,35.4,3,0,0,4.0,3.0,1,0,10,25,1,4,2,5,3,3,1,1,2
#3,Lucas,4.8,1,0,0,0.0,0.0,2,0,3,5,1,1,0,1,0,0,0,0,0
#32,Lessa,16.6,2,1,0,2.0,0.0,0,0,2,7,0,1,1,2,0,0,0,0,0
#13,Alex,3.5,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#8,Colina,0.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,6,0,24.0,19.0,9,0,80,176,10,22,16,44,18,22,24,8,32
