Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#14,Dawkins,33.0,7,0,0,1.0,2.0,2,0,18,38,3,9,4,5,1,1,4,0,4
#33,C. Torres,21.9,3,1,0,3.0,1.0,1,0,15,18,3,4,3,3,0,0,2,1,3
#3,Bennett,21.6,7,1,0,3.0,1.0,0,0,15,18,0,1,7,7,1,1,0,0,0
#23,L. Cauê,23.5,2,1,0,4.0,1.0,0,1,15,19,0,0,7,9,1,1,10,3,13
#7,Isaac,18.5,1,2,0,1.0,0.0,2,1,11,19,3,5,1,2,0,0,2,0,2
#6,Scaglia,20.9,3,2,0,2.0,0.0,2,0,10,16,2,4,2,2,0,0,1,2,3
#50,Ware,25.4,1,1,0,2.0,3.0,0,0,9,20,1,4,3,4,0,0,6,1,7
#26,Betinho,19.4,7,1,0,1.0,1.0,2,0,8,27,2,7,1,3,0,0,3,0,3
#9,Buffat,15.8,2,0,0,3.0,0.0,2,0,5,7,1,1,1,2,0,0,2,1,3
#13,Toledo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,33,9,0,20.0,9.0,12,2,106,182,15,35,29,37,3,3,30,8,38
#23,Nezinho,30.7,4,1,0,2.0,6.0,5,0,23,39,2,6,4,6,9,9,3,0,3
#21,B. Fiorotto,32.8,5,3,0,1.0,3.0,2,1,14,26,0,0,6,11,2,4,3,3,6
#7,Pedrinho Rava,39.2,6,2,0,1.0,6.0,2,0,11,21,0,0,3,8,5,5,3,1,4
#9,Rafa Moreira,29.2,2,2,0,2.0,2.0,1,0,10,35,2,7,1,5,2,4,1,0,1
#5,Marcelão,25.1,0,0,0,0.0,1.0,1,1,6,16,0,0,3,8,0,0,5,5,10
#4,Arthur,17.6,1,0,0,2.0,2.0,0,0,5,17,1,5,0,0,2,2,1,0,1
#8,Gabriel,16.2,0,1,0,0.0,0.0,0,0,2,7,0,1,1,2,0,0,1,0,1
#11,Felipe,3.9,0,0,0,1.0,0.0,1,0,0,3,0,1,0,0,0,0,0,0,0
#20,Suassuna,5.4,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,9,0,9.0,20.0,13,2,71,167,5,21,18,40,20,24,19,9,28
