Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#24,Douglas Nunes,32.8,1,1,0,3.0,4.0,1,1,27,47,3,6,8,13,2,3,10,2,12
#34,Barnes,29.8,1,2,0,2.0,3.0,2,0,17,33,3,7,2,4,4,4,1,0,1
#6,Gemerson,26.4,2,0,0,3.0,2.0,1,0,16,29,2,5,5,7,0,0,2,1,3
#4,Pepo Vidal,30.8,13,4,0,2.0,3.0,1,0,11,28,2,6,2,4,1,2,3,1,4
#0,João Vitor,14.4,0,1,1,2.0,5.0,1,1,9,18,0,0,1,5,7,8,10,4,14
#33,Miller,22.7,2,1,0,1.0,0.0,1,0,6,12,2,4,0,0,0,0,1,1,2
#11,Antonio,14.6,1,0,0,0.0,0.0,1,0,3,13,1,3,0,2,0,0,0,2,2
#1,Spencer,8.4,0,0,0,2.0,0.0,0,0,0,8,0,2,0,1,0,0,0,0,0
#21,Pezão,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#35,Gemadinha,11.7,0,0,0,0.0,1.0,0,0,0,9,0,3,0,0,0,0,1,1,2
#3,Nicolas Ronsini,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Gabriel,8.0,0,0,0,2.0,0.0,1,0,0,6,0,2,0,0,0,0,0,1,1
Equipe,Equipe,0.0,20,9,1,17.0,18.0,10,2,89,203,13,38,18,36,14,17,29,15,44
#9,Figueredo,26.3,4,0,0,2.0,3.0,3,0,17,34,3,6,2,6,4,4,4,1,5
#4,Mariani,31.2,0,0,0,1.0,2.0,0,0,14,33,2,5,3,8,2,2,0,1,1
#16,Rafael,27.0,1,2,0,2.0,3.0,1,0,14,21,0,1,5,7,4,4,5,2,7
#24,L. Eltink,26.2,2,1,0,1.0,3.0,2,0,11,22,0,2,3,5,5,6,3,0,3
#21,Conceição,26.9,1,1,1,3.0,1.0,3,0,8,13,0,0,4,5,0,1,4,1,5
#18,Lupa,10.0,0,0,1,3.0,1.0,0,0,4,10,0,0,1,4,2,2,1,1,2
#6,Eugeniusz,13.0,3,0,0,4.0,2.0,2,0,4,6,0,0,1,2,2,2,3,0,3
#10,Duda,19.2,1,2,0,1.0,0.0,3,0,3,17,1,3,0,4,0,0,1,1,2
#8,Buemo,8.8,0,1,0,1.0,2.0,1,0,2,3,0,0,1,1,0,1,2,0,2
#33,Abner,3.1,0,0,0,0.0,0.0,0,0,0,4,0,0,0,2,0,0,1,1,2
#0,Guga,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Ambrosino,8.5,0,0,0,0.0,0.0,2,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,12,7,2,19.0,17.0,17,0,77,165,6,17,20,45,19,22,26,10,36
