Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#22,Paulo,29.5,1,1,0,2.0,2.0,0,1,22,36,3,5,5,9,3,3,4,1,5
#44,Coimbra,22.4,2,2,0,2.0,4.0,2,0,14,27,0,0,7,12,0,3,3,5,8
#0,Thornton,32.5,2,0,0,3.0,3.0,2,0,13,32,0,4,5,8,3,4,4,2,6
#19,Gegê,33.3,10,1,0,1.0,3.0,1,0,13,32,3,8,1,3,2,2,4,2,6
#10,Gustavo,29.6,3,2,0,3.0,0.0,2,0,8,22,2,6,1,2,0,0,2,1,3
#1,Funches III,22.7,0,2,0,3.0,4.0,1,1,7,15,0,1,2,4,3,4,6,2,8
#55,Augusto,14.5,3,1,0,2.0,1.0,1,0,5,16,1,4,1,2,0,0,5,0,5
#25,Scheuer,10.1,1,1,0,1.0,0.0,1,1,2,2,0,0,1,1,0,0,0,0,0
#6,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#16,Rodrigues,4.9,0,0,0,1.0,1.0,1,0,0,4,0,0,0,2,0,0,0,1,1
#20,Aquiles,0.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,22,10,0,18.0,18.0,11,3,84,186,9,28,23,43,11,16,30,14,44
#10,Alex,38.1,4,1,0,1.0,8.0,2,0,17,38,2,8,3,4,5,6,5,0,5
#3,Brite,33.4,5,2,0,3.0,5.0,3,0,17,37,5,9,1,5,0,0,1,1,2
#20,Davis,25.4,1,1,0,1.0,0.0,3,0,12,21,4,7,0,0,0,0,2,1,3
#14,Sualisson,23.7,0,0,0,3.0,1.0,2,0,8,14,0,0,4,6,0,2,3,0,3
#12,Mathias,17.1,0,0,0,3.0,0.0,2,1,8,13,0,1,4,5,0,0,3,0,3
#8,Cauê,26.2,2,1,0,5.0,1.0,1,0,5,17,1,5,1,1,0,0,5,0,5
#17,Rashaun,29.9,2,2,0,2.0,3.0,2,0,3,16,1,2,0,4,0,2,4,1,5
#7,Gabriel,3.2,1,0,0,0.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#5,Armani,1.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#9,Bruninho,1.5,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,7,0,18.0,18.0,16,1,72,158,13,32,14,26,5,10,27,4,31
