Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#11,Marquinhos,28.7,2,1,0,4.0,3.0,2,0,22,30,6,8,1,2,2,2,5,0,5
#71,Demétrio,26.6,2,0,0,3.0,1.0,1,1,16,29,3,5,3,6,1,2,3,3,6
#7,Black,10.7,0,0,0,3.0,4.0,1,0,12,28,2,6,3,4,0,2,3,3,6
#12,Mineiro,26.4,5,0,0,0.0,0.0,0,0,11,16,1,2,4,5,0,0,2,0,2
#16,Olivinha,24.0,1,0,0,2.0,1.0,1,0,10,18,2,4,2,2,0,2,3,3,6
#6,Balbi,34.9,11,0,0,3.0,0.0,2,0,10,21,2,5,2,3,0,0,7,1,8
#32,Zach Graham,21.8,0,0,0,0.0,2.0,0,0,9,20,1,4,1,2,4,4,0,0,0
#9,Deryk,22.3,3,0,0,3.0,1.0,0,0,5,27,1,7,0,2,2,2,1,1,2
#1,Pedro Nunes,4.8,0,0,0,0.0,0.0,1,0,0,3,0,1,0,0,0,0,1,0,1
#7,Jhonatan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Ruan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,1,0,18.0,12.0,8,1,95,192,18,42,16,26,9,14,27,11,38
#14,Georginho,39.9,11,1,0,1.0,6.0,0,1,24,44,4,10,3,4,6,6,9,1,10
#8,Shamell,35.4,4,1,0,1.0,2.0,1,0,24,42,6,12,3,3,0,0,3,0,3
#44,Renan,37.2,1,0,0,3.0,3.0,0,0,21,29,7,9,0,1,0,0,8,3,11
#23,Léo Meindl,32.9,3,2,0,3.0,6.0,1,1,14,36,2,6,2,6,4,6,1,2,3
#21,Murilo,24.5,2,0,0,1.0,1.0,0,0,13,24,2,4,3,5,1,2,0,0,0
#2,Jones,7.4,0,0,0,2.0,0.0,0,0,3,10,1,2,0,2,0,0,2,1,3
#11,Jefferson,18.3,1,0,0,1.0,0.0,0,0,3,15,1,3,0,3,0,0,0,3,3
#3,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#34,Kurtz,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Cassiano,4.6,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,1,1
#20,Igor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,22,4,0,12.0,18.0,3,2,102,203,23,47,11,24,11,14,26,12,38
