Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#10,Duda,24.8,3,0,0,3.0,6.0,4,0,15,18,1,2,3,3,6,6,2,0,2
#0,Morillo,29.5,1,1,0,1.0,2.0,0,0,14,37,2,5,3,10,2,2,4,2,6
#16,Rafael,25.1,4,1,0,2.0,3.0,1,0,13,20,2,2,3,6,1,2,1,0,1
#9,Figueredo,26.0,5,0,0,2.0,3.0,1,0,12,24,2,4,3,6,0,0,0,0,0
#4,Mariani,22.1,1,0,0,0.0,2.0,1,0,9,17,1,3,2,3,2,2,2,0,2
#18,Lupa,22.1,2,1,0,3.0,0.0,0,0,8,14,0,0,4,7,0,0,1,1,2
#24,L. Eltink,16.2,0,0,0,0.0,0.0,1,1,7,13,1,3,2,2,0,0,2,2,4
#21,Conceição,15.0,0,0,1,4.0,0.0,1,0,2,2,0,0,1,1,0,0,1,0,1
#7,Ambrosino,9.7,2,0,0,1.0,2.0,1,0,2,11,0,1,1,4,0,0,1,2,3
#5,Jean,9.5,1,1,0,1.0,2.0,1,0,1,7,0,1,0,0,1,4,0,0,0
#17,Fidelis,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#19,Pedro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,4,1,18.0,20.0,13,1,83,163,9,21,22,42,12,16,16,12,28
#3,Brite,26.5,4,1,1,4.0,3.0,1,0,28,36,2,2,10,13,2,4,2,0,2
#11,Vinicius,28.5,4,0,1,4.0,8.0,1,3,25,28,2,2,6,7,7,8,3,0,3
#10,Alex,32.4,2,3,0,3.0,1.0,2,0,19,35,5,9,2,4,0,0,2,2,4
#14,Sualisson,24.9,2,0,1,2.0,2.0,2,0,9,20,1,2,3,7,0,0,1,3,4
#12,Mathias,10.9,0,0,1,1.0,0.0,1,0,6,10,0,0,3,5,0,0,7,3,10
#20,Davis,31.3,3,1,0,2.0,1.0,0,0,6,18,0,3,2,3,2,3,3,1,4
#7,Gabriel,19.9,1,0,0,2.0,1.0,0,0,5,14,1,2,1,4,0,0,4,0,4
#8,Cauê,22.8,6,1,0,2.0,0.0,1,0,5,8,1,2,1,1,0,0,0,1,1
#5,Armani,2.9,0,0,0,0.0,1.0,1,0,1,4,0,0,0,1,1,2,0,1,1
#17,Rashaun,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,22,6,4,20.0,17.0,10,3,104,173,12,22,28,45,12,17,22,13,35
