Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,Jefferson,28.7,4,2,0,3.0,2.0,4,0,16,30,2,4,4,8,2,2,2,0,2
#9,Pastor,25.5,1,0,0,1.0,4.0,0,0,11,17,1,2,2,3,4,5,2,1,3
#12,Pedro,15.5,1,0,0,2.0,3.0,1,0,9,14,0,1,3,3,3,5,1,0,1
#30,Enzo,23.8,1,0,0,1.0,2.0,2,0,8,29,2,9,1,1,0,0,3,0,3
#1,Gerson,16.1,1,2,0,5.0,0.0,1,1,6,8,0,0,3,4,0,0,2,1,3
#3,Lucão,17.0,3,2,0,5.0,2.0,0,1,6,12,0,0,2,4,2,4,1,1,2
#2,Thiaguinho,15.8,1,0,0,1.0,2.0,0,0,6,10,1,2,1,1,1,2,2,0,2
#10,Ansaloni,12.9,1,1,0,4.0,1.0,3,0,5,8,1,2,0,0,2,2,4,0,4
#23,Baxley,14.8,1,0,0,1.0,3.0,0,0,4,14,0,2,1,3,2,2,2,0,2
#32,Sahdi,19.6,4,0,0,1.0,4.0,5,0,3,3,1,1,0,0,0,0,1,0,1
#11,Lucious,10.1,1,0,0,0.0,1.0,1,0,1,7,0,1,0,1,1,2,1,0,1
#34,Lelê,0.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,7,0,25.0,24.0,17,2,75,152,8,24,17,28,17,24,23,3,26
#6,Ronald,34.4,1,1,1,2.0,4.0,3,2,22,26,0,0,9,11,4,4,5,2,7
#4,Arthur,26.7,2,0,0,3.0,3.0,1,0,17,34,0,3,8,11,1,3,2,1,3
#23,Nezinho,31.0,13,4,1,4.0,6.0,7,0,12,19,2,3,1,3,4,4,2,0,2
#22,Pedro,21.4,0,0,0,3.0,2.0,1,0,11,14,1,1,2,3,4,5,0,0,0
#7,Pedrinho Rava,15.3,3,3,0,1.0,5.0,1,0,9,12,1,1,1,2,4,5,2,2,4
#77,Gui Bento,9.6,1,0,0,1.0,0.0,0,1,5,14,1,4,1,1,0,0,2,0,2
#3,Gui Santos,22.8,0,0,0,2.0,1.0,0,0,5,14,1,2,1,4,0,0,0,1,1
#9,Rafa Moreira,18.5,1,0,0,4.0,1.0,1,0,3,11,1,3,0,1,0,0,4,0,4
#21,B. Fiorotto,19.8,3,0,0,4.0,2.0,3,0,2,10,0,0,1,5,0,0,9,0,9
#5,Marcelão,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
#8,Gabriel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,8,2,24.0,24.0,17,3,86,154,7,17,24,41,17,21,26,7,33
