Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#3,Bennett,26.5,5,0,0,2.0,3.0,2,0,20,26,1,2,6,7,5,6,3,0,3
#33,C. Torres,29.9,1,0,1,2.0,3.0,1,0,14,21,2,3,3,4,2,4,5,1,6
#7,Isaac,18.3,0,0,0,1.0,4.0,0,0,12,21,1,3,2,3,5,6,3,1,4
#26,Betinho,27.9,5,0,0,3.0,9.0,2,0,12,25,1,3,1,4,7,8,5,0,5
#50,Ware,22.1,0,1,0,4.0,3.0,2,0,10,22,2,4,2,5,0,0,4,1,5
#23,L. Cauê,23.7,1,0,0,1.0,2.0,1,1,8,21,0,1,3,7,2,4,1,3,4
#14,Dawkins,22.9,2,1,0,2.0,0.0,4,0,5,11,1,3,1,1,0,0,0,3,3
#9,Buffat,20.9,1,0,1,1.0,1.0,2,0,3,6,1,2,0,0,0,0,2,1,3
#6,Scaglia,8.0,0,0,0,0.0,0.0,0,0,3,3,1,1,0,0,0,0,0,0,0
#13,Toledo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,2,2,16.0,25.0,14,1,87,156,10,22,18,31,21,28,24,13,37
#0,Thornton,34.3,4,1,0,1.0,4.0,3,0,23,39,3,5,4,9,6,6,1,0,1
#10,Gustavo,29.3,2,1,0,5.0,0.0,1,0,21,37,5,9,3,5,0,0,0,0,0
#1,Funches III,26.7,0,1,0,5.0,4.0,1,1,11,17,0,0,3,6,5,5,1,0,1
#25,Scheuer,20.5,1,0,0,1.0,3.0,1,0,6,12,0,0,2,5,2,2,1,0,1
#19,Gegê,31.1,9,1,0,3.0,0.0,2,0,5,11,1,3,1,1,0,0,1,0,1
#55,Augusto,10.8,1,0,0,2.0,3.0,1,0,5,15,1,3,0,2,2,2,0,0,0
#44,Coimbra,15.5,0,0,0,4.0,0.0,1,0,4,6,0,0,2,3,0,0,1,0,1
#16,Rodrigues,14.2,1,0,0,2.0,0.0,0,0,4,10,0,0,2,5,0,0,1,5,6
#20,Aquiles,4.9,0,1,0,1.0,1.0,0,0,2,10,0,2,1,1,0,2,0,0,0
#22,Paulo,12.7,1,1,0,1.0,0.0,0,0,2,4,0,0,1,2,0,0,2,1,3
#6,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,6,0,25.0,15.0,10,1,83,161,10,22,19,39,15,17,14,8,22
