Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,Jhonatan,25.6,1,1,0,2.0,3.0,3,0,23,33,5,7,3,5,2,2,4,1,5
#32,Zach Graham,26.9,4,1,1,0.0,4.0,0,0,12,15,2,3,0,0,6,6,1,0,1
#71,Demétrio,23.6,2,0,0,4.0,4.0,1,0,9,31,1,5,3,7,0,2,8,2,10
#33,Vargas,17.1,0,2,2,0.0,1.0,1,0,9,20,0,0,4,9,1,2,5,2,7
#11,Marquinhos,14.3,1,0,0,0.0,0.0,1,0,8,15,2,3,1,3,0,0,1,0,1
#12,Mineiro,21.6,3,2,1,3.0,3.0,2,1,6,18,0,2,1,3,4,6,3,2,5
#6,Balbi,23.4,8,2,0,1.0,2.0,1,0,6,18,1,4,0,1,3,4,6,1,7
#1,Pedro Nunes,13.7,0,1,0,1.0,2.0,1,0,3,12,0,1,1,3,1,3,0,0,0
#55,Barrera,18.6,3,0,0,2.0,2.0,1,0,2,5,0,1,1,1,0,0,1,0,1
#9,Deryk,13.8,2,0,0,0.0,0.0,1,0,0,8,0,2,0,1,0,0,1,0,1
#20,R. Rachel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#34,Maciel,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,9,4,13.0,21.0,12,1,78,175,11,28,14,33,17,25,31,9,40
#3,Brite,35.8,9,4,0,2.0,3.0,2,0,16,25,2,3,4,7,2,2,2,1,3
#14,Sualisson,31.8,2,0,3,4.0,1.0,4,0,14,23,0,1,7,10,0,0,3,1,4
#11,Vinicius,21.8,2,0,0,3.0,3.0,1,0,12,20,2,2,2,6,2,2,6,1,7
#17,Rashaun,20.0,0,1,0,3.0,2.0,2,0,7,23,0,4,3,5,1,1,5,0,5
#8,Cauê,18.0,1,0,0,1.0,1.0,1,0,7,18,1,2,1,5,2,2,3,1,4
#10,Alex,25.5,3,0,0,3.0,2.0,1,0,6,21,1,3,1,5,1,2,1,0,1
#20,Davis,22.2,0,0,0,1.0,0.0,0,0,5,20,1,4,1,4,0,0,2,0,2
#12,Mathias,18.1,2,2,1,4.0,1.0,1,0,4,6,0,0,2,3,0,0,5,0,5
#7,Gabriel,6.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Armani,0.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,7,4,21.0,13.0,13,0,71,156,7,19,21,45,8,9,32,5,37
