Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,Wiggins,36.3,0,0,1,2.0,5.0,4,0,23,41,2,5,5,9,7,8,2,1,3
#5,Massey,33.9,3,0,0,3.0,6.0,2,0,20,39,3,7,4,6,3,6,9,2,11
#3,Faggiano,34.2,9,2,0,3.0,5.0,1,0,19,26,2,2,4,7,5,6,1,0,1
#15,Renato,31.4,2,0,0,2.0,6.0,0,0,17,37,0,3,7,11,3,6,5,3,8
#20,Pará,27.1,1,1,0,4.0,1.0,0,0,5,19,1,5,1,2,0,0,4,0,4
#6,Brito,5.8,0,0,0,1.0,3.0,1,0,2,4,0,0,0,1,2,2,2,0,2
#25,Gabriel Jaú,12.6,1,1,0,5.0,0.0,1,1,2,4,0,0,1,2,0,0,2,0,2
#11,Emanuel,6.8,1,1,0,0.0,0.0,1,0,2,2,0,0,1,1,0,0,0,0,0
#13,Malachias,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#30,Mendes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Crescenzi,12.0,0,2,0,2.0,0.0,1,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,7,1,22.0,26.0,12,1,90,175,8,23,23,39,20,28,26,7,33
#33,Felipe,28.7,2,1,0,4.0,6.0,2,0,18,31,0,0,6,11,6,9,8,5,13
#20,Davis,20.7,0,0,0,1.0,1.0,0,0,15,23,5,7,0,1,0,0,1,0,1
#17,Rashaun,34.9,1,0,0,3.0,3.0,3,0,11,30,1,4,4,9,0,0,3,0,3
#3,Brite,20.3,6,1,0,4.0,3.0,3,0,11,22,1,4,2,2,4,6,1,1,2
#10,Alex,26.3,3,0,0,4.0,1.0,2,0,10,26,1,4,3,6,1,2,2,0,2
#14,Sualisson,18.2,0,0,1,4.0,2.0,2,1,9,18,0,1,4,6,1,3,3,0,3
#11,Vinicius,24.1,1,1,0,3.0,5.0,1,0,4,10,0,0,2,5,0,0,4,2,6
#8,Cauê,19.7,7,1,0,1.0,0.0,2,0,2,4,0,0,1,2,0,0,4,1,5
#12,Mathias,6.7,0,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#7,Gabriel,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Armani,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,4,1,27.0,21.0,18,1,80,164,8,20,22,42,12,20,28,10,38
