Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#55,Augusto,26.7,4,0,0,3.0,4.0,1,0,19,26,5,6,0,2,4,4,0,1,1
#22,Paulo,21.7,1,0,1,2.0,2.0,1,0,17,29,2,3,4,8,3,4,2,1,3
#10,Gustavo,35.5,2,0,0,3.0,2.0,0,0,16,32,3,5,2,7,3,3,6,1,7
#25,Scheuer,23.2,0,0,0,2.0,0.0,2,1,8,16,0,0,4,8,0,0,3,3,6
#9,Phillips,19.9,3,1,0,1.0,3.0,1,0,7,19,1,3,1,4,2,2,3,1,4
#1,Funches III,16.2,0,0,0,3.0,3.0,1,0,6,8,0,0,2,3,2,2,4,2,6
#16,Rodrigues,9.5,0,0,0,1.0,2.0,1,0,4,8,0,0,1,3,2,2,1,0,1
#19,Gegê,28.2,7,1,0,1.0,3.0,0,0,2,23,0,5,1,4,0,0,1,0,1
#20,Aquiles,4.3,0,1,0,0.0,1.0,0,0,1,5,0,1,0,0,1,2,0,1,1
#6,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#44,Coimbra,15.0,1,0,0,4.0,1.0,2,0,0,8,0,0,0,4,0,0,1,1,2
Equipe,Equipe,0.0,18,3,1,20.0,21.0,9,1,80,174,11,23,15,43,17,19,24,14,38
#23,Baxley,25.0,1,0,0,2.0,7.0,0,0,22,37,4,7,1,3,8,10,1,0,1
#1,Gerson,29.6,1,2,0,2.0,3.0,4,2,18,23,0,0,8,10,2,3,6,1,7
#12,Pedro,24.8,5,0,0,1.0,0.0,0,0,9,17,1,3,3,4,0,0,0,0,0
#10,Ansaloni,20.8,1,0,0,2.0,4.0,0,0,9,18,0,2,4,4,1,4,3,1,4
#30,Enzo,24.7,7,1,0,4.0,1.0,1,0,9,27,2,7,1,2,1,2,2,0,2
#32,Sahdi,25.3,4,1,0,4.0,3.0,2,0,5,13,1,3,0,1,2,2,2,0,2
#33,Figueroa,19.8,2,1,0,3.0,1.0,0,0,2,2,0,0,1,1,0,0,1,0,1
#9,Pastor,17.9,1,0,1,1.0,0.0,1,0,2,5,0,1,1,1,0,0,6,0,6
#3,Lucão,6.2,1,0,0,2.0,1.0,1,0,2,7,0,0,1,3,0,1,2,1,3
#34,Lelê,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2,Thiaguinho,6.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,23,5,1,21.0,20.0,11,2,78,149,8,23,20,29,14,22,27,4,31
