Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#31,Robinson,20.5,1,0,0,1.0,7.0,0,0,21,26,1,2,5,6,8,8,3,1,4
#1,Fischer,21.1,0,1,0,3.0,3.0,2,0,14,21,0,1,7,8,0,2,0,1,1
#10,Vezaro,19.7,1,1,0,1.0,2.0,1,0,12,15,1,1,3,4,3,4,2,2,4
#25,Nesbitt,23.4,2,1,0,1.0,3.0,3,0,10,15,2,3,1,2,2,2,1,2,3
#2,Fuller,17.7,3,3,0,2.0,3.0,0,0,9,21,1,2,2,5,2,5,2,0,2
#32,Johnson,15.7,2,1,0,2.0,6.0,1,0,9,15,0,0,3,4,3,7,4,0,4
#21,Wesley,19.3,0,0,1,3.0,0.0,0,0,6,18,0,2,3,6,0,0,1,1,2
#23,Pecos,21.9,1,1,0,0.0,3.0,1,0,6,23,0,1,1,7,4,6,2,0,2
#11,Teichmann,18.4,1,1,1,4.0,0.0,1,0,2,6,0,0,1,3,0,0,4,0,4
#12,Humberto,19.2,2,1,0,4.0,0.0,1,0,2,2,0,0,1,1,0,0,1,2,3
#0,Douglas Santos,3.1,0,1,0,1.0,0.0,2,0,0,2,0,0,0,0,0,0,0,0,0
#8,Dalaqua,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,13,11,2,23.0,27.0,13,0,91,164,5,12,27,46,22,34,22,11,33
#6,Gemerson,25.2,1,2,0,4.0,1.0,2,1,19,29,2,4,6,8,1,1,3,2,5
#34,Barnes,30.0,5,0,0,4.0,2.0,5,0,12,27,1,3,4,8,1,2,1,0,1
#24,Douglas Nunes,25.3,5,1,0,2.0,2.0,2,0,11,24,1,4,3,5,2,2,5,2,7
#0,João Vitor,23.1,0,0,3,3.0,2.0,3,2,10,22,0,1,4,7,2,3,7,1,8
#7,Gabriel,24.9,0,1,0,4.0,2.0,1,0,8,17,0,2,3,4,2,3,0,1,1
#1,Spencer,14.3,0,1,0,4.0,7.0,1,0,6,16,0,3,1,1,4,5,2,0,2
#11,Antonio,10.6,1,0,0,0.0,0.0,1,0,4,6,0,0,2,3,0,0,0,0,0
#35,Gemadinha,24.2,0,0,0,2.0,3.0,1,0,3,15,1,3,0,3,0,0,0,1,1
#33,Miller,12.2,1,0,0,3.0,1.0,0,0,2,5,0,1,1,1,0,0,1,0,1
#3,Nicolas Ronsini,10.2,2,0,0,1.0,2.0,2,0,0,3,0,1,0,0,0,0,2,0,2
#21,Pezão,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Pepo Vidal,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,5,3,27.0,22.0,18,3,75,164,5,22,24,40,12,16,21,12,33
