Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,Thornton,28.8,3,0,0,5.0,4.0,1,0,14,34,1,6,3,5,5,6,2,1,3
#1,Funches III,35.6,1,1,2,3.0,6.0,4,1,13,25,1,1,2,6,6,10,7,2,9
#10,Gustavo,28.4,3,1,0,1.0,3.0,2,0,10,28,2,5,1,5,2,3,4,1,5
#55,Augusto,8.3,2,0,0,4.0,1.0,0,0,8,13,1,1,2,4,1,2,1,0,1
#16,Rodrigues,6.6,0,0,0,2.0,3.0,0,0,7,11,0,0,1,3,5,5,0,1,1
#44,Coimbra,23.7,0,1,1,4.0,3.0,2,0,6,8,0,0,3,4,0,0,5,3,8
#19,Gegê,28.0,3,2,0,2.0,3.0,0,0,4,21,1,3,0,5,1,2,2,1,3
#9,Phillips,12.4,0,1,0,1.0,1.0,2,0,4,8,0,0,1,3,2,2,0,1,1
#22,Paulo,16.8,2,1,0,3.0,1.0,3,0,3,16,1,4,0,2,0,0,2,0,2
#6,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Aquiles,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#25,Scheuer,11.5,1,0,0,3.0,0.0,2,0,0,0,0,0,0,0,0,0,1,1,2
Equipe,Equipe,0.0,15,7,3,28.0,25.0,17,1,69,164,7,20,13,37,22,30,24,12,36
#5,Jamaal,35.0,8,0,0,4.0,7.0,4,0,20,33,4,7,1,2,6,8,1,1,2
#28,Lucas,24.3,0,0,1,3.0,1.0,2,0,15,33,2,5,4,8,1,2,2,1,3
#17,Du Sommer,29.7,0,1,1,4.0,5.0,1,1,13,23,0,2,4,6,5,5,3,1,4
#35,Freddie,23.0,0,3,1,3.0,2.0,1,2,12,16,2,2,2,3,2,4,4,0,4
#10,Coelho,32.1,6,1,0,4.0,8.0,2,0,9,22,1,4,1,2,4,6,2,0,2
#9,Paulinho,13.7,1,0,0,2.0,1.0,1,0,3,9,1,3,0,0,0,0,0,0,0
#3,Mogi,7.5,0,0,0,2.0,1.0,1,0,2,2,0,0,0,0,2,2,1,1,2
#15,Diego,15.6,0,0,0,3.0,2.0,0,0,1,14,0,2,0,3,1,2,5,2,7
#36,Arthur,18.7,0,0,0,1.0,0.0,0,0,0,7,0,1,0,2,0,0,6,0,6
#13,Jackson,0.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,5,3,26.0,27.0,15,3,75,159,10,26,12,26,21,29,25,6,31
