Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#4,Arthur,27.5,3,2,0,4.0,0.0,2,0,21,35,3,7,6,7,0,0,4,1,5
#6,Ronald,37.5,0,0,0,2.0,8.0,2,0,20,40,1,2,4,9,9,12,6,4,10
#9,Rafa Moreira,35.2,1,1,0,4.0,3.0,1,0,19,34,4,8,3,4,1,2,1,0,1
#21,B. Fiorotto,20.5,1,1,0,4.0,4.0,2,0,16,22,0,0,6,9,4,4,3,5,8
#23,Nezinho,36.2,10,2,1,3.0,9.0,3,0,7,42,0,8,1,5,5,8,6,0,6
#77,Gui Bento,15.9,0,0,0,2.0,2.0,4,0,4,9,0,0,1,3,2,3,1,1,2
#3,Gui Santos,1.3,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Gabriel,0.6,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#35,José Carlos,1.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Pedrinho Rava,24.1,4,1,0,2.0,0.0,0,0,0,3,0,1,0,0,0,0,2,0,2
#13,Veloso,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,7,1,24.0,27.0,16,0,87,185,8,26,21,37,21,29,24,13,37
#32,Sahdi,26.2,9,4,0,4.0,5.0,4,0,26,43,5,10,4,5,3,3,2,0,2
#23,Baxley,24.7,0,0,0,3.0,6.0,0,0,22,38,1,3,5,9,9,11,1,0,1
#30,Enzo,31.2,0,2,0,1.0,1.0,1,0,20,38,6,12,1,1,0,0,0,0,0
#9,Pastor,36.7,1,0,0,4.0,3.0,0,0,11,16,1,2,4,5,0,0,7,0,7
#12,Pedro,13.8,1,0,0,1.0,1.0,2,0,6,7,2,2,0,0,0,1,1,0,1
#1,Gerson,21.8,0,0,0,4.0,2.0,2,1,4,14,0,0,2,7,0,0,1,2,3
#10,Ansaloni,23.3,3,0,0,5.0,1.0,4,0,2,17,0,3,1,4,0,0,5,4,9
#33,Figueroa,18.2,1,0,0,3.0,2.0,0,0,1,10,0,2,0,1,1,2,3,2,5
#2,Thiaguinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Lucão,4.2,0,0,0,2.0,0.0,2,0,0,2,0,0,0,1,0,0,2,0,2
Equipe,Equipe,0.0,15,6,0,27.0,21.0,15,1,92,185,15,34,17,33,13,17,24,10,34
