Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Figueredo,33.4,7,2,0,2.0,2.0,1,0,17,33,1,5,7,9,0,0,3,2,5
#16,Rafael,25.2,1,2,0,2.0,3.0,1,0,11,23,0,1,4,8,3,4,4,0,4
#18,Lupa,22.0,1,2,0,2.0,2.0,1,1,11,18,0,0,5,8,1,2,2,1,3
#4,Mariani,31.9,4,1,0,0.0,2.0,3,0,10,17,1,2,3,5,1,1,4,0,4
#10,Duda,28.8,5,1,0,2.0,2.0,2,0,9,34,3,10,0,2,0,0,3,0,3
#8,Buemo,11.5,1,0,0,2.0,1.0,1,0,4,10,1,2,0,1,1,2,0,1,1
#21,Conceição,13.1,0,0,0,3.0,0.0,1,0,2,11,0,1,1,4,0,0,0,1,1
#7,Ambrosino,14.9,1,0,0,0.0,0.0,0,0,2,7,0,1,1,2,0,0,2,2,4
#6,Eugeniusz,4.6,0,1,0,4.0,1.0,0,0,2,6,0,0,1,3,0,0,0,1,1
#24,L. Eltink,8.6,0,0,0,1.0,1.0,0,0,2,8,0,2,1,1,0,0,1,1,2
#33,Abner,4.7,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#0,Guga,1.6,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,20,9,0,19.0,14.0,10,1,70,171,6,24,23,45,6,9,22,9,31
#10,Vezaro,30.5,1,1,0,2.0,2.0,0,0,16,27,4,7,2,3,0,0,3,1,4
#23,Pecos,23.7,5,0,0,1.0,3.0,2,0,13,20,3,4,2,4,0,0,2,1,3
#21,Wesley,23.5,1,0,1,4.0,1.0,2,0,12,25,1,3,4,7,1,2,3,1,4
#2,Fuller,28.3,4,1,0,1.0,1.0,0,0,11,27,0,3,5,8,1,2,1,1,2
#32,Johnson,18.9,0,1,0,2.0,3.0,3,3,11,17,0,0,5,7,1,3,7,0,7
#25,Nesbitt,23.9,1,2,1,0.0,5.0,1,1,8,16,0,1,2,4,4,5,4,3,7
#1,Fischer,16.5,6,0,0,1.0,4.0,3,0,7,20,1,4,1,3,2,2,4,1,5
#31,Robinson,20.4,3,0,1,1.0,0.0,0,0,7,11,1,1,2,4,0,0,1,0,1
#11,Teichmann,7.7,2,1,0,2.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,1
#0,Douglas Santos,6.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,23,6,3,14.0,19.0,13,4,85,163,10,23,23,40,9,14,30,9,39
