Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,Tyrone (T),24.40,1.0,1.0,0.0,3,2.0,1,0.0,2,12,0,2,1,3,0,0,1,3,4
#1,Deodato,14.20,1.0,0.0,0.0,2,1.0,2,0.0,6,12,1,3,0,0,3,3,1,1,2
#3,Queirós,09.09,0.0,0.0,0.0,2,0.0,0,0.0,0,6,0,2,0,0,0,0,0,0,0
#5,Davi (T),29.49,3.0,1.0,0.0,1,1.0,0,0.0,15,28,3,6,3,5,0,0,2,1,3
#6,Shilton,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#10,Alex (T),37.09,2.0,2.0,1.0,4,3.0,3,0.0,22,44,5,10,3,5,1,4,1,5,6
#13,Tiago,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#19,Leandrinho (T),32.30,6.0,1.0,0.0,1,4.0,0,0.0,22,47,2,7,7,11,2,4,1,1,2
#20,Alexei,14.43,0.0,0.0,0.0,3,0.0,0,0.0,0,6,0,2,0,0,0,0,0,1,1
#21,Cobb,10.35,2.0,1.0,0.0,0,0.0,0,0.0,3,10,1,2,0,2,0,0,1,0,1
#22,Scott (T),27.05,2.0,0.0,0.0,5,5.0,3,0.0,15,20,0,0,5,7,5,6,3,7,10
#35,Marcos,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Ações coletivas,,,,,0,,0,,,,,,,,,,1,0,1
,Total,,17.0,6.0,1.0,21,16.0,9,0.0,85,185,12,34,19,33,11,17,11,19,30
#1,Pedro Nunes,00.02,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#5,Black,04.40,0.0,0.0,0.0,0,0.0,1,0.0,0,3,0,1,0,0,0,0,0,1,1
#6,Balbi (T),34.51,9.0,1.0,0.0,2,7.0,1,0.0,10,23,0,1,2,6,6,8,0,2,2
#7,Jhonatan,20.36,1.0,0.0,0.0,4,2.0,0,0.0,11,16,3,4,1,2,0,0,2,2,4
#9,Deryk,13.31,1.0,0.0,0.0,2,0.0,1,0.0,2,10,0,2,1,2,0,0,0,0,0
#10,Matheusinho,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#11,Marquinhos (T),35.03,3.0,0.0,1.0,1,3.0,3,0.0,13,27,3,7,1,2,2,2,1,4,5
#12,Mineiro (T),22.48,2.0,1.0,0.0,2,2.0,0,0.0,13,17,1,1,4,6,2,2,0,1,1
#16,Olivinha (T),23.36,1.0,1.0,0.0,0,5.0,3,0.0,13,18,1,1,4,5,2,5,1,4,5
#30,Ruan,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#32,Zach Graham (T),29.02,1.0,0.0,0.0,2,2.0,2,0.0,17,20,1,2,6,6,2,2,0,3,3
#71,Léo Demétrio,15.51,0.0,0.0,0.0,3,0.0,1,0.0,14,24,0,2,7,9,0,0,1,3,4
,Ações coletivas,,,,,0,,0,,,,,,,,,,2,5,7
,Total,,18.0,3.0,1.0,16,21.0,13,0.0,93,158,9,21,26,38,14,19,7,25,32
