Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#22,Scott,30.4,3,0,0,0.0,5.0,0,2,18,28,0,0,7,10,4,8,9,2,11
#0,Tyrone,27.6,2,1,1,4.0,3.0,5,0,16,20,0,1,7,7,2,3,2,0,2
#1,Deodato,32.4,3,2,0,2.0,3.0,1,0,14,25,3,6,1,2,3,3,4,1,5
#10,Alex,31.3,8,4,0,1.0,4.0,1,0,14,31,2,5,2,6,4,4,5,1,6
#5,Davi,32.1,5,0,0,3.0,3.0,1,0,9,19,2,5,0,0,3,4,5,0,5
#7,Black,11.1,0,0,0,0.0,0.0,0,0,8,13,2,3,1,2,0,0,1,1,2
#20,Alexei,13.9,0,0,0,2.0,1.0,0,0,7,14,1,2,1,3,2,2,1,0,1
#3,Queiroz,1.3,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,Ribeiro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Jackson Jr,8.1,0,0,0,1.0,0.0,2,0,0,3,0,1,0,0,0,0,0,0,0
#11,Gui Carvalho,2.2,1,0,0,1.0,0.0,1,0,0,5,0,1,0,1,0,0,0,0,0
#6,Shilton,9.6,1,0,0,1.0,1.0,1,0,0,4,0,0,0,2,0,0,1,1,2
Equipe,Equipe,0.0,23,7,1,16.0,20.0,13,2,86,162,10,24,19,33,18,24,32,8,40
#0,Thornton,28.4,0,1,0,2.0,2.0,1,0,18,49,3,10,4,9,1,1,4,0,4
#9,Phillips,17.6,3,0,0,0.0,0.0,2,0,9,21,1,3,3,6,0,0,1,1,2
#10,Gustavo,21.2,3,0,0,3.0,3.0,1,0,8,22,1,2,1,6,3,4,0,3,3
#25,Scheuer,17.9,1,0,1,3.0,1.0,0,0,8,14,0,0,3,6,2,2,1,2,3
#1,Funches III,15.4,2,1,2,3.0,4.0,3,0,7,12,0,1,3,4,1,1,4,1,5
#22,Paulo,19.3,0,0,0,1.0,1.0,1,0,6,15,1,2,1,4,1,1,1,3,4
#16,Rodrigues,20.5,0,4,2,0.0,1.0,0,2,6,6,0,0,3,3,0,0,4,0,4
#44,Coimbra,16.6,1,0,0,4.0,2.0,2,1,6,9,0,0,3,4,0,1,2,0,2
#19,Gegê,28.1,11,0,0,0.0,0.0,0,0,3,15,1,5,0,0,0,0,3,0,3
#55,Augusto,10.5,2,0,0,4.0,2.0,0,0,3,13,0,2,1,3,1,1,0,0,0
#6,Leandro,4.6,1,0,0,0.0,0.0,0,0,2,5,0,1,1,1,0,0,1,0,1
#20,Aquiles,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,6,5,20.0,16.0,10,3,76,181,7,26,23,46,9,11,23,11,34
