Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#16,Rafael,30.9,3,1,0,2.0,2.0,3,1,27,36,2,2,10,14,1,2,7,3,10
#10,Duda,29.2,1,2,0,5.0,5.0,2,0,21,42,4,10,2,3,5,6,4,0,4
#9,Figueredo,26.8,3,0,0,4.0,2.0,3,0,14,24,4,6,0,2,2,2,0,0,0
#4,Mariani,24.7,5,0,0,2.0,5.0,0,0,11,33,1,7,1,3,6,6,1,1,2
#18,Lupa,30.0,5,1,2,4.0,3.0,1,1,6,10,0,0,2,3,2,4,4,1,5
#21,Conceição,10.0,1,1,1,2.0,1.0,2,1,5,5,0,0,2,2,1,1,2,0,2
#24,L. Eltink,29.5,2,2,0,4.0,1.0,0,0,4,19,0,3,2,5,0,0,3,2,5
#7,Ambrosino,9.1,0,0,0,2.0,1.0,0,0,2,7,0,1,1,2,0,0,0,0,0
#6,Eugeniusz,9.9,0,0,0,2.0,3.0,3,0,2,8,0,1,1,2,0,1,1,0,1
#8,Buemo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Abner,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0,Guga,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,7,3,27.0,23.0,14,3,92,184,11,30,21,36,17,22,25,9,34
#4,Arthur,28.0,2,1,0,3.0,6.0,2,0,22,37,2,4,6,9,4,7,5,1,6
#3,Gui Santos,38.8,4,1,1,3.0,4.0,3,0,17,33,1,3,5,8,4,8,3,1,4
#9,Rafa Moreira,27.7,2,3,0,2.0,3.0,2,0,17,26,3,5,3,3,2,5,3,2,5
#23,Nezinho,35.0,5,1,0,3.0,10.0,2,0,13,32,3,8,1,3,2,2,4,0,4
#6,Ronald,37.1,3,0,0,2.0,1.0,3,1,13,23,1,1,4,9,2,2,6,3,9
#21,B. Fiorotto,16.6,2,0,0,3.0,1.0,0,0,6,16,0,0,3,7,0,2,5,1,6
#5,Marcelão,2.5,0,0,0,0.0,2.0,0,0,6,8,0,0,2,2,2,4,0,2,2
#35,José Carlos,0.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Pedrinho Rava,6.2,1,1,0,3.0,0.0,1,0,0,5,0,1,0,1,0,0,0,0,0
#77,Gui Bento,7.5,0,0,0,4.0,0.0,0,0,0,3,0,1,0,0,0,0,1,0,1
Equipe,Equipe,0.0,19,7,1,23.0,27.0,13,1,94,183,10,23,24,42,16,30,28,12,40
