Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#3,Brite,33.2,5,4,0,5.0,5.0,2,0,30,44,3,5,8,12,5,5,3,0,3
#10,Alex,42.1,3,0,0,3.0,6.0,1,0,19,40,3,9,4,5,2,3,1,0,1
#17,Rashaun,37.9,2,1,0,3.0,7.0,0,0,13,25,3,5,1,2,2,6,2,0,2
#20,Davis,19.1,1,2,0,1.0,3.0,2,0,12,25,2,5,2,4,2,2,2,2,4
#12,Mathias,35.9,1,1,1,5.0,0.0,0,1,10,23,0,1,5,10,0,0,11,1,12
#33,Felipe,18.2,0,0,2,2.0,4.0,2,0,8,19,1,3,2,4,1,2,1,1,2
#14,Sualisson,13.0,0,1,0,1.0,0.0,1,0,4,10,0,0,2,5,0,0,2,0,2
#8,Cauê,21.1,3,1,0,5.0,1.0,2,0,3,10,1,2,0,2,0,0,0,0,0
#7,Gabriel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#45,J. Gabriel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Armani,4.6,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
#9,Bruninho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,10,3,26.0,26.0,10,1,99,196,13,30,24,44,12,18,24,8,32
#2,Yago,37.0,2,1,0,3.0,10.0,3,0,38,51,4,5,5,9,16,18,1,0,1
#1,Solano,35.4,7,3,0,4.0,8.0,8,0,16,34,1,4,4,8,5,6,4,2,6
#7,D. Coleman,39.9,0,1,0,2.0,3.0,2,1,13,31,3,7,2,4,0,2,4,0,4
#35,Maique,30.6,0,1,3,5.0,2.0,3,3,12,13,0,0,5,5,2,3,8,2,10
#33,Eddy,29.2,2,0,0,2.0,0.0,2,0,10,27,2,7,2,3,0,0,2,0,2
#10,Vitão,21.5,0,0,0,3.0,0.0,1,0,6,14,0,2,3,4,0,0,2,4,6
#9,Daniel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#16,Buiú,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Dikembe,13.8,0,0,1,4.0,2.0,3,0,0,0,0,0,0,0,0,0,4,0,4
#12,Rafael,3.1,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,1,1,2
#32,Anderson,14.6,1,0,0,2.0,1.0,0,0,0,5,0,1,0,1,0,0,1,1,2
Equipe,Equipe,0.0,12,6,4,26.0,26.0,23,4,95,177,10,26,21,35,23,29,29,11,40
