Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#33,Vargas,25.6,2,1,0,2.0,5.0,0,1,21,23,0,0,7,8,7,7,2,2,4
#16,Olivinha,30.9,2,3,0,4.0,2.0,2,0,19,31,3,5,5,8,0,0,8,2,10
#11,Marquinhos,30.2,3,1,0,3.0,4.0,4,0,18,35,3,7,2,4,5,6,2,0,2
#32,Zach Graham,13.5,2,1,0,0.0,4.0,2,0,11,20,2,3,0,2,5,7,2,0,2
#7,Jhonatan,24.2,2,0,0,2.0,2.0,0,0,9,16,1,2,1,3,4,4,0,0,0
#71,Demétrio,18.4,0,0,0,4.0,1.0,0,1,8,23,1,4,2,4,1,3,0,1,1
#9,Deryk,11.8,3,0,0,1.0,1.0,0,0,3,6,1,2,0,0,0,0,0,0,0
#6,Balbi,34.7,17,1,0,1.0,2.0,2,0,3,9,1,1,0,3,0,0,3,0,3
#12,Mineiro,3.5,0,0,0,0.0,1.0,0,0,1,2,0,0,0,0,1,2,1,0,1
#1,Pedro Nunes,6.3,0,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2
#34,Maciel,0.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#55,Barrera,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,31,7,0,19.0,22.0,11,2,93,165,12,24,17,32,23,29,22,7,29
#3,Bennett,31.8,2,2,0,3.0,2.0,3,0,16,34,1,3,5,11,3,3,2,0,2
#26,Betinho,24.7,4,1,1,3.0,4.0,5,0,14,21,4,5,0,2,2,2,3,1,4
#33,C. Torres,28.5,3,1,0,3.0,0.0,0,0,12,29,0,3,6,10,0,0,3,1,4
#14,Dawkins,26.7,4,0,0,2.0,4.0,4,0,11,20,2,3,1,3,3,5,3,0,3
#23,L. Cauê,13.7,0,0,0,3.0,1.0,0,1,11,16,1,1,4,6,0,1,2,1,3
#50,Ware,26.3,2,0,0,2.0,3.0,1,0,9,15,1,1,3,5,0,2,4,1,5
#9,Buffat,18.3,2,0,0,4.0,1.0,2,0,5,7,1,1,1,2,0,0,2,1,3
#7,Isaac,12.0,0,1,0,0.0,1.0,0,0,3,3,1,1,0,0,0,0,2,0,2
#13,Toledo,11.5,1,0,0,2.0,2.0,1,0,1,4,0,0,0,1,1,2,0,1,1
#6,Scaglia,6.6,1,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,5,1,24.0,18.0,16,1,82,152,11,19,20,40,9,15,21,8,29
