Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#32,David Jackson,34.9,2,1,0,3.0,5.0,0,0,26,39,2,5,8,10,4,4,3,0,3
#30,Hettsheimeir,30.9,1,0,2,3.0,7.0,2,1,18,31,0,4,5,5,8,9,3,2,5
#5,Elinho,28.4,2,1,0,4.0,0.0,2,0,11,25,1,5,4,5,0,0,2,0,2
#9,Lucas Dias,36.7,3,0,0,2.0,5.0,0,1,8,30,0,2,4,12,0,0,5,3,8
#20,Schattmann,19.1,1,0,0,2.0,2.0,0,0,6,15,1,1,0,4,3,4,6,0,6
#87,Guilherme,11.1,0,0,0,3.0,0.0,1,0,4,6,0,0,2,3,0,0,1,1,2
#21,Parodi,15.4,2,0,0,2.0,2.0,2,0,3,13,1,3,0,1,0,2,2,1,3
#18,Jimmy,22.6,1,0,0,1.0,0.0,0,0,2,13,0,1,1,5,0,0,2,0,2
#3,Márcio,0.4,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Adyel,0.1,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
#11,Edu Marília,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Guilherme,0.4,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,12,2,2,22.0,21.0,8,2,78,175,5,22,24,45,15,19,29,10,39
#32,Zach Graham,27.6,3,1,0,1.0,3.0,1,0,16,25,2,4,2,3,6,7,0,0,0
#16,Olivinha,27.9,1,0,0,3.0,1.0,0,0,13,28,3,6,2,5,0,0,1,1,2
#11,Marquinhos,24.2,1,0,1,2.0,1.0,2,0,11,26,3,8,1,1,0,0,5,0,5
#7,Jhonatan,18.7,1,0,0,4.0,1.0,0,0,11,19,3,5,1,2,0,0,2,0,2
#9,Deryk,20.9,5,2,0,2.0,4.0,0,0,8,25,2,6,0,1,2,5,3,1,4
#6,Balbi,31.0,6,1,0,2.0,4.0,1,0,7,25,1,5,1,4,2,2,5,0,5
#33,Vargas,17.5,1,0,1,1.0,3.0,0,0,7,9,0,0,2,2,3,5,3,0,3
#12,Mineiro,24.2,1,0,0,5.0,3.0,3,0,5,13,0,1,2,4,1,2,3,1,4
#71,Demétrio,7.0,0,0,0,1.0,2.0,0,0,4,10,0,1,1,2,2,3,3,1,4
#7,Black,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#10,Matheusinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1,Pedro Nunes,1.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,4,2,21.0,22.0,11,0,82,180,14,36,12,24,16,24,27,5,32
