Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#4,Arthur,33.7,2,4,0,3.0,4.0,0,0,24,42,2,4,8,13,2,4,2,0,2
#6,Ronald,16.8,1,1,0,4.0,6.0,2,0,15,18,0,0,4,5,7,8,2,3,5
#23,Nezinho,34.2,6,2,0,2.0,5.0,1,0,13,37,3,9,1,4,2,2,2,2,4
#21,B. Fiorotto,30.5,2,1,1,3.0,3.0,1,0,11,15,1,1,3,4,2,4,6,1,7
#9,Rafa Moreira,28.1,2,0,0,2.0,6.0,2,0,7,23,1,5,0,1,4,6,3,2,5
#77,Gui Bento,2.7,0,0,0,0.0,1.0,0,0,2,3,0,0,1,1,0,1,0,0,0
#3,Gui Santos,30.3,1,1,0,2.0,2.0,4,0,2,16,0,2,1,4,0,2,7,0,7
#35,José Carlos,3.7,0,0,0,1.0,1.0,0,0,2,6,0,0,0,2,2,2,0,1,1
#7,Pedrinho Rava,19.9,2,0,0,0.0,0.0,2,0,0,4,0,0,0,2,0,0,2,0,2
#8,Gabriel,0.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,9,1,17.0,28.0,14,0,76,164,7,21,18,36,19,29,27,10,37
#10,Gustavo,30.3,3,0,0,3.0,3.0,2,0,17,38,1,6,5,8,4,4,5,1,6
#0,Thornton,20.7,1,1,0,3.0,1.0,1,0,12,28,2,4,2,7,2,2,4,2,6
#19,Gegê,32.9,8,0,0,1.0,0.0,3,0,10,28,3,9,0,0,1,1,5,0,5
#44,Coimbra,15.7,1,2,1,5.0,3.0,3,0,7,10,0,0,3,4,1,2,1,1,2
#55,Augusto,18.0,1,0,0,0.0,1.0,0,0,6,16,2,4,0,2,0,0,1,0,1
#9,Phillips,8.6,0,0,0,2.0,1.0,1,0,5,12,0,0,2,5,1,2,1,0,1
#22,Paulo,16.5,2,1,0,0.0,0.0,0,0,5,14,1,4,1,1,0,0,0,1,1
#25,Scheuer,17.1,1,0,0,5.0,0.0,0,0,4,6,0,0,2,3,0,0,2,3,5
#1,Funches III,21.8,0,1,0,5.0,3.0,4,0,3,9,0,1,1,2,1,2,7,0,7
#16,Rodrigues,4.7,0,0,0,1.0,1.0,1,0,3,5,0,0,1,2,1,1,0,2,2
#6,Leandro,13.8,1,0,0,3.0,3.0,1,0,1,5,0,1,0,0,1,2,2,0,2
#20,Aquiles,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,5,1,28.0,16.0,17,0,73,171,9,29,17,34,12,16,28,11,39
