Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#23,Léo Meindl,35.4,3,1,1,2.0,2.0,5,0,16,28,0,2,7,9,2,4,5,1,6
#8,Shamell,35.9,1,0,0,2.0,2.0,2,0,16,37,1,7,6,7,1,2,2,1,3
#44,Renan,29.8,1,1,2,2.0,1.0,1,1,12,26,2,5,2,4,2,3,8,1,9
#14,Georginho,38.1,11,1,1,1.0,6.0,5,0,10,25,0,3,3,5,4,6,10,1,11
#2,Jones,6.5,1,0,0,0.0,1.0,1,0,6,9,1,2,1,1,1,1,2,0,2
#21,Murilo,26.1,1,0,2,4.0,4.0,1,1,6,11,0,1,2,3,2,2,6,1,7
#11,Jefferson,18.4,0,0,1,3.0,1.0,2,0,5,21,1,5,1,3,0,0,3,1,4
#34,Kurtz,5.5,0,0,0,0.0,0.0,1,0,2,6,0,0,1,3,0,0,1,1,2
#5,Cassiano,4.3,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Igor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,3,7,14.0,18.0,18,2,73,163,5,25,23,35,12,18,43,7,50
#4,Mariani,36.1,0,1,0,2.0,4.0,3,0,24,62,5,12,3,11,3,4,3,1,4
#9,Figueredo,32.2,7,2,0,3.0,4.0,1,0,9,44,1,7,3,11,0,1,2,1,3
#21,Conceição,16.7,1,3,1,1.0,0.0,0,0,8,22,0,0,4,11,0,0,4,3,7
#18,Lupa,23.3,3,1,0,3.0,2.0,0,0,7,18,0,0,3,8,1,2,4,3,7
#10,Duda,31.3,2,1,0,2.0,0.0,1,0,6,34,2,10,0,2,0,0,6,0,6
#8,Buemo,19.0,4,0,0,3.0,1.0,0,1,6,20,0,4,2,3,2,2,3,1,4
#7,Ambrosino,20.9,0,2,0,3.0,2.0,1,0,4,14,0,2,1,3,2,2,2,2,4
#24,L. Eltink,12.2,0,1,0,1.0,1.0,0,0,3,6,1,2,0,0,0,0,2,0,2
#33,Abner,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0,Guga,7.9,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
#6,Eugeniusz,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
#11,Guirro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,11,1,18.0,14.0,6,1,67,223,9,38,16,49,8,11,29,19,48
