Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Phillips,27.8,2,2,0,1.0,2.0,3,0,12,25,0,1,5,10,2,2,1,0,1
#44,Coimbra,25.9,0,1,0,3.0,8.0,1,0,11,19,0,0,4,7,3,5,2,1,3
#20,Aquiles,11.3,0,0,0,2.0,1.0,2,1,11,14,2,2,2,3,1,2,0,1,1
#22,Paulo,19.6,1,1,0,0.0,0.0,2,2,8,24,0,2,4,9,0,0,0,0,0
#19,Gegê,34.7,4,2,0,2.0,2.0,1,0,8,15,1,2,2,4,1,1,4,0,4
#10,Gustavo,35.7,2,1,0,4.0,1.0,0,0,8,11,0,1,4,4,0,0,3,1,4
#1,Funches III,23.8,1,1,1,4.0,3.0,3,0,6,8,0,0,1,2,4,4,6,0,6
#25,Scheuer,4.8,0,0,1,3.0,0.0,0,0,2,4,0,0,1,2,0,0,0,0,0
#16,Rodrigues,8.6,0,0,0,1.0,1.0,1,0,2,2,0,0,1,1,0,0,0,0,0
#6,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#55,Augusto,7.8,2,0,0,4.0,0.0,1,0,0,3,0,1,0,0,0,0,1,0,1
Equipe,Equipe,0.0,12,8,2,25.0,18.0,17,3,68,125,3,9,24,42,11,14,24,4,28
#2,Fuller,28.1,2,1,0,0.0,2.0,2,0,18,34,4,8,3,5,0,0,1,2,3
#1,Fischer,22.8,4,0,0,1.0,5.0,2,0,16,22,2,3,2,3,6,7,2,0,2
#11,Teichmann,20.7,2,0,1,3.0,3.0,0,1,9,10,0,0,4,4,1,2,2,0,2
#0,Douglas Santos,16.4,1,1,1,1.0,2.0,1,0,8,12,0,0,3,4,2,4,1,0,1
#10,Vezaro,14.9,1,1,0,1.0,1.0,3,0,8,17,2,4,1,2,0,1,4,0,4
#25,Nesbitt,18.1,3,0,0,4.0,3.0,2,0,6,9,1,1,0,1,3,4,2,4,6
#23,Pecos,21.5,3,1,0,0.0,1.0,2,0,5,20,1,2,1,7,0,0,0,1,1
#12,Humberto,23.0,1,2,0,2.0,4.0,1,0,5,14,0,2,1,1,3,6,3,1,4
#21,Wesley,8.5,1,0,0,4.0,2.0,0,1,3,8,0,0,1,3,1,2,2,0,2
#31,Robinson,17.1,2,0,0,2.0,0.0,0,0,2,7,0,1,1,2,0,0,0,0,0
#30,Von Haydin,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#32,Johnson,9.0,0,0,0,1.0,1.0,1,0,0,6,0,0,0,3,0,0,0,1,1
Equipe,Equipe,0.0,20,6,2,19.0,24.0,15,2,80,159,10,21,17,35,16,26,21,10,31
