Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#10,Duda,37.1,8,3,0,3.0,4.0,0,1,21,54,4,14,3,4,3,4,2,1,3
#0,Morillo,33.0,3,2,0,2.0,1.0,1,0,18,43,1,7,7,10,1,2,5,1,6
#18,Lupa,30.1,3,0,0,4.0,1.0,0,0,14,27,0,0,7,13,0,1,3,2,5
#16,Rafael,33.9,5,1,0,4.0,4.0,1,1,14,24,1,2,3,6,5,6,5,1,6
#9,Figueredo,35.4,4,1,0,1.0,3.0,3,0,13,20,1,2,3,5,4,4,4,2,6
#21,Conceição,9.9,1,0,0,1.0,0.0,0,0,4,6,0,0,2,3,0,0,3,1,4
#6,Eugeniusz,8.4,1,1,0,3.0,3.0,0,0,4,4,0,0,1,1,2,2,0,1,1
#4,Mariani,5.5,0,1,0,3.0,0.0,0,0,3,9,1,3,0,0,0,0,1,0,1
#7,Ambrosino,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Jean,0.6,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#24,L. Eltink,6.1,0,0,0,0.0,0.0,0,0,0,5,0,1,0,1,0,0,0,0,0
#17,Fidelis,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,25,9,0,21.0,16.0,5,2,91,194,8,29,26,44,15,19,25,10,35
#25,Dixson,29.4,0,1,0,2.0,4.0,2,0,15,31,0,2,4,9,7,7,4,3,7
#0,João Vitor,19.3,1,0,1,1.0,3.0,0,2,12,20,0,0,3,7,6,6,7,2,9
#24,Douglas Nunes,19.4,2,0,0,1.0,1.0,1,0,10,14,2,2,1,3,2,2,3,1,4
#7,Gabriel,17.5,1,0,0,3.0,1.0,3,0,9,17,2,4,1,2,1,1,1,0,1
#34,Barnes,30.4,5,0,0,1.0,4.0,3,0,7,33,0,3,2,10,3,4,3,1,4
#11,Antonio,22.5,1,1,1,0.0,2.0,0,0,6,14,0,2,3,4,0,0,3,1,4
#6,Gemerson,13.2,0,0,0,1.0,2.0,2,0,5,12,0,0,2,4,1,4,1,4,5
#35,Gemadinha,21.2,0,0,0,4.0,3.0,5,0,4,13,1,3,0,1,1,2,1,0,1
#33,Miller,20.9,3,0,0,3.0,0.0,2,0,3,11,1,3,0,1,0,0,3,0,3
#21,Pezão,6.3,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,1,0,1
Equipe,Equipe,0.0,13,2,2,16.0,20.0,19,2,71,167,6,19,16,42,21,26,29,13,42
