Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#10,Gustavo,30.4,0,0,0,2.0,5.0,1,0,15,40,1,5,3,9,6,7,2,3,5
#16,Rodrigues,27.6,1,1,1,5.0,1.0,2,0,8,21,0,0,4,9,0,1,4,4,8
#1,Funches III,23.4,0,0,0,2.0,3.0,0,1,7,8,0,0,1,1,5,6,3,3,6
#2,Smith,29.5,0,0,0,2.0,3.0,3,0,6,30,0,4,3,9,0,0,2,1,3
#22,Paulo,14.7,2,0,0,2.0,3.0,2,1,5,23,0,3,2,6,1,2,1,0,1
#25,Scheuer,12.9,0,1,0,3.0,3.0,1,0,2,10,0,2,0,1,2,2,1,0,1
#19,Gegê,24.9,5,1,0,2.0,1.0,2,0,2,21,0,5,1,3,0,0,5,0,5
#5,Murilo,4.2,0,0,0,1.0,0.0,0,0,2,2,0,0,1,1,0,0,1,0,1
#6,Leandro,12.4,1,0,0,2.0,0.0,1,0,0,11,0,3,0,1,0,0,0,1,1
#55,Augusto,13.2,2,0,0,0.0,0.0,0,0,0,17,0,5,0,1,0,0,2,0,2
#20,Aquiles,6.9,1,1,1,1.0,0.0,0,0,0,5,0,1,0,1,0,0,0,1,1
#3,R. Bibiano,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,12,4,2,22.0,19.0,13,2,47,188,1,28,15,42,14,18,22,16,38
#15,Cipolini,17.4,1,0,1,3.0,4.0,1,1,16,26,1,2,4,7,5,6,2,3,5
#32,David Jackson,22.0,3,1,0,1.0,3.0,0,0,16,19,4,5,0,0,4,4,6,1,7
#30,Hettsheimeir,23.3,2,2,0,1.0,3.0,4,1,14,28,2,4,3,7,2,2,3,2,5
#18,Jimmy,21.1,2,0,0,2.0,2.0,3,1,10,16,1,2,3,4,1,2,1,0,1
#9,Lucas Dias,25.5,1,0,0,2.0,1.0,3,0,6,22,0,2,3,8,0,0,7,1,8
#20,Schattmann,21.9,1,1,0,2.0,4.0,1,0,6,13,0,1,3,5,0,0,3,0,3
#3,Márcio,7.3,0,0,0,1.0,2.0,1,0,5,6,0,0,1,1,3,4,1,0,1
#21,Parodi,22.5,4,1,1,3.0,2.0,1,0,5,13,1,3,1,2,0,0,4,0,4
#33,Guilherme,13.8,0,0,0,1.0,1.0,0,0,4,6,0,0,1,2,2,2,2,0,2
#5,Elinho,25.2,7,0,0,3.0,0.0,2,0,0,3,0,1,0,0,0,0,7,0,7
Equipe,Equipe,0.0,21,5,2,19.0,22.0,16,3,82,152,9,20,19,36,17,20,39,7,46
