Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#20,Gruber,31.1,2,3,2,3.0,5.0,2,1,19,37,2,6,4,7,5,5,1,2,3
#9,Fuzaro,35.5,4,3,0,3.0,7.0,1,0,15,20,1,1,2,4,8,9,5,0,5
#2,Fúlvio,31.6,5,0,0,0.0,3.0,3,0,14,39,4,9,0,5,2,2,5,0,5
#40,André Goes,33.1,5,1,1,4.0,3.0,2,0,10,23,2,5,1,3,2,2,5,0,5
#3,Lucas,11.3,2,0,0,0.0,1.0,0,0,5,5,1,1,1,1,0,0,0,1,1
#32,Lessa,11.7,0,1,0,3.0,0.0,2,0,5,16,1,2,1,5,0,0,1,2,3
#10,Fabricio,22.1,0,0,2,4.0,2.0,0,0,3,13,0,3,1,1,1,2,2,2,4
#24,Paranhos,12.3,0,0,0,0.0,1.0,1,0,2,8,0,0,1,4,0,0,0,0,0
#13,Alex,9.9,0,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,1,0,1
#8,Colina,1.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#14,Ziggy,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1,Murilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,8,5,18.0,22.0,11,1,73,164,11,28,11,30,18,20,23,10,33
#3,Bennett,31.7,2,1,0,4.0,2.0,3,0,14,29,2,5,3,6,2,2,3,2,5
#33,C. Torres,18.6,1,0,2,4.0,0.0,0,0,13,20,1,2,5,7,0,0,2,1,3
#26,Betinho,27.0,3,1,1,2.0,3.0,2,0,11,38,2,8,1,5,3,4,5,3,8
#14,Dawkins,31.7,4,1,0,0.0,1.0,2,0,10,22,2,6,2,2,0,0,5,0,5
#13,Toledo,23.7,0,0,0,2.0,6.0,1,1,10,24,0,0,4,10,2,4,0,5,5
#23,L. Cauê,18.4,2,0,0,3.0,4.0,0,0,5,15,0,1,2,4,1,4,4,2,6
#9,Buffat,17.7,1,0,0,1.0,1.0,2,0,4,4,0,0,1,1,2,2,2,1,3
#50,Ware,19.3,2,0,0,3.0,1.0,1,0,2,12,0,2,1,3,0,0,4,0,4
#6,Scaglia,11.9,0,1,0,3.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
#5,Mãozinha,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Isaac,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,4,3,22.0,18.0,14,1,69,167,7,25,19,38,10,16,27,17,44
