Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#28,Lucas,33.7,1,2,2,3.0,6.0,2,1,20,36,1,2,5,11,7,8,4,4,8
#5,Jamaal,24.3,2,0,0,3.0,4.0,2,0,18,21,3,3,2,3,5,6,2,1,3
#15,Diego,21.9,0,0,0,3.0,4.0,1,1,11,18,0,0,4,7,3,4,2,2,4
#10,Coelho,34.3,6,2,1,4.0,2.0,3,0,10,26,1,5,1,3,5,5,2,0,2
#9,Paulinho,22.1,4,0,0,3.0,1.0,0,0,9,23,1,4,2,4,2,3,1,1,2
#3,Mogi,27.6,2,0,2,2.0,0.0,0,0,7,10,1,2,2,2,0,0,9,1,10
#36,Arthur,25.6,1,1,0,3.0,4.0,5,0,6,24,0,4,1,3,4,6,3,0,3
#35,Freddie,10.5,0,0,0,2.0,2.0,0,1,3,6,0,0,1,2,1,2,0,0,0
#4,Cauê,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#17,Du Sommer,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#13,Jackson,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,5,5,23.0,23.0,14,3,84,164,7,20,18,35,27,34,26,12,38
#19,Leandrinho,30.4,5,2,0,1.0,4.0,0,0,24,36,2,4,6,9,6,6,2,0,2
#0,Tyrone,31.7,1,2,0,2.0,4.0,0,2,14,25,1,3,4,6,3,4,4,1,5
#22,Scott,23.0,0,0,3,4.0,7.0,2,0,13,17,0,0,4,5,5,7,2,2,4
#1,Deodato,19.1,0,2,1,3.0,0.0,1,0,10,16,2,4,2,2,0,0,0,0,0
#10,Alex,32.8,8,0,1,3.0,3.0,4,0,10,25,1,6,2,2,3,3,6,0,6
#6,Shilton,17.0,0,0,0,2.0,2.0,0,0,7,11,0,0,2,4,3,3,2,1,3
#5,Davi,29.9,2,1,0,3.0,2.0,0,0,5,25,1,5,0,4,2,2,1,0,1
#7,Black,8.3,0,0,0,2.0,1.0,0,0,3,8,1,2,0,1,0,0,0,0,0
#3,Queiroz,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Alexei,5.5,0,0,0,2.0,0.0,0,0,0,2,0,0,0,1,0,0,0,1,1
#11,Gui Carvalho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Jackson Jr,2.4,0,0,0,1.0,0.0,0,0,0,5,0,1,0,1,0,0,1,0,1
Equipe,Equipe,0.0,16,7,5,24.0,23.0,9,2,86,170,8,25,20,35,22,25,20,7,27
