Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#31,Robinson,27.8,5,1,0,3.0,2.0,1,2,16,36,2,6,4,8,2,2,2,1,3
#25,Nesbitt,23.3,1,0,1,2.0,3.0,0,0,11,19,0,0,5,9,1,1,6,3,9
#32,Johnson,16.1,1,0,0,2.0,1.0,0,0,11,21,0,0,5,10,1,1,4,2,6
#23,Pecos,25.4,3,2,0,1.0,0.0,2,0,9,23,1,1,3,10,0,0,3,0,3
#11,Teichmann,18.2,4,4,0,1.0,3.0,1,1,9,11,0,0,4,4,1,3,2,1,3
#2,Fuller,24.2,4,0,0,0.0,1.0,1,0,7,24,1,5,2,4,0,1,0,1,1
#12,Humberto,26.9,2,5,1,3.0,4.0,3,0,7,17,0,2,3,4,1,3,1,0,1
#10,Vezaro,15.8,1,0,0,3.0,0.0,1,0,6,12,2,4,0,0,0,0,1,0,1
#21,Wesley,20.0,1,2,0,0.0,0.0,2,0,4,10,0,2,2,2,0,0,4,0,4
#0,Douglas Santos,2.5,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Dalaqua,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,22,14,3,15.0,14.0,11,3,80,173,6,20,28,51,6,11,27,9,36
#20,Davis,32.2,2,0,0,0.0,2.0,2,0,23,37,5,8,2,4,4,5,0,0,0
#17,Rashaun,31.6,3,0,0,0.0,2.0,4,0,14,29,3,5,2,6,1,2,3,0,3
#8,Cauê,21.4,2,2,2,2.0,1.0,3,0,10,20,1,3,3,5,1,1,1,0,1
#14,Sualisson,28.4,0,3,1,5.0,0.0,0,0,8,17,0,1,4,7,0,0,6,3,9
#12,Mathias,18.8,2,0,1,1.0,1.0,4,0,4,11,0,1,2,4,0,0,7,0,7
#11,Vinicius,32.4,1,0,0,4.0,4.0,3,1,4,17,0,1,1,6,2,2,6,0,6
#3,Brite,20.8,5,2,0,1.0,2.0,3,0,3,10,0,2,1,1,1,2,2,0,2
#7,Gabriel,10.7,0,1,0,1.0,2.0,0,0,3,5,1,1,0,1,0,0,1,0,1
#10,Alex,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Armani,3.8,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,16,8,4,15.0,14.0,20,1,69,146,10,22,15,34,9,12,31,4,35
