Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#10,Draper,20.7,1,4,0,4.0,0.0,0,1,18,30,4,8,3,3,0,0,4,0,4
#25,Gabriel Jaú,25.0,0,0,0,4.0,6.0,1,0,17,35,1,3,4,8,6,10,9,1,10
#7,Wiggins,24.9,1,0,0,0.0,3.0,0,1,15,23,2,3,3,5,3,4,2,0,2
#15,Renato,28.3,4,0,0,1.0,1.0,1,1,14,20,1,2,5,6,1,2,3,1,4
#3,Faggiano,20.0,6,0,0,3.0,2.0,3,0,12,18,2,4,3,3,0,0,1,0,1
#8,Crescenzi,23.8,2,1,0,2.0,1.0,0,0,12,20,2,4,2,3,2,2,5,0,5
#4,Larry,23.8,5,0,0,2.0,2.0,0,0,7,15,1,3,2,3,0,0,1,0,1
#6,Brito,10.7,0,0,0,1.0,3.0,1,0,7,11,0,0,3,4,1,3,0,1,1
#20,Pará,17.1,2,0,0,2.0,1.0,0,0,2,4,0,0,1,2,0,0,3,2,5
#13,Malachias,5.8,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,21,5,0,19.0,19.0,6,3,104,178,13,27,26,38,13,21,30,7,37
#1,Gerson,31.5,1,0,0,0.0,2.0,2,1,22,37,0,1,10,15,2,4,5,5,10
#33,Figueroa,24.5,4,1,0,3.0,2.0,4,0,12,19,2,3,3,5,0,0,5,0,5
#30,Enzo,30.6,0,0,0,3.0,1.0,1,0,10,22,1,4,3,4,1,2,1,2,3
#32,Sahdi,26.0,3,0,0,1.0,5.0,2,0,9,25,1,3,2,6,2,4,1,0,1
#12,Pedro,19.8,0,0,0,1.0,5.0,0,0,9,26,1,3,1,5,4,7,1,1,2
#9,Pastor,14.4,1,1,0,5.0,2.0,1,0,5,11,1,2,1,2,0,1,3,1,4
#23,Baxley,17.3,0,0,3,1.0,1.0,1,0,4,21,0,1,2,9,0,0,4,0,4
#3,Lucão,22.6,0,0,0,3.0,0.0,0,0,4,8,0,0,2,4,0,0,1,2,3
#10,Ansaloni,5.4,1,0,0,2.0,1.0,0,0,1,8,0,2,0,0,1,2,2,2,4
#2,Thiaguinho,2.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Bruno,5.9,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,10,2,3,19.0,19.0,11,1,76,180,6,20,24,50,10,20,25,16,41
