Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#19,Leandrinho,31.9,5,0,1,3.0,7.0,0,0,22,44,2,6,4,9,8,8,4,1,5
#1,Deodato,28.7,2,5,0,2.0,2.0,3,0,20,37,3,8,3,4,5,5,5,2,7
#5,Davi,30.2,3,1,0,1.0,2.0,0,0,13,27,4,7,0,2,1,2,2,0,2
#22,Scott,27.1,3,0,1,4.0,2.0,1,2,12,25,0,1,5,10,2,2,4,3,7
#10,Alex,28.9,6,4,0,3.0,1.0,3,1,10,18,2,4,2,3,0,0,5,0,5
#3,Queiroz,9.4,0,0,0,2.0,0.0,0,0,6,9,2,3,0,0,0,0,0,0,0
#20,Alexei,9.0,1,0,0,3.0,2.0,1,0,2,8,0,2,0,0,2,2,0,0,0
#6,Shilton,11.6,0,0,0,4.0,3.0,1,0,2,2,0,0,0,0,2,2,2,0,2
#2,Pitico,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#35,Marcos,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#0,Tyrone,19.2,1,0,0,2.0,0.0,2,0,0,8,0,2,0,1,0,0,5,0,5
#13,Tiago,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,21,10,2,24.0,19.0,12,3,87,178,13,33,14,29,20,21,33,7,40
#3,Faggiano,35.6,1,2,1,1.0,3.0,2,0,15,35,2,6,3,6,3,5,3,0,3
#5,Massey,31.0,6,0,0,3.0,8.0,1,0,13,31,0,2,4,9,5,7,4,4,8
#15,Renato,24.6,1,1,0,4.0,1.0,1,1,10,36,0,4,5,12,0,0,5,6,11
#8,Crescenzi,27.8,1,0,0,3.0,2.0,2,0,10,23,2,3,2,6,0,2,3,0,3
#20,Pará,25.4,2,2,0,3.0,2.0,3,0,8,16,0,2,3,3,2,4,5,3,8
#7,Wiggins,24.0,2,0,0,3.0,5.0,4,0,8,35,0,5,1,6,6,8,1,1,2
#25,Gabriel Jaú,16.6,1,1,2,0.0,1.0,1,0,2,8,0,2,1,1,0,0,3,0,3
#6,Brito,7.0,1,0,0,2.0,1.0,1,0,1,8,0,2,0,0,1,2,1,0,1
#30,Mendes,8.1,0,0,0,2.0,1.0,0,0,1,6,0,0,0,2,1,2,2,2,4
#13,Malachias,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Emanuel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,6,3,21.0,24.0,15,1,68,198,4,26,19,45,18,30,29,19,48
