Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,João Vitor,19.04,0.0,0.0,0.0,2,4.0,0,3.0,20,29,0,0,8,12,4,5,4,5,9
#1,Spencer (T),10.48,1.0,0.0,0.0,3,2.0,0,0.0,1,11,0,1,0,2,1,4,0,2,2
#4,Pepo Vidal,18.10,5.0,0.0,0.0,2,0.0,1,0.0,7,12,1,2,2,3,0,0,1,4,5
#6,Gemerson,15.44,2.0,3.0,0.0,2,2.0,0,0.0,6,12,1,3,1,1,1,1,0,3,3
#7,Gabriel (T),28.56,2.0,1.0,0.0,3,4.0,1,0.0,11,24,2,5,2,3,1,3,0,3,3
#10,Rodrigo Piru,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#11,Antonio (T),26.21,1.0,3.0,0.0,4,2.0,2,0.0,15,27,2,4,3,6,3,3,1,3,4
#17,Paulo Nery,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#21,Pezão,01.24,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#24,D. Nunes (T),25.04,1.0,2.0,0.0,4,1.0,3,1.0,10,16,1,3,3,3,1,1,0,4,4
#34,Barnes (T),29.08,7.0,0.0,0.0,1,4.0,0,0.0,14,43,0,4,6,13,2,5,1,2,3
#35,Gemadinha,25.21,1.0,2.0,0.0,2,3.0,1,0.0,17,28,4,7,1,2,3,3,0,4,4
,Ações coletivas,,,,,0,,0,,,,,,,,,,0,1,1
,Total,,20.0,11.0,0.0,23,22.0,9,4.0,101,202,11,29,26,45,16,25,7,31,38
#1,Gerson,26.39,1.0,0.0,0.0,3,1.0,0,0.0,7,18,0,0,3,8,1,2,1,7,8
#2,Thiaguinho,18.50,0.0,0.0,0.0,1,2.0,0,0.0,7,17,0,2,3,5,1,1,0,2,2
#3,Lucão,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#9,Pastor (T),30.59,0.0,0.0,0.0,4,0.0,0,0.0,12,21,2,5,3,3,0,0,0,5,5
#10,Ansaloni (T),14.12,1.0,0.0,0.0,4,5.0,0,0.0,15,31,2,5,3,6,3,4,3,4,7
#11,Lucious (T),29.51,3.0,2.0,0.0,2,3.0,7,0.0,19,33,4,7,3,5,1,2,0,1,1
#12,Pedro,19.59,2.0,0.0,0.0,1,2.0,1,0.0,10,15,0,1,3,4,4,4,0,0,0
#23,Baxley (T),28.36,2.0,0.0,0.0,5,3.0,2,0.0,7,25,1,3,2,7,0,2,2,2,4
#30,Ruiz,00.00,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
#32,Sahdi (T),23.31,6.0,1.0,0.0,2,7.0,3,0.0,9,20,1,4,0,1,6,6,0,6,6
#34,Lelê,07.23,0.0,1.0,0.0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Ações coletivas,,,,,0,,0,,,,,,,,,,1,5,6
,Total,,15.0,4.0,0.0,23,23.0,13,0.0,86,180,10,27,20,39,16,21,7,32,39
