Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#34,Barnes,29.6,8,0,0,3.0,3.0,2,0,18,47,3,7,2,10,5,6,2,0,2
#33,Miller,25.9,0,1,0,2.0,0.0,1,0,14,17,4,5,1,1,0,0,2,0,2
#0,João Vitor,30.2,1,0,4,2.0,3.0,1,2,12,21,0,1,5,7,2,4,14,3,17
#3,Nicolas Ronsini,18.5,1,1,0,3.0,1.0,1,0,11,16,3,4,1,2,0,0,1,0,1
#7,Gabriel,23.1,1,3,0,2.0,3.0,1,0,10,18,0,2,3,4,4,4,2,1,3
#21,Pezão,12.5,2,0,0,3.0,2.0,0,0,9,14,1,2,1,2,4,4,3,1,4
#24,Douglas Nunes,31.0,0,1,0,0.0,0.0,2,0,8,20,2,4,1,4,0,0,4,1,5
#35,Gemadinha,23.0,2,2,0,4.0,3.0,2,0,7,20,1,4,1,3,2,2,1,0,1
#11,Antonio,6.3,0,1,0,2.0,2.0,1,0,2,2,0,0,1,1,0,0,0,0,0
#17,Paulo Nery,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#10,R. Piru,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,9,4,21.0,17.0,12,2,91,175,14,29,16,34,17,20,31,8,39
#4,Arthur,31.5,1,0,0,3.0,1.0,3,0,16,32,2,4,5,10,0,0,6,2,8
#6,Ronald,35.8,2,0,0,3.0,5.0,2,0,16,40,0,1,6,15,4,7,6,3,9
#9,Rafa Moreira,32.0,0,2,0,3.0,2.0,0,0,10,27,1,4,3,7,1,1,3,0,3
#3,Gui Santos,34.2,3,0,0,2.0,4.0,2,0,10,19,0,1,2,5,6,6,2,5,7
#23,Nezinho,33.9,11,2,0,3.0,5.0,5,0,8,33,0,5,4,9,0,0,6,0,6
#7,Pedrinho Rava,14.0,0,0,0,0.0,3.0,1,0,6,9,1,1,0,1,3,4,1,0,1
#21,B. Fiorotto,11.0,1,1,0,1.0,1.0,0,0,6,9,0,0,3,4,0,1,2,1,3
#35,José Carlos,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Marcelão,1.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#77,Gui Bento,6.2,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,1,0,1
#8,Gabriel,0.3,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,5,0,17.0,21.0,13,0,72,171,4,16,23,52,14,19,27,13,40
