Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#8,Shamell,38.2,3,0,0,2.0,3.0,2,0,19,47,2,10,5,7,3,3,5,0,5
#44,Renan,36.0,1,0,3,2.0,4.0,0,2,16,37,2,8,4,5,2,3,3,1,4
#23,Léo Meindl,32.9,0,1,0,4.0,3.0,2,0,15,30,1,4,5,8,2,2,7,4,11
#2,Jones,24.4,2,1,0,1.0,3.0,1,0,13,25,1,4,3,4,4,5,3,1,4
#14,Georginho,35.6,3,0,0,3.0,3.0,1,0,9,31,2,7,0,3,3,4,4,0,4
#34,Kurtz,14.6,1,0,0,3.0,1.0,2,1,2,4,0,0,1,2,0,0,2,0,2
#11,Jefferson,10.5,0,0,1,1.0,2.0,1,0,1,8,0,2,0,0,1,2,2,0,2
#5,Cassiano,0.7,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#20,Igor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#21,Murilo,7.3,1,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,2,1,3
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,2,4,17.0,19.0,10,3,75,184,8,35,18,30,15,19,30,14,44
#10,Vitão,26.9,2,1,0,3.0,0.0,1,0,19,24,3,4,5,6,0,0,1,2,3
#7,D. Coleman,24.6,1,1,0,4.0,1.0,0,0,14,43,4,9,1,8,0,0,2,3,5
#1,Solano,33.7,10,1,1,2.0,5.0,3,0,12,38,4,12,0,1,0,0,7,3,10
#2,Yago,34.5,6,0,0,2.0,4.0,2,0,10,35,1,8,2,4,3,3,2,0,2
#33,Eddy,26.4,0,0,0,4.0,0.0,0,1,8,20,2,6,1,1,0,0,4,3,7
#20,Dikembe,23.0,0,0,0,2.0,5.0,0,1,7,17,0,0,2,6,3,5,5,3,8
#35,Maique,17.0,1,0,1,1.0,0.0,0,1,4,15,0,1,2,6,0,0,2,2,4
#32,Anderson,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#16,Buiú,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#50,Jonatan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,Rafael,1.9,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Ruivo,11.8,0,0,0,1.0,1.0,1,0,0,6,0,2,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,3,2,20.0,16.0,9,3,74,198,14,42,13,32,6,8,27,17,44
