Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#1,Gerson,28.6,1,0,0,4.0,2.0,2,0,14,20,0,0,5,8,4,4,6,0,6
#9,Pastor,24.3,0,1,0,2.0,2.0,2,1,10,20,0,2,5,7,0,0,2,2,4
#30,Enzo,28.9,0,1,0,4.0,4.0,2,0,10,25,2,7,0,0,4,4,2,0,2
#12,Pedro,26.2,1,0,0,3.0,2.0,0,0,10,24,2,6,2,3,0,0,0,0,0
#23,Baxley,19.9,1,2,0,2.0,1.0,1,0,6,20,0,3,2,4,2,3,1,1,2
#34,Lelê,7.8,0,1,0,1.0,0.0,0,0,6,6,0,0,3,3,0,0,0,1,1
#3,Lucão,10.5,0,0,0,0.0,2.0,2,0,5,6,0,0,1,1,3,4,2,2,4
#32,Sahdi,28.7,11,0,0,2.0,6.0,5,0,5,7,1,1,1,2,0,0,2,0,2
#10,Ansaloni,11.0,0,0,0,2.0,1.0,1,0,4,15,0,3,1,2,2,2,4,0,4
#0,Prochnow,1.4,0,1,0,1.0,0.0,0,0,2,4,0,0,1,2,0,0,0,0,0
#2,Thiaguinho,11.3,2,1,0,1.0,0.0,0,0,2,8,0,2,1,1,0,0,2,0,2
#4,Bruno,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,7,0,22.0,20.0,16,1,74,155,5,24,22,33,15,17,24,6,30
#7,Wiggins,29.8,1,0,1,1.0,6.0,1,1,20,34,1,5,4,5,9,9,1,0,1
#5,Massey,21.2,1,3,0,1.0,3.0,0,0,17,37,2,8,4,5,3,3,6,1,7
#6,Brito,16.0,2,1,0,4.0,1.0,3,0,12,12,2,2,2,2,2,2,0,1,1
#20,Pará,18.1,0,0,0,3.0,2.0,0,0,12,24,0,1,6,10,0,1,2,2,4
#3,Faggiano,34.2,3,2,0,2.0,1.0,3,0,12,22,2,4,3,5,0,0,3,0,3
#15,Renato,31.4,1,1,0,1.0,5.0,1,0,8,12,1,2,2,2,1,2,7,1,8
#8,Crescenzi,24.5,5,3,0,2.0,1.0,0,0,7,14,1,2,1,3,2,2,1,1,2
#25,Gabriel Jaú,16.2,1,0,0,5.0,2.0,3,0,4,14,0,2,2,2,0,4,2,0,2
#11,Emanuel,1.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#30,Mendes,7.1,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,10,1,20.0,21.0,12,1,92,169,9,26,24,34,17,23,24,7,31
