Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#35,Maique,25.6,0,1,0,4.0,2.0,4,5,23,30,1,2,9,11,2,2,3,4,7
#7,D. Coleman,22.7,0,0,0,4.0,2.0,0,0,19,33,5,9,1,2,2,2,3,1,4
#2,Yago,22.7,4,2,0,4.0,3.0,0,0,19,37,4,9,2,3,3,4,3,2,5
#20,Dikembe,19.2,1,3,1,3.0,5.0,3,3,14,19,0,0,4,6,6,7,3,3,6
#1,Solano,28.7,8,2,0,2.0,6.0,2,1,10,29,0,5,4,5,2,4,2,1,3
#33,Eddy,21.3,3,0,0,1.0,0.0,1,0,3,23,1,7,0,1,0,0,4,1,5
#4,Ruivo,16.7,7,2,0,5.0,1.0,1,0,3,13,0,1,1,4,1,2,3,1,4
#10,Vitão,25.7,3,0,0,1.0,1.0,0,1,2,11,0,3,1,1,0,0,3,0,3
#32,Anderson,0.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,Rafael,2.3,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Beto,10.0,0,0,0,1.0,0.0,0,0,0,5,0,1,0,1,0,0,1,0,1
#50,Jonatan,4.7,0,0,0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,26,11,1,27.0,20.0,12,10,93,200,11,37,22,34,16,21,28,15,43
#9,Figueredo,31.1,4,0,0,2.0,6.0,2,0,17,29,2,3,4,8,3,4,4,0,4
#7,Ambrosino,30.9,0,0,1,3.0,2.0,1,0,13,28,1,4,4,7,2,2,2,1,3
#10,Duda,21.8,3,0,0,4.0,4.0,3,0,11,20,2,3,1,4,3,3,1,0,1
#4,Mariani,30.4,5,0,0,2.0,4.0,6,0,11,27,1,5,2,4,4,4,5,1,6
#18,Lupa,18.9,0,0,0,3.0,2.0,1,0,9,18,0,0,4,8,1,2,2,0,2
#21,Conceição,16.7,0,0,0,1.0,4.0,1,0,7,23,0,1,2,8,3,4,1,2,3
#6,Eugeniusz,10.6,3,0,0,2.0,4.0,0,0,5,9,0,0,0,1,5,7,2,2,4
#24,L. Eltink,18.9,1,1,0,1.0,1.0,0,0,2,11,0,1,1,4,0,0,0,3,3
#33,Abner,7.5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0,Guga,2.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Buemo,10.5,0,0,0,2.0,0.0,1,0,0,3,0,1,0,0,0,0,1,1,2
#11,Guirro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,1,1,20.0,27.0,15,0,75,168,6,18,18,44,21,26,24,13,37
