Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#3,Faggiano,37.0,9,2,0,4.0,6.0,3,0,21,37,1,6,7,7,4,5,3,0,3
#10,Draper,32.0,2,0,0,4.0,3.0,1,0,17,39,4,9,1,4,3,4,4,1,5
#7,Wiggins,36.3,0,1,0,2.0,4.0,2,1,13,37,1,6,3,5,4,9,1,1,2
#4,Larry,26.1,2,2,0,2.0,2.0,0,0,9,24,1,4,2,5,2,2,2,0,2
#8,Crescenzi,17.0,2,1,0,4.0,1.0,1,0,6,14,2,4,0,0,0,2,0,0,0
#6,Brito,6.5,0,1,0,2.0,1.0,1,0,5,5,1,1,0,0,2,2,0,0,0
#20,Pará,9.1,0,0,0,3.0,0.0,2,0,3,3,1,1,0,0,0,0,1,1,2
#15,Renato,10.8,0,0,0,5.0,1.0,3,0,3,6,1,2,0,0,0,0,0,1,1
#25,Gabriel Jaú,21.6,2,1,1,5.0,0.0,1,0,2,9,0,1,1,3,0,0,4,1,5
#27,Andrew,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#13,Malachias,3.9,1,0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,8,2,33.0,18.0,14,1,79,174,12,34,14,24,15,24,19,5,24
#9,Rafa Moreira,40.0,0,2,0,4.0,3.0,4,0,20,28,6,8,1,2,0,0,9,1,10
#7,Pedrinho Rava,40.0,5,1,0,2.0,7.0,1,0,17,31,2,5,2,3,7,10,6,1,7
#23,Nezinho,39.0,9,3,0,2.0,9.0,3,0,15,42,0,6,2,5,11,14,2,2,4
#21,B. Fiorotto,35.0,2,2,0,2.0,5.0,4,0,12,25,1,3,4,6,1,4,4,1,5
#6,Ronald,23.3,2,0,1,4.0,5.0,5,0,10,17,0,0,3,6,4,5,6,3,9
#5,Marcelão,15.7,0,0,0,3.0,1.0,3,0,8,10,0,0,3,4,2,2,1,2,3
#8,Gabriel,6.9,0,0,0,2.0,1.0,0,0,1,5,0,1,0,0,1,2,0,0,0
#20,Suassuna,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#13,Veloso,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Felipe,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,8,1,19.0,31.0,20,0,83,158,9,23,15,26,26,37,32,12,44
