Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#5,Massey,35.0,0,4,1,3.0,3.0,3,0,21,43,5,11,2,4,2,2,11,1,12
#7,Wiggins,37.2,4,0,0,4.0,5.0,2,1,19,36,2,6,5,7,3,4,4,2,6
#15,Renato,27.0,4,1,0,4.0,2.0,3,2,15,20,1,2,6,7,0,0,0,2,2
#3,Faggiano,35.2,6,1,0,4.0,4.0,2,0,15,29,1,4,4,6,4,5,5,0,5
#8,Crescenzi,35.1,4,0,0,1.0,1.0,1,0,9,17,1,3,3,4,0,0,1,1,2
#25,Gabriel Jaú,22.9,3,2,0,1.0,1.0,1,0,7,20,1,2,2,7,0,0,1,0,1
#6,Brito,14.4,2,0,0,1.0,1.0,3,0,4,9,0,1,2,3,0,0,2,1,3
#20,Pará,11.8,1,0,0,1.0,0.0,1,0,2,2,0,0,1,1,0,0,1,0,1
#13,Malachias,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Emanuel,3.8,1,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#30,Mendes,2.7,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Equipe,Equipe,0.0,25,8,1,20.0,17.0,16,3,92,176,11,29,25,39,9,11,26,9,35
#34,Barnes,34.5,7,0,0,3.0,1.0,3,0,27,47,5,9,6,10,0,0,3,1,4
#35,Gemadinha,31.3,2,1,0,3.0,3.0,1,0,14,22,2,4,3,4,2,2,0,0,0
#24,Douglas Nunes,34.1,1,1,1,3.0,2.0,1,0,14,22,2,4,4,5,0,0,7,4,11
#4,Pepo Vidal,29.3,10,3,0,1.0,3.0,3,0,11,21,2,3,1,4,3,4,0,1,1
#11,Antonio,26.3,2,3,0,1.0,5.0,2,0,11,21,1,1,2,6,4,6,3,1,4
#1,Spencer,27.3,2,1,0,1.0,2.0,1,1,9,19,1,3,3,5,0,0,1,0,1
#7,Gabriel,30.4,0,0,0,4.0,3.0,2,0,7,18,1,2,1,5,2,2,0,1,1
#0,João Vitor,11.4,0,2,3,1.0,1.0,1,1,6,6,0,0,3,3,0,0,3,0,3
#10,R. Piru,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#21,Pezão,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,11,4,17.0,20.0,14,2,99,176,14,26,23,42,11,14,24,8,32
