Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#32,David Jackson,39.1,2,0,0,2.0,6.0,2,0,24,37,5,7,2,5,5,6,3,0,3
#21,Parodi,23.8,2,0,0,5.0,4.0,3,0,19,30,5,8,0,1,4,4,1,2,3
#18,Jimmy,35.4,2,3,0,2.0,0.0,1,0,14,28,2,6,4,5,0,0,3,0,3
#9,Lucas Dias,42.7,3,0,1,3.0,4.0,0,1,13,25,1,3,4,5,2,4,5,2,7
#87,Guilherme,13.8,1,0,0,4.0,0.0,2,1,6,13,0,1,3,5,0,0,5,1,6
#30,Hettsheimeir,28.4,1,0,1,3.0,5.0,1,0,5,23,0,1,0,7,5,6,2,1,3
#5,Elinho,27.1,2,1,0,2.0,0.0,1,0,4,7,0,1,2,2,0,0,3,0,3
#20,Schattmann,12.5,1,0,0,1.0,1.0,0,0,2,10,0,2,1,2,0,0,1,0,1
#3,Márcio,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Adyel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Edu Marília,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Guilherme,2.3,0,0,0,1.0,0.0,0,0,0,6,0,2,0,0,0,0,0,0,0
Equipe,Equipe,0.0,14,4,2,23.0,20.0,10,2,87,179,13,31,16,32,16,20,28,7,35
#14,Georginho,45.0,6,1,0,4.0,5.0,3,0,23,38,3,7,2,3,10,11,11,0,11
#23,Léo Meindl,33.8,6,1,0,5.0,7.0,2,1,18,37,2,5,4,7,4,8,3,1,4
#44,Renan,39.4,0,0,0,4.0,4.0,1,1,17,28,2,4,5,7,1,2,4,1,5
#11,Jefferson,38.5,0,1,1,1.0,3.0,4,0,13,34,3,8,1,4,2,2,3,6,9
#8,Shamell,45.0,5,0,0,2.0,1.0,2,0,13,38,3,8,2,6,0,2,4,1,5
#34,Kurtz,10.5,0,1,0,2.0,1.0,0,2,4,6,0,0,2,2,0,2,1,0,1
#3,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#21,Murilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2,Jones,12.8,1,0,0,3.0,1.0,0,0,0,3,0,1,0,0,0,0,0,0,0
#5,Cassiano,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20,Igor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,4,1,21.0,22.0,13,4,88,184,13,33,16,29,17,27,29,10,39
