Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#35,Gemadinha,23.1,3,0,0,2.0,2.0,1,0,16,21,2,3,5,6,0,0,3,1,4
#0,João Vitor,23.9,2,0,2,2.0,4.0,0,3,15,30,0,1,7,12,1,3,6,1,7
#24,Douglas Nunes,25.8,1,1,0,1.0,5.0,2,0,10,22,2,4,1,4,2,2,4,1,5
#6,Gemerson,23.9,1,1,0,3.0,4.0,1,0,10,17,1,1,1,3,5,8,2,2,4
#34,Barnes,25.3,2,1,0,3.0,2.0,2,0,9,28,1,6,2,4,2,2,1,2,3
#4,Pepo Vidal,31.8,5,3,0,2.0,0.0,2,0,8,28,2,8,1,2,0,0,4,0,4
#25,Dixson,18.7,0,3,0,3.0,4.0,1,0,6,11,0,1,0,1,6,6,4,1,5
#33,Miller,18.5,4,1,0,2.0,1.0,0,0,3,20,1,4,0,3,0,2,2,0,2
#7,Gabriel,2.8,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#10,R. Piru,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#21,Pezão,1.9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Antonio,4.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,3
Equipe,Equipe,0.0,18,10,2,18.0,22.0,9,3,77,177,9,28,17,35,16,23,28,11,39
#2,Fuller,30.2,1,0,0,1.0,4.0,3,0,20,42,2,7,5,8,4,5,0,1,1
#31,Robinson,30.0,0,2,0,4.0,3.0,1,1,16,28,1,4,6,7,1,2,4,0,4
#25,Nesbitt,25.1,1,4,0,4.0,2.0,1,1,14,31,2,5,3,7,2,2,6,1,7
#32,Johnson,19.9,1,0,2,3.0,1.0,0,2,10,15,0,0,5,7,0,1,5,3,8
#21,Wesley,17.6,1,1,0,4.0,3.0,1,0,6,18,1,3,1,4,1,1,4,1,5
#23,Pecos,23.4,6,1,0,0.0,3.0,3,0,4,16,0,2,1,4,2,2,3,1,4
#1,Fischer,21.0,2,0,0,1.0,1.0,3,0,0,5,0,1,0,1,0,0,2,0,2
#0,Douglas Santos,3.6,0,0,0,2.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#8,Dalaqua,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#35,Yan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,Humberto,13.7,3,0,0,2.0,1.0,1,0,0,2,0,0,0,1,0,0,1,1,2
#10,Vezaro,15.6,0,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,1,0,1
Equipe,Equipe,0.0,15,8,2,22.0,18.0,13,4,70,162,6,23,21,40,10,13,26,10,36
