Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#20,Dikembe,30.8,0,1,0,1.0,5.0,4,4,18,22,0,0,9,11,0,0,7,7,14
#2,Yago,28.0,6,2,0,3.0,4.0,5,0,17,42,4,10,1,4,3,4,6,2,8
#10,Vitão,26.9,1,3,0,3.0,5.0,2,0,14,27,4,7,0,1,2,4,1,0,1
#1,Solano,30.0,4,3,0,5.0,1.0,2,0,11,30,2,6,2,5,1,2,1,1,2
#35,Maique,19.0,0,0,1,0.0,0.0,0,0,8,19,2,5,1,2,0,0,3,0,3
#4,Ruivo,17.3,2,1,0,2.0,1.0,0,0,4,19,0,5,2,2,0,0,1,0,1
#50,Jonatan,1.8,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#12,Rafael,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Eddy,24.4,2,0,0,2.0,1.0,0,0,0,11,0,2,0,2,0,1,3,1,4
#32,Anderson,4.4,0,0,0,0.0,1.0,0,0,0,8,0,2,0,0,0,2,0,0,0
#16,Buiú,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,D. Coleman,17.6,0,1,0,5.0,1.0,0,0,0,21,0,5,0,3,0,0,0,0,0
Equipe,Equipe,0.0,15,11,1,21.0,19.0,16,4,72,199,12,42,15,30,6,13,26,15,41
#20,Schattmann,24.7,2,2,0,4.0,3.0,2,0,21,30,4,6,3,4,3,4,1,0,1
#32,David Jackson,34.6,1,2,1,0.0,6.0,1,0,21,24,3,4,4,4,4,4,5,0,5
#9,Lucas Dias,33.7,3,3,0,3.0,2.0,3,1,12,28,2,6,1,3,4,4,3,0,3
#30,Hettsheimeir,25.6,2,1,0,2.0,4.0,2,0,11,32,0,4,3,7,5,6,3,1,4
#18,Jimmy,14.9,2,0,0,1.0,0.0,1,0,7,12,1,2,2,3,0,0,2,1,3
#87,Guilherme,14.4,0,0,0,3.0,1.0,0,0,6,14,1,2,1,3,1,2,6,0,6
#5,Elinho,23.4,8,0,0,2.0,2.0,4,0,4,11,0,1,1,3,2,2,2,1,3
#21,Parodi,22.1,4,0,0,1.0,1.0,5,0,3,11,1,3,0,1,0,0,2,0,2
#11,Edu Marília,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Guilherme,6.3,0,0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2
#3,Márcio,0.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Adyel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,22,8,1,21.0,19.0,19,1,85,162,12,28,15,28,19,22,31,4,35
