Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Yago,37.7,7,1,0,2.0,6.0,2,0,21,40,6,10,0,2,3,6,3,1,4
#35,Maique,30.0,1,0,1,1.0,2.0,0,4,18,18,0,0,8,8,2,2,4,2,6
#33,Eddy,32.5,2,1,0,2.0,1.0,0,0,15,49,4,15,1,1,1,2,6,2,8
#1,Solano,27.4,4,0,0,4.0,2.0,1,0,13,32,2,7,3,5,1,1,3,0,3
#4,Ruivo,29.8,1,0,0,2.0,1.0,0,0,9,26,3,8,0,1,0,0,2,0,2
#10,Vitão,34.7,3,0,0,5.0,0.0,1,0,8,22,2,6,1,2,0,0,2,0,2
#20,Dikembe,15.0,0,0,0,3.0,0.0,0,0,4,8,0,0,2,4,0,0,6,3,9
#7,D. Coleman,7.0,1,0,0,0.0,0.0,0,0,2,11,0,3,1,1,0,0,1,0,1
#3,Kevin Foster,9.7,0,0,0,1.0,0.0,1,0,2,24,0,6,1,3,0,0,1,2,3
#50,Jonatan,1.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#14,Cristhyã,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#16,Buiú,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,2,1,20.0,12.0,6,4,92,230,17,55,17,27,7,11,33,10,43
#44,Renan,44.7,0,0,0,4.0,5.0,0,1,28,48,6,10,3,6,4,6,6,2,8
#23,Léo Meindl,41.5,4,0,0,3.0,4.0,2,1,20,47,2,7,5,11,4,4,8,5,13
#8,Shamell,44.8,6,0,0,1.0,2.0,2,0,18,37,2,5,4,9,4,4,4,2,6
#11,Jefferson,24.9,1,0,0,2.0,1.0,0,0,12,34,4,10,0,2,0,0,6,0,6
#14,Georginho,44.7,13,1,2,1.0,4.0,2,0,11,30,0,4,4,7,3,4,11,2,13
#21,Murilo,14.9,0,0,0,1.0,3.0,0,0,9,19,0,1,2,5,5,6,1,2,3
#5,Cassiano,0.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#20,Igor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#34,Kurtz,5.4,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2,Jones,3.5,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,24,1,2,12.0,19.0,6,2,98,220,14,38,18,41,20,24,40,14,54
