Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#3,Faggiano,34.0,2,2,0,2.0,6.0,1,0,23,43,2,8,6,7,5,5,1,0,1
#7,Wiggins,32.5,0,0,1,2.0,5.0,3,0,20,39,3,7,4,7,3,4,3,1,4
#5,Massey,30.8,2,4,1,2.0,2.0,0,1,11,27,1,5,4,6,0,0,5,3,8
#15,Renato,29.8,1,0,0,3.0,2.0,2,0,5,14,0,2,2,2,1,4,3,1,4
#25,Gabriel Jaú,19.7,2,0,0,1.0,3.0,1,0,4,15,0,1,2,5,0,2,5,2,7
#6,Brito,11.5,0,2,0,1.0,1.0,0,0,3,9,0,1,1,2,1,2,0,0,0
#8,Crescenzi,17.2,0,0,0,2.0,3.0,1,0,2,7,0,1,0,0,2,4,2,1,3
#11,Emanuel,2.1,0,0,0,3.0,0.0,1,0,2,2,0,0,1,1,0,0,0,0,0
#20,Pará,22.4,1,2,0,3.0,1.0,0,0,1,15,0,1,0,5,1,2,2,1,3
#30,Mendes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#13,Malachias,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,8,10,2,20.0,23.0,11,1,71,171,6,26,20,35,13,23,21,12,33
#36,Arthur,33.6,2,1,1,2.0,1.0,2,0,19,27,3,5,5,6,0,0,3,1,4
#17,Du Sommer,33.4,2,2,1,3.0,5.0,3,0,13,16,1,1,4,4,2,5,4,2,6
#4,Cauê,40.0,10,0,0,2.0,4.0,4,0,11,14,0,1,4,4,3,3,2,0,2
#5,Jamaal,26.1,4,0,0,3.0,5.0,3,0,9,25,2,5,0,3,3,4,2,1,3
#3,Mogi,23.1,1,0,1,5.0,1.0,0,0,8,18,2,4,1,3,0,0,4,1,5
#28,Lucas,19.5,0,0,0,0.0,2.0,0,0,7,23,1,3,2,7,0,0,5,1,6
#15,Diego,10.0,0,0,0,4.0,1.0,1,0,5,12,1,2,1,3,0,0,2,2,4
#35,Freddie,12.1,0,1,0,1.0,0.0,1,1,4,12,0,2,2,3,0,0,3,0,3
#13,Jackson,2.4,0,0,0,3.0,0.0,0,0,2,5,0,1,1,1,0,0,1,0,1
#21,Wesley,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9,Paulinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,4,3,23.0,19.0,16,1,78,152,10,24,20,34,8,12,27,9,36
