Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,D. Coleman,30.3,0,1,1,1.0,3.0,1,0,20,41,4,8,2,6,4,5,2,2,4
#20,Dikembe,29.3,0,0,0,2.0,5.0,1,4,15,24,0,0,6,10,3,4,5,7,12
#2,Yago,27.5,4,1,0,3.0,5.0,2,0,13,29,2,7,0,0,7,8,1,0,1
#1,Solano,32.3,6,2,1,3.0,4.0,2,0,12,32,4,8,0,4,0,0,6,0,6
#10,Vitão,27.0,3,2,0,3.0,3.0,2,0,11,28,2,6,2,4,1,2,2,3,5
#33,Eddy,14.0,0,0,0,1.0,0.0,0,0,3,20,1,6,0,1,0,0,1,0,1
#4,Ruivo,13.6,2,0,0,0.0,1.0,0,0,2,5,0,1,1,1,0,0,0,0,0
#35,Maique,10.7,0,0,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,4,0,4
#3,Kevin Foster,5.8,0,0,0,2.0,0.0,0,0,0,10,0,2,0,2,0,0,1,0,1
#50,Jonatan,2.9,0,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
#32,Anderson,6.7,0,0,0,2.0,0.0,0,0,0,5,0,1,0,1,0,0,1,1,2
#12,Rafael,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,6,3,20.0,21.0,11,4,76,197,13,40,11,29,15,19,26,16,42
#17,Rashaun,31.6,6,1,0,3.0,7.0,1,0,28,41,2,5,8,10,6,6,2,0,2
#8,Cauê,28.5,2,0,0,2.0,1.0,1,0,11,21,3,5,1,3,0,0,4,1,5
#20,Davis,30.0,1,0,0,0.0,2.0,3,0,10,26,2,6,1,3,2,2,0,0,0
#14,Sualisson,26.3,0,1,0,5.0,2.0,0,1,9,13,0,0,4,5,1,3,4,0,4
#11,Vinicius,23.6,2,0,0,4.0,4.0,0,0,8,16,0,0,3,7,2,2,6,1,7
#12,Mathias,16.4,0,0,1,1.0,0.0,4,0,8,13,0,1,4,5,0,0,3,1,4
#3,Brite,23.9,3,0,0,4.0,1.0,1,0,2,13,0,0,1,6,0,1,2,1,3
#7,Gabriel,12.1,1,1,0,2.0,3.0,0,0,2,8,0,2,0,0,2,2,0,0,0
#5,Armani,2.3,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#10,Alex,5.4,0,0,0,0.0,0.0,2,0,0,3,0,1,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,4,1,21.0,20.0,12,1,78,154,7,20,22,39,13,16,28,6,34
