Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#23,Baxley,27.8,1,0,0,4.0,6.0,1,0,22,30,1,2,7,9,5,6,2,0,2
#10,Ansaloni,26.8,1,0,1,4.0,3.0,2,0,19,33,1,5,5,6,6,6,6,1,7
#32,Sahdi,28.0,7,2,0,2.0,5.0,3,0,17,22,4,5,0,1,5,5,1,0,1
#30,Enzo,26.8,1,1,0,5.0,2.0,2,0,14,32,2,8,2,2,4,4,2,1,3
#1,Gerson,30.2,2,0,0,3.0,2.0,1,1,10,14,0,0,4,6,2,2,3,1,4
#3,Lucão,16.3,0,0,1,4.0,3.0,0,1,8,11,0,0,3,3,2,5,2,1,3
#33,Figueroa,16.4,1,1,0,3.0,1.0,1,0,3,12,0,2,1,2,1,2,0,1,1
#12,Pedro,19.0,4,0,0,4.0,0.0,0,0,3,14,1,4,0,1,0,0,1,0,1
#9,Pastor,8.8,1,0,0,2.0,0.0,0,0,2,8,0,2,1,1,0,0,5,0,5
#2,Thiaguinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#34,Lelê,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Bruno,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,4,2,32.0,22.0,11,2,98,176,9,28,23,31,25,30,22,8,30
#32,David Jackson,35.3,6,0,1,1.0,8.0,1,0,24,37,1,4,7,9,7,7,6,0,6
#30,Hettsheimeir,28.1,0,0,1,1.0,11.0,0,0,14,30,0,2,4,7,6,10,4,1,5
#20,Schattmann,19.1,1,0,0,3.0,1.0,1,0,13,21,1,3,3,4,4,4,1,0,1
#9,Lucas Dias,32.0,2,1,1,5.0,4.0,2,0,10,23,2,3,1,5,2,4,3,2,5
#5,Elinho,26.3,4,1,0,2.0,2.0,1,0,7,15,1,3,1,2,2,2,1,1,2
#33,Guilherme,3.9,0,0,0,0.0,1.0,0,0,6,6,2,2,0,0,0,0,1,0,1
#21,Parodi,21.1,2,1,0,4.0,0.0,2,0,4,15,0,3,2,3,0,0,2,0,2
#18,Jimmy,26.1,0,1,0,3.0,1.0,2,0,4,15,1,3,0,2,1,2,2,1,3
#87,Guilherme,8.3,0,1,0,4.0,2.0,2,0,2,6,0,0,1,3,0,0,2,0,2
#3,Márcio,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Adyel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,5,3,25.0,30.0,11,0,84,168,8,23,19,35,22,29,22,10,32
