Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#7,Pedrinho Rava,32.2,2,2,0,2.0,2.0,2,0,22,37,6,9,2,5,0,0,5,0,5
#4,Arthur,35.1,1,1,0,3.0,1.0,2,0,17,37,2,4,5,12,1,1,5,1,6
#23,Nezinho,37.8,6,1,0,3.0,3.0,3,0,11,27,1,5,4,6,0,0,1,0,1
#9,Rafa Moreira,24.9,0,1,0,4.0,1.0,0,0,10,20,2,4,1,3,2,2,0,1,1
#6,Ronald,30.7,0,1,1,1.0,3.0,4,1,7,28,0,2,3,10,1,2,8,5,13
#21,B. Fiorotto,24.4,2,0,1,2.0,2.0,0,0,3,10,0,0,1,4,1,2,2,2,4
#8,Gabriel,1.2,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#77,Gui Bento,13.8,0,0,0,0.0,0.0,1,0,0,11,0,1,0,4,0,0,0,0,0
#13,Veloso,0.1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Marcelão,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,6,2,15.0,13.0,12,1,70,170,11,25,16,44,5,7,24,11,35
#10,Fabricio,34.3,0,0,0,1.0,2.0,0,0,20,34,6,10,1,2,0,0,3,1,4
#9,Fuzaro,30.9,5,0,0,3.0,4.0,3,0,18,26,2,4,6,7,0,0,6,0,6
#24,Paranhos,31.1,0,0,3,2.0,2.0,2,0,17,33,0,0,8,16,1,1,9,4,13
#2,Fúlvio,32.7,4,0,0,1.0,5.0,4,0,11,28,1,4,3,7,2,2,4,1,5
#40,André Goes,35.6,3,0,0,3.0,1.0,1,0,11,18,3,4,1,3,0,0,3,1,4
#13,Alex,8.3,0,1,0,3.0,0.0,2,0,6,8,0,0,3,4,0,0,0,1,1
#0,Guga,18.9,3,0,0,0.0,0.0,0,0,3,11,1,3,0,1,0,0,0,0,0
#32,Lessa,2.9,0,0,1,0.0,0.0,1,0,0,5,0,1,0,1,0,0,1,0,1
#8,Colina,4.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
#22,F Cardoso,1.3,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,15,1,4,13.0,15.0,13,0,86,163,13,26,22,41,3,3,32,8,40
