Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#35,Gemadinha,18.3,0,2,0,4.0,0.0,0,0,15,17,5,5,0,1,0,0,0,0,0
#6,Gemerson,31.5,1,0,0,1.0,2.0,3,0,14,32,2,6,2,5,4,4,4,1,5
#4,Pepo Vidal,34.7,8,4,0,1.0,6.0,2,0,10,27,1,6,3,4,1,1,3,0,3
#34,Barnes,29.0,5,0,1,2.0,5.0,2,0,10,26,0,4,4,6,2,2,0,0,0
#33,Miller,18.3,0,0,0,1.0,1.0,0,0,9,25,0,3,4,7,1,2,2,2,4
#7,Gabriel,8.3,0,0,0,4.0,1.0,0,0,8,9,1,1,2,2,1,2,1,0,1
#0,João Vitor,19.0,0,2,0,4.0,0.0,2,3,8,16,0,2,4,5,0,0,4,1,5
#25,Dixson,11.4,0,0,0,1.0,2.0,0,0,6,8,0,0,2,3,2,2,0,0,0
#24,Douglas Nunes,22.0,5,1,1,3.0,0.0,1,0,0,12,0,4,0,0,0,0,5,0,5
#10,R. Piru,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#21,Pezão,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Antonio,7.3,0,0,0,1.0,0.0,1,0,0,5,0,1,0,1,0,0,1,2,3
Equipe,Equipe,0.0,19,9,2,22.0,17.0,12,3,80,177,9,32,21,34,11,13,21,6,27
#26,Betinho,33.8,10,0,1,2.0,8.0,3,0,21,37,1,5,7,9,4,4,9,0,9
#33,C. Torres,20.7,0,2,0,2.0,3.0,2,0,19,33,4,6,3,6,1,3,3,0,3
#3,Bennett,33.7,2,0,1,1.0,4.0,4,0,15,23,1,1,4,7,4,6,2,0,2
#50,Ware,20.2,0,0,0,2.0,4.0,1,0,13,21,1,2,4,6,2,3,4,0,4
#23,L. Cauê,13.2,0,2,1,1.0,1.0,1,1,6,6,0,0,2,2,2,2,3,1,4
#13,Toledo,23.7,1,0,0,1.0,1.0,2,0,4,10,0,0,2,4,0,2,2,0,2
#9,Buffat,16.6,2,0,0,2.0,0.0,1,0,3,3,1,1,0,0,0,0,0,1,1
#14,Dawkins,24.5,4,0,0,4.0,1.0,3,0,0,3,0,1,0,0,0,0,3,0,3
#6,Scaglia,13.5,1,0,0,1.0,0.0,0,0,0,3,0,1,0,0,0,0,4,0,4
#2,G. Campos,0.2,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,4,3,17.0,22.0,17,1,81,139,8,17,22,34,13,20,31,3,34
