Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#23,Nezinho,24.6,3,1,0,3.0,7.0,3,0,15,36,1,6,2,4,8,10,2,0,2
#21,B. Fiorotto,17.9,2,1,0,1.0,3.0,1,0,10,15,0,0,5,7,0,1,4,2,6
#6,Ronald,29.3,1,1,1,3.0,0.0,3,2,10,18,0,0,5,9,0,0,4,2,6
#9,Rafa Moreira,26.2,1,1,0,4.0,2.0,0,0,10,20,3,6,0,0,1,2,4,1,5
#22,Pedro,23.5,3,1,0,0.0,5.0,0,0,8,15,0,0,2,5,4,5,4,0,4
#3,Gui Santos,22.6,0,2,0,2.0,1.0,3,0,8,18,0,2,4,6,0,0,2,0,2
#4,Arthur,14.5,1,3,0,2.0,1.0,3,0,6,8,2,2,0,1,0,0,1,0,1
#77,Gui Bento,15.7,0,1,0,1.0,2.0,1,1,5,12,0,2,2,2,1,2,2,1,3
#7,Pedrinho Rava,19.0,1,0,1,3.0,3.0,0,0,4,11,0,1,2,3,0,2,2,0,2
#5,Marcelão,6.7,0,0,1,0.0,1.0,1,0,2,2,0,0,1,1,0,0,3,0,3
#8,Gabriel,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#35,José Carlos,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,12,11,3,19.0,25.0,16,3,78,155,6,19,23,38,14,22,31,6,37
#28,Lucas,33.1,0,2,0,1.0,3.0,2,0,24,49,6,13,2,4,2,2,7,0,7
#4,Cauê,38.2,4,2,0,1.0,5.0,3,0,20,35,3,5,3,7,5,6,6,0,6
#36,Arthur,13.7,0,0,1,3.0,1.0,3,0,5,15,0,1,2,5,1,2,2,4,6
#9,Paulinho,19.2,1,0,0,5.0,1.0,5,0,3,16,1,4,0,2,0,0,0,0,0
#10,Coelho,33.4,0,2,0,5.0,3.0,1,0,3,13,1,3,0,2,0,0,4,2,6
#17,Du Sommer,23.3,1,0,2,5.0,3.0,3,1,3,16,0,2,1,4,1,2,3,3,6
#15,Diego,14.1,1,1,0,3.0,0.0,2,0,3,9,1,3,0,0,0,0,1,2,3
#3,Mogi,25.1,0,1,0,3.0,2.0,2,0,2,20,0,4,0,3,2,2,3,0,3
#5,Jamaal,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,7,8,3,26.0,18.0,22,1,63,173,12,35,8,27,11,14,27,13,40
